Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
568,1,8ad2vcq9xcul0kkfms8qo0wk5,183434,32,24,Defensive Midfielder,Alexander,Achinioti-Jönsson,A. Achinioti-Jönsson,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,16,2,0,1,0,2,50.0%,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,30.8%,100.0%,10,0,3,0,3,10,0,20.0,1,-,0,0.00,0,0,0,0,0,0,100.0%,2,0,0,0.00,0.00,0.00,0,0,ATO vs FOR,2020-08-30,7ufagyfpmg0q5miihyn7181ec,16614,8ad2vcq9xcul0kkfms8qo0wk5:2126257,ATO vs FOR (2020-08-30)
568,1,63rmd2xbr48c0zzvsj6bn3651,197142,22,26,Defensive Midfielder,Chris,Mannella,C. Mannella,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,9,3,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,16,4,0,1,0,1,100.0%,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,11,0,7.7%,92.3%,8,0,4,0,4,9,0,18.9,0,0.0%,1,0.00,0,0,0,0,0,0,0.0%,1,0,0,0.00,0.00,0.00,0,0,EDM vs Y9,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,6925,63rmd2xbr48c0zzvsj6bn3651:2126259,EDM vs Y9 (2020-09-02)
568,1,3hebpt7rddccp0powpyfwri7d,243961,26,21,Left Midfielder,Terran,Campbell,T. Campbell,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,2,4,0.05,0,0,0.08,0,0,0,1,1,3,0,0,0,0,0,0,16,4,0,0,0,0,-,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,11,2,37.5%,75.0%,5,1,0,2,0,6,0,12.9,0,-,0,0.00,16,0,0,0,0,0,66.7%,0,0,0,0.05,0.00,0.05,1,0,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,3hebpt7rddccp0powpyfwri7d:2126242,FOR vs PAC (2020-08-22)
568,1,4bc5n4bry6a5wswiwzq8d9oq2,481569,24,23,Second Striker,Kadell,Thomas,K. Thomas,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,2,4,0.08,0,0,0.03,0,0,0,1,1,2,0,0,3,1,0,0,16,5,1,0,0,1,50.0%,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,6,3,7,1,0.0%,85.7%,2,3,1,3,1,3,0,11.6,1,33.3%,3,0.00,0,0,0,0,1,1,-,0,1,0,0.00,0.08,0.08,1,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,4bc5n4bry6a5wswiwzq8d9oq2:2126218,FOR vs CAV (2020-08-14)
568,1,bpxxztlpukizv1d2a5506ilbe,481568,45,22,Right Winger,Marcel,Zajac,M. Zajac,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,2,0.13,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,16,3,0,0,0,1,-,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,3,6,2,28.6%,71.4%,2,2,1,2,2,3,0,13.7,0,33.3%,3,0.00,8,0,0,0,1,1,0.0%,1,0,0,0.13,0.00,0.13,0,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,bpxxztlpukizv1d2a5506ilbe:2126218,FOR vs CAV (2020-08-14)
568,1,8uqytik44ro3mbkz0s8m163xm,481762,32,25,Left Attacking Midfielder,Andre,Rampersad,A. Rampersad,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,5,0.00,0,0,0.00,0,0,0,0,0,1,0,0,5,1,0,0,16,1,0,1,1,2,100.0%,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,0,30.0%,80.0%,5,1,2,1,3,6,0,19.9,0,100.0%,1,0.00,0,0,0,0,0,0,66.7%,0,2,0,0.00,0.00,0.00,0,0,VAL vs HFX,2020-09-02,7uo653c2y32d06v6dq2as5t04,15378,8uqytik44ro3mbkz0s8m163xm:2126261,VAL vs HFX (2020-09-02)
568,1,c0bz7h3es1ym0n5he0l4ntzop,172568,66,23,Centre Forward,Jordan,Brown,J. Brown,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,3,0.05,0,0,0.03,0,0,1,0,1,2,0,0,0,0,0,0,16,2,0,0,0,0,-,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,3,20.0%,60.0%,3,3,0,5,0,5,0,14.3,0,-,0,0.00,16,0,0,0,0,0,0.0%,0,0,0,0.05,0.00,0.05,1,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,c0bz7h3es1ym0n5he0l4ntzop:2126218,FOR vs CAV (2020-08-14)
568,1,7syvxffcyqbhwd42954p8ej85,159998,45,23,Left Midfielder,Hanson,Boakai,H. Boakai,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0.00,0,0,0.00,0,0,0,0,0,1,0,0,2,0,0,0,16,3,1,0,0,1,50.0%,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,7,0,28.6%,100.0%,4,2,1,2,1,4,0,19.6,1,-,0,0.00,0,0,0,0,1,1,100.0%,0,1,0,0.00,0.00,0.00,0,0,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,7syvxffcyqbhwd42954p8ej85:2126240,EDM vs CAV (2020-08-21)
568,1,7syvxffcyqbhwd42954p8ej85,159998,24,23,Second Striker,Hanson,Boakai,H. Boakai,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,5,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,16,4,0,0,0,0,-,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,8,0,62.5%,62.5%,5,0,0,1,0,7,0,22.3,0,0.0%,1,0.00,0,0,0,0,2,3,40.0%,0,0,0,0.00,0.00,0.00,0,0,EDM vs Y9,2020-09-02,7ulatzc5xxyaiw5pmjxft1kb8,15382,7syvxffcyqbhwd42954p8ej85:2126259,EDM vs Y9 (2020-09-02)
568,1,7z8zzlbmnxxfixcaod718ww0k,511208,12,23,Left Back,Samuel,Gardner,S. Gardner,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,3,4,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,16,0,1,0,1,2,100.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,11,0,54.5%,63.6%,5,1,1,1,2,8,0,25.4,0,-,0,0.00,0,0,0,0,0,0,50.0%,0,2,0,0.00,0.00,0.00,0,0,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,15376,7z8zzlbmnxxfixcaod718ww0k:2126249,EDM vs HFX (2020-08-27)
578,1,86tz9u1o9o5u0lbyycyd3df4l,37057,19,35,Central Midfielder,Nikolas,Ledgerwood,N. Ledgerwood,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,3,3,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,15,1,1,0,0,1,100.0%,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,7,1,54.5%,54.5%,1,2,3,3,3,5,0,16.8,0,-,0,0.00,0,0,0,0,0,0,33.3%,0,1,0,0.00,0.00,0.00,0,0,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,86tz9u1o9o5u0lbyycyd3df4l:2126244,CAV vs HFX (2020-08-24)
578,1,eyems8p1wpp6df9w1wz6rdvpx,203479,26,27,Central Midfielder,Ben,McKendry,B. McKendry,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,1,9,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,-,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,6,0,25.0%,83.3%,5,4,1,5,2,5,0,13.7,0,0.0%,2,0.00,0,0,0,0,0,0,66.7%,0,0,0,0.00,0.00,0.00,0,0,ATO vs CAV,2020-08-27,7u47vp82i9898dpktaf5q6psk,15381,eyems8p1wpp6df9w1wz6rdvpx:2126251,ATO vs CAV (2020-08-27)
578,1,6ptroe7b9vgzimcvzo2fehcr9,167890,37,25,Right Winger,Michael,Petrasso,M. Petrasso,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,7,0.08,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,15,1,0,0,0,0,-,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,1,11.1%,100.0%,4,5,0,5,0,4,0,12.1,0,50.0%,2,0.00,6,0,0,0,2,2,100.0%,0,0,0,0.08,0.00,0.08,0,0,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,6ptroe7b9vgzimcvzo2fehcr9:2126241,Y9 vs VAL (2020-08-22)
578,1,cfffc2qdknupbftpqye1cbf1l,224168,26,27,Centre Forward,Molham,Babouli,M. Babouli,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,3,5,0.00,0,0,0.04,0,0,0,1,1,2,0,0,3,2,0,0,15,1,0,0,0,0,-,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,1,18.2%,72.7%,5,3,0,5,0,6,0,15.4,0,-,0,0.00,0,0,0,0,0,0,50.0%,0,0,0,0.00,0.00,0.00,1,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,cfffc2qdknupbftpqye1cbf1l:2126238,HFX vs FOR (2020-08-20)
578,1,c8gbyfp650fgai5782915ywa1,210185,11,25,Centre Attacking Midfielder,Elimane,Cissé,E. Cissé,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,5,3,0.00,0,0,0.00,0,0,0,0,0,1,1,0,1,0,0,0,15,1,0,0,0,0,-,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,7,1,30.0%,80.0%,4,1,3,2,3,5,0,14.9,0,-,0,0.00,0,0,0,0,0,0,66.7%,0,0,0,0.00,0.00,0.00,0,0,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,c8gbyfp650fgai5782915ywa1:2126225,FOR vs EDM (2020-08-16)
578,1,4v13dz2g71gh5i527t347shyh,224768,72,21,Centre Forward,Shaan,Hundal,S. Hundal,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,1,0.00,0,0,0.01,0,0,0,1,1,0,0,0,0,0,0,0,15,6,0,0,0,0,0.0%,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,13,0,18.2%,72.7%,8,0,0,2,0,9,0,13.8,1,0.0%,2,0.00,0,0,0,0,0,0,0.0%,0,0,0,0.00,0.00,0.00,1,0,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,4v13dz2g71gh5i527t347shyh:2126228,VAL vs CAV (2020-08-16)
578,1,bewzox1rnh1n28tkj5k0rmrqh,224756,18,21,Left Back,Dante,Campbell,D. Campbell,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,1,1,0.0%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,2,6,0,66.7%,50.0%,1,1,1,1,2,3,0,28.5,1,0.0%,1,0.00,0,0,0,0,1,1,25.0%,0,0,1,0.00,0.00,0.00,0,0,PAC vs VAL,2020-08-26,7tw47791fe2i850ddmt0nthqs,15380,bewzox1rnh1n28tkj5k0rmrqh:2126245,PAC vs VAL (2020-08-26)
578,1,6dkbzo16tym6q7a562x9krsh5,221327,34,24,Centre Forward,Gabriel,Monteiro Vasconcelos,Gabriel Vasconcelos,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,2,6,0.05,0,0,0.00,0,0,0,0,0,1,0,0,0,0,0,0,15,2,0,0,0,0,-,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,5,1,30.0%,80.0%,4,4,0,6,0,4,0,14.9,0,-,0,0.00,16,0,0,0,0,0,33.3%,0,0,0,0.05,0.00,0.05,0,0,HFX vs Y9,2020-08-29,7ubxnr535nkdppzi934wdbdhw,15376,6dkbzo16tym6q7a562x9krsh5:2126256,HFX vs Y9 (2020-08-29)
578,1,549bk4ar8s05kzy78wi86one2,425739,27,22,Left Attacking Midfielder,Alex,Marshall,A. Marshsall,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,10,1,7,0.04,0,0,0.00,0,0,0,0,0,1,0,0,5,1,0,0,15,1,0,0,0,0,-,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,1,20.0%,80.0%,3,5,0,6,0,4,0,12.7,0,100.0%,2,0.00,22,0,0,0,0,0,50.0%,0,0,0,0.04,0.00,0.04,0,0,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,549bk4ar8s05kzy78wi86one2:2126244,CAV vs HFX (2020-08-24)
578,1,3176i3h6iv1ufsp88prhhmjqi,209693,25,22,Central Midfielder,Elliot,Simmons,E. Simmons,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,6,2,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,15,1,1,1,0,3,100.0%,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,0,40.0%,80.0%,6,0,2,0,3,7,0,20.7,0,-,0,0.00,0,0,0,0,0,1,50.0%,2,1,0,0.00,0.00,0.00,0,0,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,3176i3h6iv1ufsp88prhhmjqi:2126228,VAL vs CAV (2020-08-16)
578,1,6rj6gpjhz8sk2405943kpii1h,167886,64,25,Central Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,8,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,15,2,1,0,0,1,100.0%,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,8,1,45.5%,81.8%,5,4,0,6,0,5,0,14.5,0,0.0%,1,0.00,0,0,0,0,0,0,80.0%,0,1,0,0.00,0.00,0.00,0,0,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,6rj6gpjhz8sk2405943kpii1h:2126228,VAL vs CAV (2020-08-16)
578,1,6rj6gpjhz8sk2405943kpii1h,167886,23,25,Right Attacking Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,9,3,6,0.17,1,0,0.07,0,0,0,1,1,0,0,0,0,0,0,0,15,1,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,6,1,33.3%,100.0%,5,4,0,4,0,5,0,16.4,0,-,0,0.00,21,0,0,0,1,1,100.0%,0,0,0,0.17,0.00,0.17,1,0,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,6rj6gpjhz8sk2405943kpii1h:2126235,ATO vs VAL (2020-08-19)
578,1,6rj6gpjhz8sk2405943kpii1h,167886,32,25,Left Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,3,0.00,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,15,1,1,0,0,1,100.0%,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,3,1,57.1%,57.1%,0,3,1,5,1,1,0,14.1,0,0.0%,1,0.00,0,0,0,0,1,1,50.0%,0,0,1,0.00,0.00,0.00,0,0,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,6rj6gpjhz8sk2405943kpii1h:2126241,Y9 vs VAL (2020-08-22)
578,1,cqzj50mwiry6o6vz6drrh1cyd,225912,62,23,Centre Forward,Álvaro,Rivero Sánchez,Álvaro Rivero,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,4,1,0.07,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,-,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,1,14.3%,71.4%,5,0,0,0,0,7,0,16.0,0,-,0,0.00,26,0,0,0,0,0,100.0%,0,0,0,0.03,0.04,0.07,0,0,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,cqzj50mwiry6o6vz6drrh1cyd:2126241,Y9 vs VAL (2020-08-22)
592,1,am6blpv9h0wzsn8rjv1q0zpp1,173493,64,24,Centre Forward,Alejandro,Díaz Liceága,A. Díaz,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,4,3,0.00,0,0,0.00,0,0,0,0,0,1,0,0,2,1,0,0,14,1,0,0,0,0,-,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,7,0,18.2%,63.6%,4,3,0,6,0,5,0,15.8,0,-,0,0.00,0,0,0,0,1,1,50.0%,0,0,0,0.00,0.00,0.00,0,0,PAC vs ATO,2020-09-03,7uqr7tcyx5axz4fcls8m9stn8,16614,am6blpv9h0wzsn8rjv1q0zpp1:2126262,PAC vs ATO (2020-09-03)
592,1,1mg5xen2me6dsqu3b0lktvnbp,81402,24,31,Centre Forward,Marcus,Haber,M. Haber,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,11,1,4,0.21,0,0,0.00,1,0,0,0,0,0,0,0,3,0,0,0,14,3,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,6,3,36.4%,45.5%,4,1,0,4,1,6,0,12.0,0,50.0%,6,0.00,10,0,1,0,1,1,50.0%,0,0,0,0.21,0.00,0.21,0,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,1mg5xen2me6dsqu3b0lktvnbp:2126218,FOR vs CAV (2020-08-14)
