Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,season,seasonId,scatterId,scatterExtra
121,2,6re26cen7xbrynezb3rerst05,112657,130,26,Centre Attacking Midfielder,Sergio,Camargo,S. Camargo,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,1,1,0,1,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,3,8,0,38,11,19,0.97,1,0,0.08,1,0,0,1,1,5,0,0,7,3,0,0,62,5,3,0,0,3,75.0%,0,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,32,0,30,8,18.4%,78.9%,16,14,0,16,0,22,1,15.5,1,0.0%,1,0.00,22,1,1,1,4,4,42.9%,0,2,1,0.09,0.88,0.18,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6re26cen7xbrynezb3rerst05,Canadian Premier League 2020 (Canada)
122,3,8v158n3stjodma3bjlj4yg639,124576,139,30,Central Defender,Kareem,Moses,K. Moses,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,1,36,20,9,0.44,0,0,0.00,1,0,0,0,0,0,0,0,5,0,0,0,61,7,2,1,1,14,100.0%,10,3,4,0,1,2,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,35,23,3,36.1%,80.6%,14,0,15,0,19,17,0,24.5,0,20.0%,5,0.00,0,0,1,0,0,0,61.5%,11,3,0,0.00,0.44,0.44,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:8v158n3stjodma3bjlj4yg639,Canadian Premier League 2020 (Canada)
122,4,bwozu57m3yt2hypmbqe1hlbyt,210152,150,23,Central Midfielder,Moses,Dyer,M. Dyer,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,33,10,19,0.36,0,0,0.03,0,0,0,1,1,5,2,0,11,2,0,0,61,11,0,1,1,3,100.0%,1,0,4,2,1,3,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,19,7,35,7,27.3%,87.9%,22,6,1,7,2,24,0,18.5,0,100.0%,2,0.00,11,0,0,0,0,0,77.8%,2,1,0,0.05,0.31,0.36,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bwozu57m3yt2hypmbqe1hlbyt,Canadian Premier League 2020 (Canada)
124,3,5gyjio4tvbg4ahjzoass6lxey,442776,136,19,Centre Attacking Midfielder,Ijah,Halley,I. Halley,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,32,6,18,0.09,0,0,0.19,0,0,0,3,3,9,1,0,9,1,0,0,60,14,0,1,0,1,50.0%,0,0,5,3,0,1,1,1,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,35,6,19,7,15.6%,75.0%,9,12,3,18,4,10,0,15.1,1,100.0%,2,0.00,16,0,0,0,3,3,20.0%,0,1,0,0.09,0.00,0.09,3,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:5gyjio4tvbg4ahjzoass6lxey,Canadian Premier League 2020 (Canada)
125,2,bpxxztlpukizv1d2a5506ilbe,481568,109,22,Left Winger,Marcel,Zajac,M. Zajac,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,31,11,16,0.26,0,0,0.00,0,0,0,0,0,2,0,0,9,2,0,0,59,10,1,2,3,7,50.0%,1,1,5,1,0,1,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,31,14,14,4,22.6%,87.1%,5,15,7,16,8,7,0,15.1,3,33.3%,3,0.00,15,0,0,0,2,2,57.1%,4,1,2,0.26,0.00,0.26,0,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bpxxztlpukizv1d2a5506ilbe,Canadian Premier League 2020 (Canada)
126,5,4v13dz2g71gh5i527t347shyh,224768,220,21,Centre Forward,Shaan,Hundal,S. Hundal,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,32,15,11,0.46,0,2,0.16,1,0,0,4,4,5,0,0,4,3,0,0,58,22,0,1,0,2,33.3%,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,4,28,5,25,5,15.6%,81.3%,16,8,2,12,2,18,0,14.8,2,0.0%,10,0.00,13,0,1,0,2,2,20.0%,1,1,0,0.46,0.00,0.46,2,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4v13dz2g71gh5i527t347shyh,Canadian Premier League 2020 (Canada)
127,2,daf9pfrmp5w42wpwejb3lzkr9,246192,123,29,Left Midfielder,Yong-Chan,Son,Son Yong-Chan,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,24,7,12,0.00,0,0,0.18,0,0,2,1,3,1,0,0,3,1,0,0,56,5,0,0,1,5,0.0%,1,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,12,21,0,29.2%,79.2%,7,9,3,11,5,8,0,18.1,1,-,0,0.00,0,0,0,0,4,4,85.7%,4,1,0,0.00,0.00,0.00,3,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:daf9pfrmp5w42wpwejb3lzkr9,Canadian Premier League 2020 (Canada)
127,2,999aky7w22iv11ny6d6w57g4q,481765,180,24,Goalkeeper,Christian,Oxner,C. Oxner,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,41,19,6,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,1,-,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,5,0,1,1,1,0,0,5,4,1,0,3,3,1,0,0,0,0,2,0,0,0,56,0,0,63.4%,61.0%,0,0,25,0,41,0,0,37.3,0,-,0,1.53,0,0,0,0,0,0,38.5%,1,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:999aky7w22iv11ny6d6w57g4q,Canadian Premier League 2020 (Canada)
129,4,dpee0p2qzqrzcefewdtey4vyt,31866,93,33,Central Midfielder,Daryl,Fordyce,D. Fordyce,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,2,2,0,0,0,3,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,4,11,3,33,7,12,1.00,1,0,0.00,1,0,0,0,0,1,0,0,4,0,0,0,50,4,0,1,0,2,100.0%,1,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,1,29,3,30.3%,57.6%,12,7,0,10,0,23,0,18.2,0,50.0%,2,0.00,36,0,1,0,1,1,30.0%,1,0,1,0.05,0.95,0.21,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dpee0p2qzqrzcefewdtey4vyt,Canadian Premier League 2020 (Canada)
130,1,upib1k4jf41nogwoduyqpw4p,202589,78,26,Right Back,Jonathan,Grant,J. Grant,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,24,8,11,0.00,0,0,0.13,0,0,0,1,1,4,0,0,2,1,0,0,45,8,0,0,0,5,0.0%,5,2,5,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,12,18,15,2,58.3%,79.2%,4,8,7,8,11,5,0,22.0,1,0.0%,2,0.00,0,0,0,0,1,1,64.3%,5,0,0,0.00,0.00,0.00,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:upib1k4jf41nogwoduyqpw4p,Canadian Premier League 2020 (Canada)
130,4,6byiub7o0uwogoc24p79vx6ju,425685,83,18,Central Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,38,12,20,0.03,0,0,0.05,0,0,0,1,1,1,0,0,2,1,0,0,45,2,1,0,0,1,100.0%,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,7,30,0,26.3%,84.2%,23,4,5,6,5,27,0,17.2,0,-,0,0.00,31,0,0,0,0,0,70.0%,1,0,0,0.03,0.00,0.03,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6byiub7o0uwogoc24p79vx6ju,Canadian Premier League 2020 (Canada)
130,2,7dbeb4b7em8hmoc7e0begi1yi,481630,74,19,Left Attacking Midfielder,Marcus,Velado-Tsegaye,M. Velado-Tsegaye,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,2,0,2,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,1,0,30,6,23,0.19,1,0,0.00,0,0,0,0,0,3,0,0,4,1,0,0,45,1,1,0,0,1,100.0%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,19,1,25,3,26.7%,96.7%,18,10,1,11,1,18,0,15.0,0,100.0%,1,0.00,24,0,0,0,0,0,100.0%,0,1,0,0.15,0.03,0.19,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7dbeb4b7em8hmoc7e0begi1yi,Canadian Premier League 2020 (Canada)
133,4,3noqd54py6sbd1ph9xbj7tkyy,501431,78,19,Left Attacking Midfielder,Solomon Kojo,Antwi,S. Antwi,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,21,5,11,0.03,0,0,0.00,0,0,0,0,0,1,0,0,6,0,0,0,44,10,2,3,1,6,55.6%,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17,9,18,5,14.3%,76.2%,7,7,2,8,3,10,0,10.8,4,-,0,0.00,29,0,0,0,0,0,33.3%,4,2,0,0.03,0.00,0.03,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3noqd54py6sbd1ph9xbj7tkyy,Canadian Premier League 2020 (Canada)
134,1,79pboh9mzuchik3r2027wntgp,233807,61,25,Central Defender,Amer,Didic,A. Didic,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,21,9,0.13,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,37,1,0,0,0,4,-,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,16,1,20.0%,100.0%,15,1,14,1,14,15,0,22.4,0,100.0%,2,0.00,0,0,0,0,0,0,100.0%,4,0,0,0.00,0.13,0.13,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:79pboh9mzuchik3r2027wntgp,Canadian Premier League 2020 (Canada)
134,4,a6i4npit5smx1zcpgucou9y0a,510378,128,17,Second Striker,Lowell,Wright,L. Wright,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,8,0,19,0,11,0.80,1,0,0.00,2,0,0,0,0,3,0,0,3,0,0,0,37,9,0,2,0,4,100.0%,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,21,2,14,7,15.8%,57.9%,4,7,0,11,0,8,0,12.0,0,25.0%,4,0.00,10,0,2,1,0,0,0.0%,2,2,0,0.48,0.32,0.80,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:a6i4npit5smx1zcpgucou9y0a,Canadian Premier League 2020 (Canada)
136,1,7pb4kdsbaj2dfwo99st2v7g7p,44082,65,31,Left Back,Arnold,Bouka Moutou,A. Bouka,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,17,3,6,0.00,0,0,0.00,0,0,0,0,0,2,0,0,5,0,0,0,33,5,1,1,1,3,100.0%,0,0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,19,9,0,82.4%,52.9%,4,1,4,1,10,6,0,19.5,0,33.3%,3,0.00,0,0,0,0,2,2,42.9%,3,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7pb4kdsbaj2dfwo99st2v7g7p,Canadian Premier League 2020 (Canada)
137,2,dvm23d66qze0kmrzxft68a0ru,483640,62,26,Central Midfielder,Matthew,Arnone,M. Arnone,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,24,13,6,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,32,1,0,1,2,4,100.0%,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,24,0,37.5%,79.2%,16,0,3,0,4,20,0,13.9,0,-,0,0.00,0,0,0,0,0,0,55.6%,3,1,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dvm23d66qze0kmrzxft68a0ru,Canadian Premier League 2020 (Canada)
138,4,5ep5673eihbif5vkbzctjj0x6,484651,52,25,Centre Attacking Midfielder,Omar,Kreim,O. Kreim,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,4,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,3,0,12,1,8,0.11,1,0,0.38,0,1,0,1,1,2,0,0,6,2,0,0,31,7,0,2,1,3,50.0%,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,12,1,33.3%,75.0%,6,3,0,5,0,7,0,15.0,2,0.0%,3,0.00,14,0,0,0,2,3,75.0%,1,1,1,0.06,0.05,0.11,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:5ep5673eihbif5vkbzctjj0x6,Canadian Premier League 2020 (Canada)
138,3,70nre4jhk68koi0istju9v9ey,501440,72,26,Centre Forward,Ibrahima,Sanoh,I. Sanoh,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,5,0,13,3,5,0.82,1,0,0.04,1,0,0,1,1,2,0,0,5,0,0,0,31,7,0,0,0,1,0.0%,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,13,4,23.1%,61.5%,6,2,0,6,0,7,0,12.4,1,57.1%,7,0.00,24,0,1,1,1,1,33.3%,1,0,0,0.04,0.79,0.04,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:70nre4jhk68koi0istju9v9ey,Canadian Premier League 2020 (Canada)
140,2,28s4e8xbplnxxbi8dx7544g2y,425652,101,22,Centre Forward,Gabriel,Wiethaeuper-Balbinotti,G. Wiethaeuper-Balbinotti,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,0,20,7,7,0.25,0,0,0.00,0,0,0,0,0,1,0,0,4,1,0,0,30,9,0,0,0,0,-,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,15,0,15,5,10.0%,70.0%,10,4,0,8,0,12,0,12.9,0,37.5%,8,0.00,12,0,0,0,0,0,0.0%,0,0,0,0.25,0.00,0.25,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:28s4e8xbplnxxbi8dx7544g2y,Canadian Premier League 2020 (Canada)
140,1,207co3fpu5mhbs1r0e6p8vze1,231991,90,26,Goalkeeper,Nikolas,Giantsopoulos,N. Giantsopoulos,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,21,12,1,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0,30,0,0,52.4%,61.9%,0,0,13,0,21,0,0,31.5,0,100.0%,1,1.07,0,0,0,0,0,0,36.4%,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:207co3fpu5mhbs1r0e6p8vze1,Canadian Premier League 2020 (Canada)
142,3,bh7fb8v7o5wynmapdhlth594a,486673,97,16,Central Midfielder,Antoine,Coupland,A. Coupland,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,1,8,0.00,0,0,0.00,0,0,0,0,0,3,0,0,9,2,0,0,29,7,1,3,0,5,80.0%,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,14,7,8,0,16.7%,75.0%,2,6,1,8,1,3,0,7.9,1,100.0%,1,0.00,0,0,0,0,0,0,50.0%,4,1,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bh7fb8v7o5wynmapdhlth594a,Canadian Premier League 2020 (Canada)
143,2,6dkbzo16tym6q7a562x9krsh5,221327,87,24,Centre Forward,Gabriel,Monteiro Vasconcelos,Gabriel Vasconcelos,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,18,4,10,0.05,0,0,0.00,0,0,0,0,0,1,0,0,1,0,0,0,28,3,1,0,0,1,100.0%,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,15,3,10,2,38.9%,77.8%,7,6,1,9,1,8,0,13.7,0,-,0,0.00,16,0,0,0,0,0,57.1%,0,1,0,0.05,0.00,0.05,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6dkbzo16tym6q7a562x9krsh5,Canadian Premier League 2020 (Canada)
143,2,759r7l0y8jofaf394tnc7ytt6,481629,25,19,Right Wing Back,Prince,Amanda,P. Amanda,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,3,10,0.00,0,0,0.00,0,0,0,0,0,1,0,0,2,1,0,0,28,4,0,0,0,0,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,3,14,0,28.6%,92.9%,11,1,1,1,1,12,0,12.8,0,33.3%,3,0.00,0,0,0,0,6,6,100.0%,0,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:759r7l0y8jofaf394tnc7ytt6,Canadian Premier League 2020 (Canada)
145,2,6ptroe7b9vgzimcvzo2fehcr9,167890,66,25,Right Midfielder,Michael,Petrasso,M. Petrasso,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,12,2,8,0.11,0,0,0.00,0,0,0,0,0,1,0,0,4,0,0,0,26,2,0,0,0,1,-,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,10,1,25.0%,83.3%,5,5,0,6,0,6,0,16.8,0,50.0%,2,0.00,16,0,0,0,3,3,66.7%,1,0,0,0.11,0.00,0.11,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6ptroe7b9vgzimcvzo2fehcr9,Canadian Premier League 2020 (Canada)
