Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,season,seasonId,scatterId,scatterExtra
46,6,49rr75teem0kobuhr4cesh756,484653,268,20,Right Midfielder,Mohamed,Farsi,M. Farsi,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,132,56,43,0.07,0,1,0.67,0,1,0,4,4,8,1,0,21,2,0,0,226,10,1,6,5,20,87.5%,6,3,20,1,1,3,3,2,6,0,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,81,55,90,9,25.8%,75.0%,51,26,22,37,28,67,0,20.0,1,33.3%,3,0.00,15,0,0,0,15,16,35.3%,12,5,3,0.07,0.00,0.07,3,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:49rr75teem0kobuhr4cesh756,Canadian Premier League 2020 (Canada)
47,5,c8gbyfp650fgai5782915ywa1,210185,307,25,Left Winger,Elimane,Cissé,E. Cissé,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,17,3,128,48,60,0.29,0,0,0.91,0,1,1,3,4,15,2,0,32,7,0,0,224,22,3,10,3,23,76.5%,5,4,23,2,2,2,4,0,4,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,75,47,102,11,27.3%,84.4%,60,31,17,38,19,71,2,16.4,4,80.0%,5,0.00,13,2,0,0,6,8,68.6%,16,6,1,0.25,0.03,0.29,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:c8gbyfp650fgai5782915ywa1,Canadian Premier League 2020 (Canada)
48,6,3176i3h6iv1ufsp88prhhmjqi,209693,267,22,Central Midfielder,Elliot,Simmons,E. Simmons,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,13,184,86,62,0.03,0,0,0.52,0,1,0,1,1,3,0,0,11,3,1,1,220,18,3,4,4,12,46.7%,0,0,28,0,1,4,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,48,153,0,37.5%,80.4%,112,13,23,15,33,136,0,17.9,8,25.0%,4,0.00,30,0,0,0,0,2,62.3%,7,5,0,0.03,0.00,0.03,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3176i3h6iv1ufsp88prhhmjqi,Canadian Premier League 2020 (Canada)
49,5,dlkpavxvjx1hy57k8sbk21lg5,88457,450,33,Goalkeeper,Ignacio,Zabal Almazán,Nacho Zabal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,12,166,67,27,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,219,0,0,0,0,4,-,4,0,8,0,0,0,0,1,0,0,1,1,1,0,0,1,10,9,1,0,19,0,0,8,9,2,0,17,12,7,3,8,2,4,3,0,0,0,12,0,0,0,217,2,0,74.7%,56.6%,0,0,94,0,164,2,0,38.3,0,100.0%,1,9.70,0,0,0,0,0,0,43.5%,4,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dlkpavxvjx1hy57k8sbk21lg5,Canadian Premier League 2020 (Canada)
49,4,ex56fczses29ox8kg1fvaodm1,469158,360,23,Central Midfielder,Víctor,Martínez Manrique,Viti,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,27,10,158,67,54,0.09,0,0,0.00,0,0,0,0,0,8,0,0,16,4,0,0,219,22,3,3,5,18,50.0%,7,4,19,2,0,2,1,1,3,0,1,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,6,21,69,129,0,38.6%,76.6%,84,7,30,10,44,104,0,20.7,6,33.3%,3,0.00,26,0,0,0,2,2,55.7%,10,6,2,0.03,0.06,0.09,0,4,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ex56fczses29ox8kg1fvaodm1,Canadian Premier League 2020 (Canada)
51,4,ckozved8umsj42boq3tte1byt,39226,245,33,Left Back,Marcel,de Jong,M. de Jong,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,2,1,1,1,0,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,28,10,126,30,58,0.26,0,0,0.58,0,1,1,5,6,5,1,1,9,2,0,0,213,4,0,3,8,23,75.0%,11,7,13,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,64,64,85,6,64.3%,69.8%,54,16,18,18,37,71,0,23.8,1,75.0%,4,0.00,18,0,0,0,13,18,67.9%,17,4,2,0.17,0.10,0.26,6,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ckozved8umsj42boq3tte1byt,Canadian Premier League 2020 (Canada)
52,6,cdaayu6d9xzn4gyn5jg5p6vl6,481567,540,26,Goalkeeper,Triston,Henry,T. Henry,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,152,127,5,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,212,0,0,0,0,4,-,4,0,3,0,0,0,0,2,0,0,2,0,0,0,0,3,7,7,0,0,13,0,0,3,5,0,0,13,9,4,0,10,0,2,5,0,0,0,7,0,0,0,212,0,0,30.9%,86.8%,0,0,132,0,152,0,0,24.9,0,100.0%,2,6.18,0,0,0,0,0,0,63.8%,4,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cdaayu6d9xzn4gyn5jg5p6vl6,Canadian Premier League 2020 (Canada)
53,3,7ta110w4agnmtkjsfpgilj2wa,481559,270,32,Central Defender,Jonathan,Wheeldon,J. Wheeldon,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,12,175,110,38,0.02,0,0,0.00,0,0,0,0,0,0,0,0,11,0,0,0,208,10,1,0,5,23,100.0%,17,5,16,0,1,4,1,1,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,144,60,0,42.3%,84.6%,50,2,96,2,116,57,0,22.7,0,57.1%,14,0.00,31,0,0,0,0,0,70.3%,20,3,0,0.02,0.00,0.02,0,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7ta110w4agnmtkjsfpgilj2wa,Canadian Premier League 2020 (Canada)
54,5,1hwbc5i6pxjdjgx0f88wmqqx,244505,438,25,Right Centre Back,Evan Brandon,John,B. John,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,155,92,31,0.00,0,0,0.05,0,0,0,1,1,0,0,0,23,0,0,0,201,10,1,4,6,28,100.0%,16,6,10,1,4,3,0,5,6,0,1,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,1,116,84,0,47.7%,79.4%,59,1,63,1,80,74,0,23.1,0,70.0%,10,0.00,0,0,0,0,0,0,59.5%,27,1,0,0.00,0.00,0.00,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1hwbc5i6pxjdjgx0f88wmqqx,Canadian Premier League 2020 (Canada)
55,4,2xr4zmz44j3klssbanayqqy21,206339,334,29,Left Centre Back,Milovan,Kapor,M. Kapor,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,143,96,26,0.00,0,0,0.00,0,0,0,0,0,0,0,0,9,0,0,0,186,11,0,2,7,29,50.0%,20,10,14,0,3,3,0,1,1,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,1,0,106,80,0,28.7%,85.3%,62,0,60,0,69,74,0,22.4,2,71.4%,7,0.00,0,0,0,0,0,0,58.5%,28,1,0,0.00,0.00,0.00,0,4,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:2xr4zmz44j3klssbanayqqy21,Canadian Premier League 2020 (Canada)
56,5,ewjp0ru1c4fn1h5bqyqdih0wl,152275,421,27,Left Attacking Midfielder,Ben,Fisk,B. Fisk,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,1,3,1,2,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,14,5,121,42,60,0.25,1,0,0.05,0,1,0,2,2,7,1,0,13,1,1,1,185,26,2,5,0,15,53.8%,5,3,17,0,2,2,1,0,3,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,6,63,37,85,9,28.1%,84.3%,58,29,15,33,21,67,0,17.4,6,16.7%,6,0.00,19,0,0,0,6,6,67.6%,12,2,1,0.16,0.09,0.25,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ewjp0ru1c4fn1h5bqyqdih0wl,Canadian Premier League 2020 (Canada)
56,6,1lg1214de42tia4tcv7rk3z6d,103949,434,28,Centre Forward,Oliver,Minatel,Oliver Minatel,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,1,0,2,0,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,21,5,130,37,67,0.26,0,1,0.76,0,1,0,6,6,7,1,1,25,5,1,0,185,30,2,3,0,7,33.3%,2,0,19,2,0,7,2,0,6,0,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,80,12,93,13,25.4%,80.0%,58,42,4,51,6,73,0,15.1,10,53.3%,15,0.00,19,0,0,0,5,5,51.5%,6,1,0,0.19,0.07,0.26,5,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1lg1214de42tia4tcv7rk3z6d,Canadian Premier League 2020 (Canada)
56,5,8djbjtpajhwv1falg9buuone2,481746,249,25,Central Midfielder,Wataru,Murofushi,W. Murofushi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,162,68,79,0.04,0,0,0.08,0,0,0,2,2,2,0,0,9,0,0,0,185,10,0,0,1,3,0.0%,2,1,16,0,2,3,3,2,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,30,28,127,2,22.2%,90.7%,106,19,22,23,24,115,0,19.4,1,-,0,0.00,0,0,0,0,0,0,72.2%,2,1,0,0.00,0.04,0.04,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:8djbjtpajhwv1falg9buuone2,Canadian Premier League 2020 (Canada)
59,4,7whdjeubz6xgvlxtl91z93idx,173167,212,24,Left Back,Jordan,Haynes,J. Haynes,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,127,51,43,0.00,0,0,0.03,0,0,0,1,1,1,0,0,15,1,0,0,183,10,2,4,3,14,75.0%,5,3,15,2,3,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,24,65,94,0,54.3%,74.0%,55,8,31,10,41,76,0,22.6,2,66.7%,9,0.00,0,0,0,0,3,3,56.5%,11,2,1,0.00,0.00,0.00,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7whdjeubz6xgvlxtl91z93idx,Canadian Premier League 2020 (Canada)
59,5,7yablvquk5wpfy1hrwjoknj6d,225053,450,23,Goalkeeper,James,Pantemis,J. Pantemis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,124,90,7,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,183,0,0,0,0,1,-,1,0,4,0,0,0,0,1,0,0,2,4,0,0,1,1,5,5,0,0,14,0,0,6,6,0,1,13,10,4,2,5,0,7,1,0,0,0,7,0,0,1,181,1,0,47.6%,78.2%,1,0,96,0,123,1,0,31.7,0,100.0%,1,4.80,0,0,0,0,0,0,55.9%,1,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7yablvquk5wpfy1hrwjoknj6d,Canadian Premier League 2020 (Canada)
61,3,20o0wuwg7mm8ynf0msec3a06i,481560,270,28,Right Midfielder,Dean,Northover,D. Northover,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,112,35,32,0.03,0,0,0.27,0,1,0,1,1,5,0,0,19,1,0,0,182,14,4,2,6,15,85.7%,3,1,13,4,1,1,4,5,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,50,66,66,1,51.8%,59.8%,23,19,25,24,46,42,0,20.6,1,33.3%,9,0.00,0,0,0,0,2,2,39.7%,10,1,4,0.00,0.03,0.03,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:20o0wuwg7mm8ynf0msec3a06i,Canadian Premier League 2020 (Canada)
61,5,7yio8rqcy9vth90ps5f5j0s0l,243904,283,23,Left Back,Mateo,Restrepo,M. Restrepo,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,111,47,36,0.00,0,0,0.00,0,0,0,0,0,2,0,0,19,0,0,0,182,9,3,12,10,36,88.2%,6,2,17,1,1,3,0,0,1,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,27,73,82,0,34.2%,74.8%,46,14,23,16,33,62,0,17.4,2,100.0%,3,0.00,0,0,0,0,2,2,50.0%,30,5,1,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7yio8rqcy9vth90ps5f5j0s0l,Canadian Premier League 2020 (Canada)
63,5,7syvxffcyqbhwd42954p8ej85,159998,285,23,Left Winger,Hanson,Boakai,H. Boakai,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,1,116,37,65,0.27,0,0,0.10,0,0,1,1,2,11,0,0,15,7,0,0,180,17,3,3,1,9,54.5%,2,0,15,0,2,2,1,1,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,71,18,91,3,22.4%,87.9%,66,32,4,41,4,71,0,16.0,5,0.0%,2,0.00,12,0,0,0,6,9,73.1%,3,3,3,0.27,0.00,0.27,2,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7syvxffcyqbhwd42954p8ej85,Canadian Premier League 2020 (Canada)
64,5,7tmc8hrkee4lo05qa26i7e5zp,173159,450,23,Goalkeeper,Marco,Carducci,M. Carducci,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,151,95,14,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,179,0,0,0,0,1,-,1,0,6,0,0,0,0,2,0,0,2,0,0,0,1,0,6,5,1,0,3,0,0,1,2,0,0,3,0,3,1,1,0,1,0,0,0,0,4,0,0,0,178,1,0,62.3%,72.2%,0,0,109,0,150,1,0,32.3,0,-,0,3.33,0,0,0,0,0,0,56.4%,1,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7tmc8hrkee4lo05qa26i7e5zp,Canadian Premier League 2020 (Canada)
64,3,37pbdttxfaqvayoufo0q0dxey,453335,259,21,Left Back,Diyaeddine,Abzi,D. Abzi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,8,82,30,29,0.07,0,0,0.16,0,0,0,2,2,11,2,0,13,2,0,0,179,12,2,4,7,21,100.0%,7,0,16,0,2,0,2,2,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,49,58,72,5,32.9%,72.0%,34,9,16,13,28,41,0,20.9,0,50.0%,2,0.00,17,0,0,0,8,11,44.4%,16,3,2,0.07,0.00,0.07,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:37pbdttxfaqvayoufo0q0dxey,Canadian Premier League 2020 (Canada)
66,5,86tz9u1o9o5u0lbyycyd3df4l,37057,276,35,Central Midfielder,Nikolas,Ledgerwood,N. Ledgerwood,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,3,120,39,48,0.12,0,1,0.63,0,1,7,0,7,3,0,0,16,1,0,0,170,17,4,5,2,13,81.8%,2,0,20,4,1,3,1,1,3,0,1,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,62,20,88,3,39.2%,72.5%,62,16,9,31,13,76,0,21.9,2,16.7%,6,0.00,21,0,0,0,3,17,48.9%,6,5,2,0.12,0.00,0.12,6,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:86tz9u1o9o5u0lbyycyd3df4l,Canadian Premier League 2020 (Canada)
67,5,6oy4mzcnojabnil6u43mxal4a,478934,416,25,Centre Forward,Malcolm Isaiah,Shaw,M. Shaw,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,3,2,1,2,0,5,1,2,0,0,1,0,1,1,2,0,2,0,0,2,2,4,13,0,86,28,45,1.14,2,1,0.33,1,1,0,2,2,8,1,0,24,2,0,0,168,48,0,2,1,8,50.0%,5,3,10,5,1,5,3,0,7,4,1,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,87,13,68,17,10.5%,84.9%,41,31,1,40,2,44,0,11.9,2,37.9%,29,0.00,16,0,1,1,2,2,44.4%,6,0,2,0.94,0.20,1.14,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6oy4mzcnojabnil6u43mxal4a,Canadian Premier League 2020 (Canada)
68,6,apavbqkzwn6ik22hi8d8mo1qt,153578,242,28,Central Midfielder,Maxim,Tissot,M. Tissot,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,4,0,1,0,1,0,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,14,7,110,48,41,0.29,0,1,1.11,0,1,4,2,6,3,0,0,11,0,0,0,165,18,0,5,2,10,55.6%,3,1,8,0,0,2,0,0,2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,52,33,80,4,29.1%,80.9%,52,19,18,23,25,62,0,18.9,4,44.4%,9,0.00,24,0,0,0,5,15,62.5%,4,6,0,0.03,0.26,0.29,5,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:apavbqkzwn6ik22hi8d8mo1qt,Canadian Premier League 2020 (Canada)
69,6,41yxh6wtv2lrs3js0y2ir7svd,223135,258,25,Central Midfielder,Bruno,Zebie,B. Zebie,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4,108,66,27,0.09,0,0,0.00,0,0,0,0,0,9,0,0,21,4,0,0,162,13,3,7,2,14,76.9%,2,0,20,2,0,1,3,0,4,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,29,40,93,4,25.0%,86.1%,61,9,23,12,28,68,0,16.9,3,0.0%,2,0.00,20,0,0,0,3,3,59.3%,5,6,3,0.04,0.05,0.09,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:41yxh6wtv2lrs3js0y2ir7svd,Canadian Premier League 2020 (Canada)
70,5,4wg2u3zl05ijnwx0wicmwpvpx,184584,450,24,Goalkeeper,Connor,James,C. James,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,123,76,18,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,159,0,0,0,0,4,-,4,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,11,10,1,0,10,0,0,7,6,1,0,9,5,5,2,1,0,4,0,0,0,0,11,0,0,0,159,0,0,58.5%,76.4%,0,0,94,0,123,0,0,32.9,0,100.0%,3,5.92,0,0,0,0,0,0,59.7%,4,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4wg2u3zl05ijnwx0wicmwpvpx,Canadian Premier League 2020 (Canada)
