team,name,Min,ExpG,ExpA,Goal,PenGoal,GoalDirFK,GoalHead,Ast,PsAtt,PsOnHfScs,PsOpHfScs,Touches,DuelLs,SucflDuels,TcklMade%
Pacific,Alexander Gonzalez Moreno,90,0.0,0.0,0,0,0,0,0,104,68,30,114,1,6,100.0%
Pacific,Alexander Gonzalez Moreno,90,0.0,0.0,0,0,0,0,0,89,42,33,106,9,9,75.0%
Pacific,Alexander Gonzalez Moreno,90,0.03,0.0,0,0,0,0,0,74,38,24,97,7,16,88.9%
Pacific,Alexander Gonzalez Moreno,90,0.02,0.48,0,0,0,0,1,84,36,38,94,4,4,25.0%
Pacific,Alexander Gonzalez Moreno,85,0.0,0.13,0,0,0,0,0,85,52,21,92,3,4,33.3%
Pacific,Alexander Gonzalez Moreno,90,0.0,0.0,0,0,0,0,0,73,47,18,85,1,2,-
Pacific,Alexander Gonzalez Moreno,90,0.0,0.03,0,0,0,0,0,76,41,25,85,5,3,33.3%
Pacific,Alexander Gonzalez Moreno,90,0.04,0.29,0,0,0,0,0,62,37,16,77,3,7,75.0%
Pacific,Alexander Gonzalez Moreno,90,0.0,0.0,0,0,0,0,0,66,42,20,77,7,6,33.3%
Pacific,Alexander Gonzalez Moreno,90,0.03,0.0,0,0,0,0,0,63,23,31,75,9,5,66.7%
Pacific,Alexander Gonzalez Moreno,90,0.12,0.0,0,0,0,0,0,51,24,16,71,5,7,75.0%
Pacific,Alexander Gonzalez Moreno,66,0.02,0.0,0,0,0,0,0,55,33,15,65,6,4,75.0%
Pacific,Alexander Gonzalez Moreno,90,0.06,0.0,0,0,0,0,0,50,23,19,64,3,7,100.0%
Pacific,Alexander Gonzalez Moreno,90,0.0,0.0,0,0,0,0,0,52,19,24,64,4,5,-
Pacific,Alexander Gonzalez Moreno,72,0.75,0.0,0,0,0,0,0,50,34,11,61,4,4,50.0%
Pacific,Alexander Gonzalez Moreno,90,0.0,0.12,0,0,0,0,0,49,24,18,59,9,7,75.0%
Pacific,Alexander Gonzalez Moreno,83,0.05,0.0,0,0,0,0,0,45,22,15,57,6,4,40.0%
Pacific,Alexander Gonzalez Moreno,90,0.0,0.15,0,0,0,0,1,48,26,12,57,3,6,100.0%
Pacific,Alexander Gonzalez Moreno,90,0.0,0.0,0,0,0,0,0,42,22,10,52,4,6,66.7%
Pacific,Alexander Gonzalez Moreno,90,0.03,0.0,0,0,0,0,0,33,11,16,47,6,5,100.0%
Pacific,Alexander Gonzalez Moreno,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Kyle Bekker,90,0.07,0.05,0,0,0,0,0,91,23,50,108,5,2,33.3%
Forge,Kyle Bekker,81,0.0,0.07,0,0,0,0,1,89,44,37,100,2,2,-
Forge,Kyle Bekker,90,0.03,0.03,0,0,0,0,0,73,39,31,87,2,2,0.0%
Forge,Kyle Bekker,90,0.03,0.0,0,0,0,0,0,74,28,34,82,2,1,33.3%
Forge,Kyle Bekker,90,0.05,0.0,0,0,0,0,0,66,36,21,82,2,5,100.0%
Forge,Kyle Bekker,90,0.48,0.06,0,0,0,0,0,58,19,31,73,5,1,-
Forge,Kyle Bekker,90,0.19,0.0,0,0,0,0,0,60,19,32,72,3,1,-
Forge,Kyle Bekker,90,0.07,0.03,0,0,0,0,0,51,12,29,70,5,2,33.3%
Forge,Kyle Bekker,90,0.89,0.57,1,0,1,0,0,51,15,25,68,1,5,100.0%
Forge,Kyle Bekker,90,0.07,0.11,0,0,0,0,0,53,26,24,68,2,2,100.0%
Forge,Kyle Bekker,88,0.05,0.22,0,0,0,0,0,59,15,37,67,2,1,0.0%
Forge,Kyle Bekker,90,0.27,0.31,0,0,0,0,0,51,10,27,66,3,4,66.7%
Forge,Kyle Bekker,90,0.07,0.0,0,0,0,0,0,46,11,23,66,6,3,40.0%
Forge,Kyle Bekker,90,0.4,0.25,0,0,0,0,0,44,9,27,63,5,4,100.0%
Forge,Kyle Bekker,90,0.19,0.08,0,0,0,0,1,46,10,26,63,5,5,50.0%
Forge,Kyle Bekker,89,0.08,0.62,0,0,0,0,0,53,21,22,62,2,3,100.0%
Forge,Kyle Bekker,90,0.11,0.0,0,0,0,0,0,49,12,27,61,6,2,50.0%
Forge,Kyle Bekker,90,0.11,0.78,0,0,0,0,2,46,6,32,60,4,3,0.0%
Forge,Kyle Bekker,90,0.9,0.0,1,0,0,0,0,47,15,20,57,2,1,100.0%
Forge,Kyle Bekker,90,0.02,0.0,0,0,0,0,0,39,7,18,54,4,1,0.0%
Forge,Kyle Bekker,90,0.36,1.05,0,0,0,0,1,28,8,13,52,11,2,0.0%
Forge,Kyle Bekker,90,0.0,0.57,0,0,0,0,0,40,9,26,52,7,0,0.0%
Forge,Kyle Bekker,90,0.09,0.03,0,0,0,0,0,36,14,15,51,9,2,50.0%
Forge,Kyle Bekker,90,0.14,0.06,0,0,0,0,0,32,11,12,49,8,4,66.7%
Forge,Kyle Bekker,90,0.12,0.35,1,0,0,0,0,28,4,18,48,3,2,100.0%
Forge,Kyle Bekker,90,0.94,0.0,1,0,0,0,0,33,7,16,42,3,0,-
Forge,Kyle Bekker,90,0.03,0.03,0,0,0,0,0,26,6,8,35,2,2,100.0%
Forge,Kyle Bekker,25,0.07,0.0,0,0,0,0,0,19,4,14,25,4,1,0.0%
Forge,Giuliano Frano,90,0.08,0.1,0,0,0,0,0,73,27,32,108,5,6,75.0%
Forge,Giuliano Frano,90,0.33,0.0,0,0,0,0,0,95,44,39,106,4,6,100.0%
Forge,Giuliano Frano,90,0.05,0.0,0,0,0,0,0,75,25,36,92,5,9,100.0%
Forge,Giuliano Frano,90,0.0,0.0,0,0,0,0,0,59,25,23,90,5,7,80.0%
Forge,Giuliano Frano,90,0.66,0.0,1,0,0,1,0,49,17,16,88,4,11,60.0%
Forge,Giuliano Frano,90,0.04,0.14,0,0,0,0,0,56,20,24,83,3,4,100.0%
Forge,Giuliano Frano,75,0.0,0.0,0,0,0,0,0,62,20,30,79,2,2,100.0%
Forge,Giuliano Frano,90,0.0,0.0,0,0,0,0,0,63,37,21,77,9,8,50.0%
Forge,Giuliano Frano,90,0.0,0.0,0,0,0,0,0,43,14,16,76,4,6,71.4%
Forge,Giuliano Frano,90,0.03,0.06,0,0,0,0,0,44,12,20,76,3,7,100.0%
Forge,Giuliano Frano,90,0.03,0.03,0,0,0,0,0,57,27,20,75,3,6,100.0%
Forge,Giuliano Frano,90,0.0,0.05,0,0,0,0,0,49,21,21,73,4,5,80.0%
Forge,Giuliano Frano,90,0.0,0.0,0,0,0,0,0,58,22,21,66,3,5,33.3%
Forge,Giuliano Frano,90,0.0,0.0,0,0,0,0,0,46,18,18,61,5,7,100.0%
Forge,Giuliano Frano,84,0.0,0.0,0,0,0,0,0,35,16,14,58,4,7,66.7%
Forge,Giuliano Frano,90,0.0,0.23,0,0,0,0,0,37,15,13,58,5,2,50.0%
Forge,Giuliano Frano,90,0.04,0.0,0,0,0,0,0,36,12,14,57,6,6,50.0%
Forge,Giuliano Frano,45,0.0,0.0,0,0,0,0,0,36,14,12,51,2,2,-
Forge,Giuliano Frano,90,0.0,0.0,0,0,0,0,0,36,14,11,51,8,5,50.0%
Forge,Giuliano Frano,68,0.02,0.58,0,0,0,0,0,32,12,13,46,6,3,50.0%
Forge,Giuliano Frano,90,0.0,0.0,0,0,0,0,0,32,5,16,42,5,7,75.0%
Forge,Giuliano Frano,69,0.05,0.0,0,0,0,0,0,25,5,8,39,5,0,0.0%
Forge,Giuliano Frano,45,0.0,0.0,0,0,0,0,0,22,8,9,31,5,1,50.0%
Forge,Giuliano Frano,32,0.0,0.0,0,0,0,0,0,21,5,11,28,1,5,100.0%
Forge,Giuliano Frano,12,0.0,0.0,0,0,0,0,0,3,1,2,4,1,1,100.0%
Forge,Giuliano Frano,4,0.0,0.0,0,0,0,0,0,2,0,1,2,1,1,-
Forge,Giuliano Frano,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Giuliano Frano,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Giuliano Frano,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Joel Waterman,90,0.0,0.74,0,0,0,0,1,98,58,30,107,6,4,0.0%
Cavalry,Joel Waterman,90,0.0,0.16,0,0,0,0,0,90,60,17,103,2,6,75.0%
Cavalry,Joel Waterman,90,0.03,0.0,0,0,0,0,0,64,33,21,94,2,10,100.0%
Cavalry,Joel Waterman,90,0.04,0.0,1,0,0,0,0,79,57,16,87,2,2,100.0%
Cavalry,Joel Waterman,90,0.05,0.08,0,0,0,0,1,75,52,16,83,2,2,-
Cavalry,Joel Waterman,90,0.0,0.0,0,0,0,0,0,55,24,23,76,10,9,71.4%
Cavalry,Joel Waterman,74,0.07,0.03,0,0,0,0,0,58,23,24,75,4,8,66.7%
Cavalry,Joel Waterman,90,0.0,0.26,0,0,0,0,0,55,24,21,73,6,7,-
Cavalry,Joel Waterman,90,0.0,0.0,0,0,0,0,0,57,37,16,71,2,8,100.0%
Cavalry,Joel Waterman,90,0.4,0.22,0,0,0,0,0,56,23,23,71,6,11,80.0%
Cavalry,Joel Waterman,90,0.03,0.0,0,0,0,0,0,46,21,12,70,6,4,100.0%
Cavalry,Joel Waterman,90,0.06,0.0,0,0,0,0,0,63,42,12,70,5,4,0.0%
Cavalry,Joel Waterman,90,0.05,0.12,0,0,0,0,0,59,37,15,69,2,5,-
Cavalry,Joel Waterman,90,0.0,0.08,0,0,0,0,0,56,30,19,68,8,8,40.0%
Cavalry,Joel Waterman,90,0.45,0.0,0,0,0,0,0,45,27,7,63,2,7,66.7%
Cavalry,Joel Waterman,90,0.0,0.0,0,0,0,0,0,46,23,13,60,0,7,100.0%
Cavalry,Joel Waterman,90,0.0,0.0,0,0,0,0,0,53,30,12,58,1,5,100.0%
Cavalry,Joel Waterman,90,0.0,0.0,0,0,0,0,0,41,30,8,51,0,3,-
Cavalry,Joel Waterman,58,0.0,0.0,0,0,0,0,0,27,9,9,31,2,3,33.3%
Cavalry,Joel Waterman,37,0.0,0.0,0,0,0,0,0,11,5,1,20,0,2,100.0%
Cavalry,Joel Waterman,15,0.0,0.0,0,0,0,0,0,10,3,1,13,0,1,100.0%
Cavalry,Joel Waterman,5,0.0,0.0,0,0,0,0,0,5,1,3,10,2,1,-
Cavalry,Joel Waterman,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Joel Waterman,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Emmanuel Zambazis,90,0.0,0.0,0,0,0,0,0,90,52,30,105,4,7,40.0%
York9,Emmanuel Zambazis,90,0.0,0.03,0,0,0,0,0,90,50,34,99,4,6,100.0%
York9,Emmanuel Zambazis,90,0.02,0.03,0,0,0,0,1,69,46,21,83,2,5,-
York9,Emmanuel Zambazis,7,0.0,0.0,0,0,0,0,0,5,3,2,7,0,0,-
York9,Emmanuel Zambazis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Emmanuel Zambazis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Emmanuel Zambazis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Emmanuel Zambazis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Emmanuel Zambazis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Emmanuel Zambazis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Emmanuel Zambazis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Julian Büscher,90,0.0,0.09,0,0,0,0,0,66,32,18,99,13,13,50.0%
Cavalry,Julian Büscher,90,0.0,0.26,0,0,0,0,0,64,36,23,94,9,6,75.0%
Cavalry,Julian Büscher,84,0.0,0.15,0,0,0,0,0,55,19,20,90,15,11,66.7%
Cavalry,Julian Büscher,90,0.05,0.05,0,0,0,0,0,49,20,18,86,12,10,71.4%
Cavalry,Julian Büscher,90,0.1,0.39,0,0,0,0,0,56,12,23,86,9,9,66.7%
Cavalry,Julian Büscher,90,0.02,0.44,0,0,0,0,0,61,18,20,85,9,8,20.0%
Cavalry,Julian Büscher,90,0.13,0.36,1,0,0,0,1,60,18,21,81,9,6,25.0%
Cavalry,Julian Büscher,90,0.07,0.0,0,0,0,0,0,59,19,28,78,10,4,0.0%
Cavalry,Julian Büscher,90,0.1,0.52,0,0,0,0,0,50,16,22,73,3,6,50.0%
Cavalry,Julian Büscher,75,0.13,0.07,0,0,0,0,0,54,23,19,71,1,4,100.0%
Cavalry,Julian Büscher,90,1.6,1.0,2,0,0,0,1,43,16,17,68,10,9,25.0%
Cavalry,Julian Büscher,75,0.05,0.94,0,0,0,0,1,39,12,19,67,7,4,50.0%
Cavalry,Julian Büscher,76,0.08,0.61,0,0,0,0,0,49,15,22,66,2,4,75.0%
Cavalry,Julian Büscher,89,0.02,0.0,1,0,0,0,0,36,18,11,62,5,6,80.0%
Cavalry,Julian Büscher,64,0.09,0.46,1,0,1,0,0,43,19,17,60,5,5,75.0%
Cavalry,Julian Büscher,67,0.0,0.54,0,0,0,0,0,40,10,22,57,7,3,66.7%
Cavalry,Julian Büscher,72,0.09,0.47,0,0,0,0,0,43,23,15,56,7,5,75.0%
Cavalry,Julian Büscher,45,0.0,0.04,0,0,0,0,0,36,20,11,44,7,1,25.0%
Cavalry,Julian Büscher,76,0.14,0.07,0,0,0,0,0,26,7,10,44,10,5,33.3%
Cavalry,Julian Büscher,30,0.0,0.04,0,0,0,0,1,22,6,10,42,1,5,100.0%
Cavalry,Julian Büscher,63,0.1,0.05,0,0,0,0,0,25,9,11,39,5,2,-
Cavalry,Julian Büscher,85,0.0,0.0,0,0,0,0,0,26,7,6,36,8,7,63.6%
Cavalry,Julian Büscher,36,0.0,0.0,0,0,0,0,0,18,9,5,22,1,0,0.0%
Cavalry,Julian Büscher,18,0.0,0.0,0,0,0,0,0,3,1,0,8,1,0,-
Cavalry,Julian Büscher,3,0.0,0.0,0,0,0,0,0,3,1,2,6,1,1,100.0%
Cavalry,Julian Büscher,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Julian Büscher,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Julian Büscher,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Julian Büscher,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Manuel Aparicio,90,0.03,0.08,0,0,0,0,0,58,16,29,96,8,17,91.7%
York9,Manuel Aparicio,90,0.02,0.04,0,0,0,0,0,59,22,23,93,14,7,57.1%
York9,Manuel Aparicio,90,0.0,0.0,0,0,0,0,0,64,16,33,86,13,8,57.1%
York9,Manuel Aparicio,90,0.16,0.06,0,0,0,0,0,57,11,29,85,11,7,40.0%
York9,Manuel Aparicio,90,0.7,0.12,0,0,0,0,0,67,17,39,85,7,8,100.0%
York9,Manuel Aparicio,90,0.16,0.15,0,0,0,0,0,61,21,29,81,8,2,0.0%
York9,Manuel Aparicio,89,0.07,0.03,0,0,0,0,0,53,18,24,81,10,12,55.6%
York9,Manuel Aparicio,89,0.0,0.0,0,0,0,0,0,51,13,21,76,8,6,42.9%
York9,Manuel Aparicio,90,0.03,0.05,0,0,0,0,0,59,14,28,75,5,3,-
York9,Manuel Aparicio,84,0.11,0.18,0,0,0,0,0,46,12,27,75,10,7,60.0%
York9,Manuel Aparicio,90,0.16,0.09,0,0,0,0,0,52,16,23,74,8,6,50.0%
York9,Manuel Aparicio,90,0.03,0.07,0,0,0,0,0,54,15,25,74,9,3,-
York9,Manuel Aparicio,82,0.0,0.07,0,0,0,0,1,55,26,19,72,6,6,100.0%
York9,Manuel Aparicio,90,0.08,0.51,0,0,0,0,1,53,23,20,71,10,6,33.3%
York9,Manuel Aparicio,80,0.04,0.19,1,0,0,0,0,58,28,24,71,9,3,0.0%
York9,Manuel Aparicio,90,0.0,0.03,0,0,0,0,0,44,10,21,70,8,10,75.0%
York9,Manuel Aparicio,90,0.14,0.04,0,0,0,0,0,49,12,26,70,9,6,0.0%
York9,Manuel Aparicio,90,0.06,0.15,0,0,0,0,0,50,14,28,67,8,4,33.3%
York9,Manuel Aparicio,90,0.06,0.07,1,0,1,0,0,51,12,29,63,8,3,33.3%
York9,Manuel Aparicio,90,0.05,0.0,0,0,0,0,0,34,15,9,62,8,4,66.7%
York9,Manuel Aparicio,90,0.07,0.07,0,0,0,0,0,48,14,26,62,5,6,66.7%
York9,Manuel Aparicio,90,0.0,0.0,0,0,0,0,0,41,12,17,60,6,6,66.7%
York9,Manuel Aparicio,70,0.03,0.06,0,0,0,0,0,42,11,20,51,2,3,-
York9,Manuel Aparicio,90,0.29,0.0,0,0,0,0,0,34,8,15,48,9,4,40.0%
York9,Manuel Aparicio,45,0.0,0.15,0,0,0,0,0,33,8,20,40,5,2,0.0%
Cavalry,Mauro Eustaquio,90,0.0,0.0,0,0,0,0,0,75,38,23,94,4,8,55.6%
Cavalry,Mauro Eustaquio,90,0.03,0.0,0,0,0,0,0,68,29,19,76,10,3,0.0%
Cavalry,Mauro Eustaquio,90,0.04,0.0,0,0,0,0,0,55,27,17,70,8,7,100.0%
Cavalry,Mauro Eustaquio,90,0.0,0.0,0,0,0,0,0,53,26,16,64,8,10,50.0%
Cavalry,Mauro Eustaquio,44,0.0,0.32,0,0,0,0,0,42,21,13,60,6,6,100.0%
Cavalry,Mauro Eustaquio,90,0.03,0.0,0,0,0,0,0,36,13,13,47,12,3,40.0%
Cavalry,Mauro Eustaquio,18,0.0,0.03,0,0,0,0,0,16,4,7,21,0,4,100.0%
Cavalry,Mauro Eustaquio,12,0.0,0.0,0,0,0,0,0,12,2,4,15,2,0,-
Cavalry,Mauro Eustaquio,8,0.0,0.0,0,0,0,0,0,4,1,2,7,0,2,100.0%
Cavalry,Mauro Eustaquio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Mauro Eustaquio,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Mauro Eustaquio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Mauro Eustaquio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Elimane Cissé,90,0.0,0.07,0,0,0,0,0,76,26,47,94,5,7,71.4%
Forge,Elimane Cissé,90,0.0,0.0,0,0,0,0,0,63,25,26,79,9,12,60.0%
Forge,Elimane Cissé,90,0.03,0.26,0,0,0,0,0,61,30,22,75,5,2,0.0%
Forge,Elimane Cissé,90,0.0,0.07,0,0,0,0,0,54,22,24,71,8,4,25.0%
Forge,Elimane Cissé,90,0.59,0.28,0,0,0,0,0,39,10,22,61,6,4,66.7%
Forge,Elimane Cissé,81,0.0,0.0,0,0,0,0,0,30,7,18,55,15,10,60.0%
Forge,Elimane Cissé,72,0.09,0.0,0,0,0,0,0,45,15,28,54,3,5,100.0%
Forge,Elimane Cissé,76,0.0,0.03,0,0,0,0,0,40,10,24,53,6,3,100.0%
Forge,Elimane Cissé,77,0.0,0.22,0,0,0,0,0,36,11,19,52,4,10,71.4%
Forge,Elimane Cissé,90,0.0,0.0,0,0,0,0,0,35,11,18,52,12,4,37.5%
Forge,Elimane Cissé,89,0.03,0.0,0,0,0,0,0,39,21,17,52,2,5,80.0%
Forge,Elimane Cissé,90,0.09,0.0,0,0,0,0,0,40,9,20,50,4,5,100.0%
Forge,Elimane Cissé,71,0.0,0.0,0,0,0,0,0,36,9,23,49,4,4,0.0%
Forge,Elimane Cissé,90,0.07,0.03,0,0,0,0,0,25,7,12,47,8,2,50.0%
Forge,Elimane Cissé,68,0.0,0.0,0,0,0,0,0,28,8,20,38,3,5,75.0%
Forge,Elimane Cissé,79,0.55,0.3,1,0,0,0,0,20,5,9,37,9,4,66.7%
Forge,Elimane Cissé,77,0.39,0.0,0,0,0,0,0,18,6,11,36,5,9,75.0%
Forge,Elimane Cissé,76,0.12,0.0,0,0,0,0,0,23,4,15,33,8,2,66.7%
Forge,Elimane Cissé,58,0.5,0.0,0,0,0,0,0,17,7,8,28,2,1,100.0%
Forge,Elimane Cissé,90,0.09,0.03,0,0,0,0,0,16,2,6,28,8,5,100.0%
Forge,Elimane Cissé,45,0.36,0.0,1,0,0,0,0,21,4,13,24,2,0,-
Forge,Elimane Cissé,30,0.0,0.68,0,0,0,0,1,5,0,5,11,5,2,100.0%
Forge,Elimane Cissé,21,0.35,0.56,0,0,0,0,1,6,0,3,10,0,0,-
Forge,Elimane Cissé,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Pacific,Noah Verhoeven,90,0.03,0.37,0,0,0,0,0,76,43,23,94,5,5,66.7%
Pacific,Noah Verhoeven,90,0.0,0.82,0,0,0,0,0,60,24,20,89,6,3,50.0%
Pacific,Noah Verhoeven,90,0.0,0.47,0,0,0,0,1,66,30,24,81,3,7,75.0%
Pacific,Noah Verhoeven,90,0.0,0.05,0,0,0,0,0,59,23,28,75,3,6,100.0%
Pacific,Noah Verhoeven,81,0.0,0.0,0,0,0,0,0,65,30,31,72,2,1,0.0%
Pacific,Noah Verhoeven,90,0.0,0.21,0,0,0,0,0,41,15,15,69,5,6,50.0%
Pacific,Noah Verhoeven,90,0.08,0.03,0,0,0,0,0,52,20,26,68,2,3,100.0%
Pacific,Noah Verhoeven,90,0.05,0.28,0,0,0,0,0,41,19,15,67,7,6,66.7%
Pacific,Noah Verhoeven,90,0.0,0.05,0,0,0,0,0,53,17,26,66,6,3,0.0%
Pacific,Noah Verhoeven,90,0.02,0.11,0,0,0,0,0,35,9,8,62,5,4,40.0%
Pacific,Noah Verhoeven,90,0.0,0.12,0,0,0,0,0,43,14,25,59,7,3,100.0%
Pacific,Noah Verhoeven,90,0.08,0.05,0,0,0,0,0,42,14,18,59,7,2,0.0%
Pacific,Noah Verhoeven,90,0.0,0.05,0,0,0,0,0,43,22,14,59,4,3,33.3%
Pacific,Noah Verhoeven,90,0.11,0.44,0,0,0,0,0,29,6,12,55,4,6,100.0%
Pacific,Noah Verhoeven,90,0.0,0.0,0,0,0,0,0,39,15,19,54,9,3,0.0%
Pacific,Noah Verhoeven,90,0.08,0.08,0,0,0,0,0,24,2,16,49,8,6,33.3%
Pacific,Noah Verhoeven,90,0.03,0.0,0,0,0,0,0,25,5,15,48,4,6,0.0%
Pacific,Noah Verhoeven,90,0.52,0.0,0,0,0,0,0,33,9,16,47,4,4,100.0%
Pacific,Noah Verhoeven,78,0.42,0.0,0,0,0,0,0,28,11,9,45,3,5,100.0%
Pacific,Noah Verhoeven,45,0.04,0.0,0,0,0,0,0,19,6,10,36,6,3,100.0%
Pacific,Noah Verhoeven,63,0.0,0.0,0,0,0,0,0,18,3,12,28,2,1,100.0%
Pacific,Noah Verhoeven,23,0.0,0.04,0,0,0,0,0,15,4,9,19,2,0,-
Pacific,Noah Verhoeven,28,0.0,0.0,0,0,0,0,0,12,3,8,18,1,1,0.0%
Pacific,Noah Verhoeven,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Pacific,Noah Verhoeven,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Pacific,Noah Verhoeven,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Pacific,Matthew Baldisimo,90,0.0,0.0,0,0,0,0,0,85,54,16,92,0,3,100.0%
Pacific,Matthew Baldisimo,90,0.0,0.0,0,0,0,0,0,75,53,17,87,4,10,100.0%
Pacific,Matthew Baldisimo,90,0.0,0.0,0,0,0,0,0,66,43,13,74,4,4,100.0%
Pacific,Matthew Baldisimo,90,0.0,0.03,0,0,0,0,0,45,18,18,73,10,13,55.6%
Pacific,Matthew Baldisimo,84,0.0,0.0,0,0,0,0,0,64,32,25,73,5,3,33.3%
Pacific,Matthew Baldisimo,90,0.0,0.0,0,0,0,0,0,61,47,7,69,5,3,33.3%
Pacific,Matthew Baldisimo,90,0.0,0.0,0,0,0,0,0,58,46,6,66,4,1,-
Pacific,Matthew Baldisimo,90,0.03,0.0,0,0,0,0,0,51,21,18,62,9,6,40.0%
Pacific,Matthew Baldisimo,90,0.0,0.0,0,0,0,0,0,42,23,13,58,3,5,100.0%
Pacific,Matthew Baldisimo,72,0.0,0.0,0,0,0,0,0,46,34,8,54,5,4,66.7%
