team,name,Min,ExpG,ExpA,Goal,PenGoal,GoalDirFK,GoalHead,Ast,PsAtt,PsOnHfScs,PsOpHfScs,Touches,DuelLs,SucflDuels,TcklMade%
York9,Kyle Porter,62,0.08,0.03,0,0,0,0,0,18,5,11,26,4,1,50.0%
York9,Kyle Porter,72,0.43,0.03,1,0,0,1,0,12,3,5,25,4,2,50.0%
York9,Kyle Porter,21,0.0,0.15,0,0,0,0,0,23,2,17,25,2,1,0.0%
York9,Kyle Porter,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Kyle Porter,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Dylan Carreiro,82,0.11,0.48,0,0,0,0,0,59,5,44,72,5,3,-
Valour,Dylan Carreiro,90,0.03,0.07,0,0,0,0,0,38,18,12,61,8,4,100.0%
Valour,Dylan Carreiro,90,0.1,0.06,1,0,0,0,0,44,17,21,58,4,4,50.0%
Valour,Dylan Carreiro,90,0.1,0.05,0,0,0,0,0,41,14,18,57,3,7,50.0%
Valour,Dylan Carreiro,82,0.0,0.09,0,0,0,0,0,44,11,23,52,3,1,0.0%
Valour,Dylan Carreiro,75,0.04,0.0,0,0,0,0,0,32,5,20,51,8,6,50.0%
Valour,Dylan Carreiro,90,0.12,0.0,0,0,0,0,0,28,6,11,49,7,6,100.0%
Valour,Dylan Carreiro,90,0.17,0.17,0,0,0,0,0,31,5,11,49,6,6,100.0%
Valour,Dylan Carreiro,90,0.06,0.09,0,0,0,0,0,29,11,12,45,6,2,100.0%
Valour,Dylan Carreiro,90,0.15,0.06,0,0,0,0,0,31,6,18,41,3,1,-
Valour,Dylan Carreiro,90,0.05,0.0,0,0,0,0,0,31,8,9,41,5,4,0.0%
Valour,Dylan Carreiro,90,0.0,0.88,0,0,0,0,1,28,7,13,37,6,3,50.0%
Valour,Dylan Carreiro,69,0.0,0.14,0,0,0,0,0,21,11,8,30,8,0,0.0%
Valour,Dylan Carreiro,64,0.0,0.07,0,0,0,0,0,16,5,9,24,2,2,100.0%
Valour,Dylan Carreiro,82,0.05,0.0,0,0,0,0,0,12,7,3,23,1,4,100.0%
Valour,Dylan Carreiro,45,0.0,0.0,0,0,0,0,0,13,4,5,21,1,2,-
Valour,Dylan Carreiro,31,0.07,0.31,0,0,0,0,0,7,1,3,15,1,3,-
Valour,Dylan Carreiro,16,0.07,0.0,0,0,0,0,0,9,3,5,15,0,2,-
Valour,Dylan Carreiro,33,0.04,0.0,0,0,0,0,0,9,4,2,13,5,0,0.0%
Valour,Dylan Carreiro,21,0.06,0.19,0,0,0,0,1,8,2,4,12,0,1,100.0%
Valour,Dylan Carreiro,24,0.08,0.0,1,0,0,0,0,4,1,1,9,0,2,-
Valour,Dylan Carreiro,6,0.0,0.0,0,0,0,0,0,6,2,3,6,1,0,-
Valour,Dylan Carreiro,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Dylan Carreiro,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Dylan Carreiro,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Dylan Carreiro,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Dylan Carreiro,1,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0.0%
Valour,Dylan Carreiro,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Dylan Sacramento,79,0.03,0.21,0,0,0,0,0,50,14,21,70,5,6,100.0%
Valour,Dylan Sacramento,90,0.02,0.09,0,0,0,0,0,49,20,20,66,2,6,75.0%
Valour,Dylan Sacramento,90,0.0,0.0,0,0,0,0,0,38,16,16,59,9,5,50.0%
Valour,Dylan Sacramento,90,0.06,0.12,0,0,0,0,0,40,12,19,54,9,3,50.0%
Valour,Dylan Sacramento,89,0.06,0.0,0,0,0,0,0,39,11,16,53,7,4,50.0%
Valour,Dylan Sacramento,89,0.15,0.11,0,0,0,0,1,26,3,12,52,11,6,62.5%
Valour,Dylan Sacramento,89,0.06,0.03,0,0,0,0,0,34,8,10,52,8,3,100.0%
Valour,Dylan Sacramento,90,0.16,0.03,0,0,0,0,0,34,7,17,51,9,5,100.0%
Valour,Dylan Sacramento,58,0.48,0.0,0,0,0,0,0,27,6,13,46,7,5,50.0%
Valour,Dylan Sacramento,62,0.14,0.0,1,0,0,0,0,30,8,14,46,4,5,100.0%
Valour,Dylan Sacramento,45,0.0,0.02,0,0,0,0,0,16,4,3,34,3,5,100.0%
Valour,Dylan Sacramento,46,0.13,0.0,0,0,0,0,0,23,5,11,33,2,3,100.0%
Valour,Dylan Sacramento,67,0.12,0.03,0,0,0,0,0,19,6,12,30,4,2,50.0%
Valour,Dylan Sacramento,62,0.0,0.04,0,0,0,0,0,15,2,9,26,2,6,100.0%
Valour,Dylan Sacramento,31,0.06,0.0,0,0,0,0,0,9,3,5,16,0,1,-
Valour,Dylan Sacramento,37,0.0,0.03,0,0,0,0,0,10,2,6,16,6,3,0.0%
Valour,Dylan Sacramento,21,0.0,0.0,0,0,0,0,0,8,3,3,12,4,3,0.0%
Valour,Dylan Sacramento,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Dylan Sacramento,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Dylan Sacramento,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Dylan Sacramento,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,David Choinière,90,0.0,0.77,0,0,0,0,1,44,19,21,69,11,5,33.3%
Forge,David Choinière,90,0.22,0.03,0,0,0,0,0,31,8,17,53,5,5,0.0%
Forge,David Choinière,90,0.78,0.0,0,0,0,0,0,34,11,13,51,6,4,66.7%
Forge,David Choinière,90,0.85,0.07,0,0,0,0,0,35,4,22,51,6,6,42.9%
Forge,David Choinière,70,0.0,0.0,0,0,0,0,0,24,3,19,49,12,4,50.0%
Forge,David Choinière,78,0.04,0.11,0,0,0,0,1,34,7,22,47,2,4,0.0%
Forge,David Choinière,65,0.06,0.0,0,0,0,0,0,24,4,17,41,8,6,100.0%
Forge,David Choinière,72,0.39,0.0,0,0,0,0,0,31,5,23,40,6,2,20.0%
Forge,David Choinière,57,0.06,0.03,0,0,0,0,0,28,5,19,38,4,2,100.0%
Forge,David Choinière,56,0.99,0.0,0,0,0,0,0,13,2,8,35,10,10,55.6%
Forge,David Choinière,77,0.0,0.57,0,0,0,0,0,16,5,9,34,7,2,100.0%
Forge,David Choinière,64,0.59,0.0,1,0,0,0,0,11,0,9,28,5,6,100.0%
Forge,David Choinière,25,0.32,0.0,0,0,0,0,0,12,3,6,15,1,1,0.0%
Forge,David Choinière,10,0.0,0.0,0,0,0,0,0,9,2,3,11,0,2,100.0%
Forge,David Choinière,18,0.0,0.0,0,0,0,0,0,6,1,1,10,1,1,100.0%
Forge,David Choinière,13,0.0,0.0,0,0,0,0,0,6,0,4,9,0,2,-
Forge,David Choinière,23,0.68,0.0,1,0,0,0,0,4,2,1,8,5,1,33.3%
Forge,David Choinière,10,0.0,0.0,0,0,0,0,0,1,0,1,1,1,0,-
Forge,David Choinière,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,David Choinière,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,David Choinière,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,David Choinière,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,David Choinière,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,David Choinière,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,David Choinière,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,David Choinière,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Pacific,David Norman Jr.,90,0.08,0.04,0,0,0,0,0,45,14,16,69,8,10,100.0%
Pacific,David Norman Jr.,90,0.0,0.0,0,0,0,0,0,52,32,15,62,5,7,100.0%
Pacific,David Norman Jr.,75,0.02,0.0,0,0,0,0,0,44,21,16,61,3,4,100.0%
Pacific,David Norman Jr.,90,0.03,0.0,0,0,0,0,0,44,15,18,59,4,7,66.7%
Pacific,David Norman Jr.,90,0.0,0.09,0,0,0,0,0,43,22,15,58,11,2,0.0%
Pacific,David Norman Jr.,45,0.0,0.03,0,0,0,0,0,29,11,11,40,4,4,100.0%
Pacific,David Norman Jr.,62,0.0,0.0,0,0,0,0,0,28,13,12,38,3,3,100.0%
Pacific,David Norman Jr.,54,0.41,0.0,0,0,0,0,0,7,1,2,15,6,5,100.0%
Pacific,David Norman Jr.,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Elliot Simmons,90,0.0,0.1,0,0,0,0,0,55,25,23,69,2,5,80.0%
HFX Wanderers,Elliot Simmons,81,0.03,0.0,0,0,0,0,0,52,29,14,66,4,0,-
HFX Wanderers,Elliot Simmons,90,0.0,0.0,0,0,0,0,0,50,24,20,64,6,7,75.0%
HFX Wanderers,Elliot Simmons,90,0.0,0.0,0,0,0,0,0,42,23,13,60,4,12,87.5%
HFX Wanderers,Elliot Simmons,90,0.0,0.12,0,0,0,0,0,36,11,16,58,9,4,42.9%
HFX Wanderers,Elliot Simmons,90,0.03,0.05,0,0,0,0,0,46,16,21,56,5,5,0.0%
HFX Wanderers,Elliot Simmons,90,0.0,0.0,0,0,0,0,0,37,14,15,55,4,7,83.3%
HFX Wanderers,Elliot Simmons,90,0.0,0.0,0,0,0,0,0,38,22,11,48,7,5,28.6%
HFX Wanderers,Elliot Simmons,90,0.03,0.06,0,0,0,0,0,32,14,10,46,3,3,100.0%
HFX Wanderers,Elliot Simmons,68,0.0,0.09,0,0,0,0,0,33,17,10,45,4,2,50.0%
HFX Wanderers,Elliot Simmons,45,0.0,0.0,0,0,0,0,0,23,6,13,26,4,0,0.0%
HFX Wanderers,Elliot Simmons,28,0.0,0.0,0,0,0,0,0,19,10,5,22,0,1,-
HFX Wanderers,Elliot Simmons,27,0.0,0.0,0,0,0,0,0,19,6,7,21,0,0,-
HFX Wanderers,Elliot Simmons,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Elliot Simmons,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Elliot Simmons,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Elliot Simmons,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,José Escalante,90,0.04,0.62,0,0,0,0,1,36,11,18,67,4,9,100.0%
Cavalry,José Escalante,90,0.41,0.0,0,0,0,0,0,34,7,14,64,8,8,50.0%
Cavalry,José Escalante,90,0.18,0.36,0,0,0,0,1,25,3,14,60,10,4,100.0%
Cavalry,José Escalante,90,0.0,0.0,0,0,0,0,0,44,17,15,59,5,4,-
Cavalry,José Escalante,90,0.21,0.47,0,0,0,0,0,30,5,14,58,5,7,100.0%
Cavalry,José Escalante,90,0.08,0.25,0,0,0,0,0,24,3,14,55,8,7,66.7%
Cavalry,José Escalante,90,0.07,0.12,0,0,0,0,0,27,6,12,52,5,4,100.0%
Cavalry,José Escalante,90,0.3,0.42,0,0,0,0,1,30,6,11,51,5,6,-
Cavalry,José Escalante,90,1.08,0.03,2,0,0,0,0,27,8,12,50,5,7,66.7%
Cavalry,José Escalante,87,0.85,0.74,1,1,0,0,1,24,7,8,50,6,5,100.0%
Cavalry,José Escalante,89,0.05,0.18,0,0,0,0,0,18,4,10,45,8,6,100.0%
Cavalry,José Escalante,90,0.64,0.03,1,0,1,0,0,11,2,3,39,8,7,0.0%
Cavalry,José Escalante,56,0.02,0.06,0,0,0,0,0,16,7,2,36,12,7,57.1%
Cavalry,José Escalante,75,0.02,0.0,0,0,0,0,0,20,8,7,35,2,5,50.0%
Cavalry,José Escalante,90,0.0,0.05,0,0,0,0,0,13,3,5,32,7,3,50.0%
Cavalry,José Escalante,71,0.06,0.35,0,0,0,0,0,15,6,7,30,4,2,50.0%
Cavalry,José Escalante,66,0.06,0.16,0,0,0,0,0,13,3,8,29,4,3,50.0%
Cavalry,José Escalante,67,0.15,0.49,0,0,0,0,0,10,3,5,28,4,4,0.0%
Cavalry,José Escalante,21,0.0,0.0,0,0,0,0,0,9,5,2,19,3,3,100.0%
Cavalry,José Escalante,30,0.0,0.13,0,0,0,0,0,7,1,5,17,3,4,66.7%
Cavalry,José Escalante,23,0.28,0.34,0,0,0,0,0,10,5,4,15,2,0,-
Cavalry,José Escalante,16,0.08,0.0,0,0,0,0,0,6,2,3,11,0,0,-
Cavalry,José Escalante,21,0.05,0.0,0,0,0,0,0,4,1,1,11,3,2,50.0%
Cavalry,José Escalante,1,0.0,0.0,0,0,0,0,0,1,0,0,3,1,2,50.0%
Cavalry,José Escalante,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Nikolas Ledgerwood,90,0.12,0.0,0,0,0,0,0,44,12,14,66,4,5,66.7%
Cavalry,Nikolas Ledgerwood,89,0.03,0.2,0,0,0,0,0,29,8,9,63,5,5,100.0%
Cavalry,Nikolas Ledgerwood,90,0.15,0.04,0,0,0,0,0,42,16,10,63,0,3,100.0%
Cavalry,Nikolas Ledgerwood,82,0.0,0.02,0,0,0,0,0,50,12,22,58,1,5,100.0%
Cavalry,Nikolas Ledgerwood,84,0.82,0.07,1,1,0,0,0,27,8,8,52,4,13,75.0%
Cavalry,Nikolas Ledgerwood,90,0.0,0.48,0,0,0,0,0,39,15,14,51,4,2,100.0%
Cavalry,Nikolas Ledgerwood,90,0.0,0.0,0,0,0,0,0,33,17,7,48,10,4,50.0%
Cavalry,Nikolas Ledgerwood,87,0.04,0.11,0,0,0,0,0,25,7,5,43,4,2,50.0%
Cavalry,Nikolas Ledgerwood,88,0.0,0.0,0,0,0,0,0,37,15,16,43,0,2,100.0%
Cavalry,Nikolas Ledgerwood,72,0.85,0.0,1,1,0,0,0,33,13,11,42,4,7,66.7%
Cavalry,Nikolas Ledgerwood,76,0.05,0.15,0,0,0,0,0,27,12,6,41,5,6,75.0%
Cavalry,Nikolas Ledgerwood,78,0.28,0.0,1,0,0,0,0,25,9,5,40,10,5,37.5%
Cavalry,Nikolas Ledgerwood,90,0.03,0.0,0,0,0,0,0,25,9,5,38,7,6,66.7%
Cavalry,Nikolas Ledgerwood,90,0.0,0.0,0,0,0,0,0,27,6,8,36,6,6,80.0%
Cavalry,Nikolas Ledgerwood,36,0.0,0.0,0,0,0,0,0,16,8,0,22,4,3,33.3%
Cavalry,Nikolas Ledgerwood,18,0.1,0.0,0,0,0,0,0,10,2,5,21,4,6,75.0%
Cavalry,Nikolas Ledgerwood,14,0.38,0.0,0,0,0,0,0,7,0,3,13,3,4,66.7%
Cavalry,Nikolas Ledgerwood,15,0.0,0.0,0,0,0,0,0,7,2,2,10,1,2,50.0%
Cavalry,Nikolas Ledgerwood,23,0.0,0.0,0,0,0,0,0,5,1,3,8,3,0,-
Cavalry,Nikolas Ledgerwood,15,0.0,0.48,0,0,0,0,0,3,0,2,7,0,0,-
Cavalry,Nikolas Ledgerwood,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Nikolas Ledgerwood,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Yong-Chan Son,83,0.02,0.21,0,0,0,0,0,44,17,18,66,2,4,100.0%
Edmonton,Yong-Chan Son,90,0.0,0.0,0,0,0,0,0,33,17,9,64,7,2,100.0%
Edmonton,Yong-Chan Son,75,0.0,0.07,0,0,0,0,0,36,15,9,55,2,5,100.0%
Edmonton,Yong-Chan Son,90,0.06,0.21,0,0,0,0,0,21,8,10,52,6,5,75.0%
Edmonton,Yong-Chan Son,82,0.0,0.05,0,0,0,0,0,33,12,8,47,1,5,100.0%
Edmonton,Yong-Chan Son,81,0.0,0.0,0,0,0,0,0,25,4,14,44,3,3,66.7%
Edmonton,Yong-Chan Son,90,0.0,0.05,0,0,0,0,1,27,16,8,40,5,2,50.0%
Edmonton,Yong-Chan Son,90,0.0,0.09,0,0,0,0,0,23,8,9,39,9,6,75.0%
Edmonton,Yong-Chan Son,90,0.0,0.07,0,0,0,0,0,13,4,4,35,9,2,100.0%
Edmonton,Yong-Chan Son,63,0.0,0.0,0,0,0,0,0,15,3,8,35,5,5,75.0%
Edmonton,Yong-Chan Son,67,0.0,0.0,0,0,0,0,0,17,8,5,31,1,4,100.0%
Edmonton,Yong-Chan Son,30,0.0,0.02,0,0,0,0,0,9,4,4,25,4,4,66.7%
Edmonton,Yong-Chan Son,6,0.0,0.0,0,0,0,0,0,7,3,2,13,0,1,100.0%
Edmonton,Yong-Chan Son,15,0.0,0.0,0,0,0,0,0,7,1,6,8,1,0,0.0%
Edmonton,Yong-Chan Son,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kodai Iida,90,0.09,0.21,0,0,0,0,0,47,14,27,65,5,5,-
HFX Wanderers,Kodai Iida,90,0.36,0.0,0,0,0,0,0,28,8,11,46,5,3,0.0%
HFX Wanderers,Kodai Iida,78,0.11,0.12,0,0,0,0,0,25,4,11,45,3,7,100.0%
HFX Wanderers,Kodai Iida,90,0.06,0.08,0,0,0,0,1,16,5,6,43,6,9,100.0%
HFX Wanderers,Kodai Iida,89,0.03,0.0,0,0,0,0,0,21,2,12,43,5,4,100.0%
HFX Wanderers,Kodai Iida,90,0.03,0.26,0,0,0,0,0,26,4,14,42,3,6,-
HFX Wanderers,Kodai Iida,88,0.36,0.37,0,0,0,0,1,33,5,17,42,2,4,0.0%
HFX Wanderers,Kodai Iida,90,0.17,0.03,0,0,0,0,0,19,8,8,41,5,4,100.0%
HFX Wanderers,Kodai Iida,90,0.0,0.0,0,0,0,0,0,22,10,8,40,3,7,100.0%
HFX Wanderers,Kodai Iida,84,0.07,0.0,0,0,0,0,0,26,4,13,40,8,4,100.0%
HFX Wanderers,Kodai Iida,77,0.06,0.0,0,0,0,0,0,22,4,14,38,1,6,100.0%
HFX Wanderers,Kodai Iida,75,0.05,0.1,1,0,0,0,0,26,7,13,36,6,2,0.0%
HFX Wanderers,Kodai Iida,19,0.09,0.13,0,0,0,0,0,13,6,7,21,0,5,100.0%
HFX Wanderers,Kodai Iida,26,0.0,0.05,0,0,0,0,0,11,2,8,16,2,3,-
HFX Wanderers,Kodai Iida,19,0.0,0.0,0,0,0,0,0,6,2,2,12,2,2,-
HFX Wanderers,Kodai Iida,14,0.0,0.0,0,0,0,0,0,5,1,2,11,3,1,-
HFX Wanderers,Kodai Iida,26,0.0,0.03,0,0,0,0,0,8,3,4,11,2,0,0.0%
HFX Wanderers,Kodai Iida,24,0.0,0.0,0,0,0,0,0,4,0,3,7,2,0,-
HFX Wanderers,Kodai Iida,16,0.0,0.0,0,0,0,0,0,3,1,2,4,1,0,0.0%
HFX Wanderers,Kodai Iida,5,0.0,0.0,0,0,0,0,0,0,0,0,3,1,1,100.0%
HFX Wanderers,Kodai Iida,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kodai Iida,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kodai Iida,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Nicolás Galvis,75,0.0,0.0,0,0,0,0,0,39,20,11,65,3,1,-
Valour,Nicolás Galvis,69,0.33,0.15,0,0,0,0,0,28,10,13,55,4,5,0.0%
Valour,Nicolás Galvis,79,0.56,0.07,0,0,0,0,0,30,10,11,45,3,1,100.0%
Valour,Nicolás Galvis,72,0.05,0.0,0,0,0,0,0,21,3,14,38,7,3,100.0%
Valour,Nicolás Galvis,45,0.04,0.0,0,0,0,0,0,19,6,6,33,5,3,0.0%
Valour,Nicolás Galvis,45,0.0,0.0,0,0,0,0,0,21,11,6,31,8,3,-
Valour,Nicolás Galvis,56,0.0,0.0,0,0,0,0,0,15,4,7,23,4,2,0.0%
Valour,Nicolás Galvis,16,0.0,0.0,0,0,0,0,0,10,4,4,16,1,1,100.0%
Valour,Nicolás Galvis,8,0.03,0.0,0,0,0,0,0,7,1,6,10,1,1,-
Valour,Nicolás Galvis,8,0.0,0.0,0,0,0,0,0,6,3,1,7,1,2,0.0%
Valour,Nicolás Galvis,15,0.0,0.0,0,0,0,0,0,5,2,1,5,1,0,-
Valour,Nicolás Galvis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Nicolás Galvis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Nicolás Galvis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Nicolás Galvis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Nicolás Galvis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Nicolás Galvis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Nicolás Galvis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Nicolás Galvis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Nicolás Galvis,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,90,0.04,0.07,0,0,0,0,0,33,8,15,64,4,13,100.0%
Cavalry,Carlos Patiño,67,0.0,0.11,0,0,0,0,0,20,7,13,42,6,5,0.0%
Cavalry,Carlos Patiño,69,0.74,0.0,0,0,0,0,0,18,6,9,34,6,3,66.7%
Cavalry,Carlos Patiño,13,0.03,0.0,0,0,0,0,0,13,5,8,20,1,1,-
Cavalry,Carlos Patiño,22,0.0,0.0,0,0,0,0,0,8,2,5,18,5,2,100.0%
Cavalry,Carlos Patiño,11,0.0,0.0,0,0,0,0,0,3,1,2,15,2,5,66.7%
Cavalry,Carlos Patiño,23,0.0,0.05,0,0,0,0,0,9,3,2,15,2,2,-
Cavalry,Carlos Patiño,8,0.0,0.04,0,0,0,0,1,8,2,6,9,0,0,-
Cavalry,Carlos Patiño,6,0.0,0.0,0,0,0,0,0,5,0,4,8,1,1,-
Cavalry,Carlos Patiño,9,0.0,0.0,0,0,0,0,0,3,0,2,7,1,0,-
Cavalry,Carlos Patiño,2,0.0,0.0,0,0,0,0,0,2,0,2,6,3,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Carlos Patiño,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Estevez Emilio,89,0.09,0.08,0,0,0,0,0,36,4,18,61,9,6,100.0%
York9,Estevez Emilio,90,0.04,0.11,0,0,0,0,1,34,22,6,56,8,7,-
York9,Estevez Emilio,75,0.03,0.0,0,0,0,0,0,19,3,10,49,11,7,25.0%
York9,Estevez Emilio,67,0.08,0.02,0,0,0,0,0,16,3,10,37,6,2,-
York9,Estevez Emilio,35,0.09,0.07,0,0,0,0,0,15,2,11,26,3,5,100.0%
York9,Estevez Emilio,45,0.0,0.0,0,0,0,0,0,14,5,6,24,3,4,-
York9,Estevez Emilio,45,0.0,0.0,0,0,0,0,0,10,4,5,19,4,2,66.7%
York9,Estevez Emilio,17,0.0,0.0,0,0,0,0,0,11,3,5,18,3,2,100.0%
York9,Estevez Emilio,31,0.04,0.0,0,0,0,0,0,10,1,8,17,2,2,-
York9,Estevez Emilio,18,0.0,0.0,0,0,0,0,0,11,5,4,14,2,0,-
York9,Estevez Emilio,18,0.0,0.0,0,0,0,0,0,7,3,2,13,2,2,-
York9,Estevez Emilio,19,0.0,0.0,0,0,0,0,0,6,0,6,13,1,4,-
York9,Estevez Emilio,14,0.66,0.0,1,0,0,0,0,4,2,2,12,4,1,100.0%
York9,Estevez Emilio,26,0.0,0.0,0,0,0,0,0,7,3,3,10,2,1,-
York9,Estevez Emilio,12,0.0,0.06,0,0,0,0,0,8,1,6,10,3,0,0.0%
York9,Estevez Emilio,15,0.0,0.0,0,0,0,0,0,2,1,0,8,3,1,-
York9,Estevez Emilio,7,0.0,0.0,0,0,0,0,0,4,0,3,5,0,0,-
York9,Estevez Emilio,4,0.0,0.0,0,0,0,0,0,1,0,1,1,1,0,-
York9,Estevez Emilio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Estevez Emilio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Estevez Emilio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Josip Golubar,90,0.0,0.47,0,0,0,0,0,54,19,26,61,5,2,0.0%
Valour,Josip Golubar,90,0.1,0.49,0,0,0,0,0,35,9,15,51,11,6,100.0%
Valour,Josip Golubar,75,0.0,0.0,0,0,0,0,0,21,9,8,30,3,4,75.0%
Pacific,Ahmed Alghamdi,60,0.07,0.03,0,0,0,0,0,55,22,26,61,1,3,50.0%
Pacific,Ahmed Alghamdi,67,0.04,0.0,1,0,0,0,0,40,21,13,52,4,7,100.0%
Pacific,Ahmed Alghamdi,62,0.03,0.03,0,0,0,0,0,44,24,12,51,3,1,-
Pacific,Ahmed Alghamdi,61,0.03,0.0,0,0,0,0,0,32,14,13,48,6,5,100.0%
Pacific,Ahmed Alghamdi,61,0.06,0.0,0,0,0,0,0,17,4,7,30,7,3,66.7%
Pacific,Ahmed Alghamdi,6,0.0,0.0,0,0,0,0,0,22,3,17,25,0,1,-
Pacific,Ahmed Alghamdi,9,0.07,0.0,0,0,0,0,0,7,0,6,12,2,0,0.0%
Pacific,Ahmed Alghamdi,4,0.02,0.0,0,0,0,0,0,4,0,4,6,0,1,100.0%
Pacific,Ahmed Alghamdi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Pacific,Ben Fisk,85,0.2,0.57,1,0,0,0,1,31,8,17,60,8,4,50.0%
Pacific,Ben Fisk,90,0.0,0.37,0,0,0,0,0,49,17,25,58,4,1,100.0%
Pacific,Ben Fisk,90,0.08,0.0,0,0,0,0,0,35,13,11,53,8,0,0.0%
Pacific,Ben Fisk,77,0.27,0.08,0,0,0,0,0,28,8,10,52,5,6,33.3%
Pacific,Ben Fisk,90,0.6,0.1,1,0,0,0,0,34,9,17,50,5,2,50.0%
Pacific,Ben Fisk,86,0.73,0.0,1,0,0,0,0,31,16,9,46,10,1,20.0%
Pacific,Ben Fisk,74,0.12,0.13,0,0,0,0,0,33,10,16,45,5,2,100.0%
