Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,xG,Goal,Shot,ShotExcBlk,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,season,seasonId,scatterId,scatterExtra
48,4,86tz9u1o9o5u0lbyycyd3df4l,37057,199,35,Central Midfielder,Nikolas,Ledgerwood,N. Ledgerwood,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),132,96,76.0%,57.1%,7,1,0.48,0.12,0,3,2,1,33.3%,37.5%,42.3%,25.0%,14,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:86tz9u1o9o5u0lbyycyd3df4l,Canadian Premier League 2020 (Canada)
50,3,3ucemntfw84vk7op9z7wnf36d,428321,270,25,Goalkeeper,Nolan,Wirth,N. Wirth,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),131,95,70.5%,-,0,0,0.00,0.00,0,0,0,0,-,-,80.0%,100.0%,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3ucemntfw84vk7op9z7wnf36d,Canadian Premier League 2020 (Canada)
50,3,8djbjtpajhwv1falg9buuone2,481746,203,25,Defensive Midfielder,Wataru,Murofushi,W. Murofushi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),131,114,92.1%,88.9%,2,0,0.10,0.04,0,1,0,0,0.0%,-,57.1%,-,11,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:8djbjtpajhwv1falg9buuone2,Canadian Premier League 2020 (Canada)
52,3,ezyu9w01guirieddjudeln1lh,209503,240,27,Central Midfielder,Allan,Zebie,A. Zebie,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),126,103,90.3%,84.6%,0,0,0.04,0.12,0,2,2,1,50.0%,33.3%,60.0%,100.0%,11,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ezyu9w01guirieddjudeln1lh,Canadian Premier League 2020 (Canada)
53,3,afbi7ba716z8at1irydcx44ix,250972,260,26,Left Winger,Ryan,Telfer,R. Telfer,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),125,61,65.6%,52.0%,6,0,0.52,0.60,0,10,7,4,40.0%,37.5%,61.3%,66.7%,8,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:afbi7ba716z8at1irydcx44ix,Canadian Premier League 2020 (Canada)
54,3,cseaof8mo75i2fufyg0b4bpat,133078,215,25,Right Midfielder,Fraser,Aird,F. Aird,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),124,79,75.9%,76.7%,5,0,0.77,0.92,1,5,4,3,60.0%,50.0%,20.0%,-,13,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cseaof8mo75i2fufyg0b4bpat,Canadian Premier League 2020 (Canada)
54,2,20o0wuwg7mm8ynf0msec3a06i,481560,180,28,Right Midfielder,Dean,Northover,D. Northover,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),124,80,61.3%,75.0%,1,0,0.08,0.03,0,1,0,0,0.0%,50.0%,72.2%,40.0%,7,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:20o0wuwg7mm8ynf0msec3a06i,Canadian Premier League 2020 (Canada)
56,4,49rr75teem0kobuhr4cesh756,484653,165,20,Left Attacking Midfielder,Mohamed,Farsi,M. Farsi,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),123,73,79.5%,75.0%,2,1,0.53,0.07,0,1,0,0,0.0%,75.0%,62.5%,50.0%,8,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:49rr75teem0kobuhr4cesh756,Canadian Premier League 2020 (Canada)
56,3,1hwbc5i6pxjdjgx0f88wmqqx,244505,270,25,Right Centre Back,Evan Brandon,John,B. John,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),123,96,86.5%,100.0%,1,0,0.02,0.00,0,0,0,0,-,75.0%,72.2%,50.0%,6,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1hwbc5i6pxjdjgx0f88wmqqx,Canadian Premier League 2020 (Canada)
58,3,7yio8rqcy9vth90ps5f5j0s0l,243904,181,23,Left Back,Mateo,Restrepo,M. Restrepo,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),120,74,71.6%,77.8%,0,0,0.03,0.00,0,0,0,0,-,60.0%,55.6%,100.0%,12,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7yio8rqcy9vth90ps5f5j0s0l,Canadian Premier League 2020 (Canada)
59,3,eb8zwnam8ieg4y7xra9x5on9x,57342,172,32,Centre Attacking Midfielder,Francisco Javier,Acuña Víctor,F. Acuña,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),118,86,83.7%,81.4%,3,1,0.67,0.33,2,2,2,2,100.0%,57.1%,40.0%,-,15,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:eb8zwnam8ieg4y7xra9x5on9x,Canadian Premier League 2020 (Canada)
60,4,1lg1214de42tia4tcv7rk3z6d,103949,260,27,Centre Forward,Oliver,Minatel,Oliver Minatel,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),116,84,76.2%,78.8%,4,1,0.27,0.14,0,3,3,0,0.0%,33.3%,48.6%,60.0%,14,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1lg1214de42tia4tcv7rk3z6d,Canadian Premier League 2020 (Canada)
61,3,7yablvquk5wpfy1hrwjoknj6d,225053,270,23,Goalkeeper,James,Pantemis,J. Pantemis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),113,76,80.3%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7yablvquk5wpfy1hrwjoknj6d,Canadian Premier League 2020 (Canada)
62,4,6r8emgp7oeom6yyibdb4g77c9,227780,211,23,Right Winger,David,Choinière,D. Choinière,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),112,63,84.1%,84.8%,1,1,0.63,0.08,0,1,0,0,0.0%,33.3%,45.2%,-,7,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6r8emgp7oeom6yyibdb4g77c9,Canadian Premier League 2020 (Canada)
62,2,622w13rktz2os2jlo286col3p,168505,171,24,Central Midfielder,Manuel,Aparicio,M. Aparicio,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),112,83,74.7%,83.3%,1,0,0.09,0.06,0,1,1,0,0.0%,50.0%,50.0%,-,12,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:622w13rktz2os2jlo286col3p,Canadian Premier League 2020 (Canada)
64,3,4t92bvofxxvfqe6f2w9gs8t0p,200948,246,23,Right Midfielder,Cory,Bent,C. Bent,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),111,61,55.7%,66.7%,4,0,0.23,0.07,0,2,2,0,0.0%,14.3%,48.8%,40.0%,14,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4t92bvofxxvfqe6f2w9gs8t0p,Canadian Premier League 2020 (Canada)
65,3,ewjp0ru1c4fn1h5bqyqdih0wl,152275,243,27,Left Attacking Midfielder,Ben,Fisk,B. Fisk,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),108,77,84.4%,84.0%,2,0,0.14,0.13,0,3,3,1,33.3%,33.3%,31.6%,0.0%,9,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ewjp0ru1c4fn1h5bqyqdih0wl,Canadian Premier League 2020 (Canada)
66,2,7whdjeubz6xgvlxtl91z93idx,173167,109,24,Left Centre Back,Jordan,Haynes,J. Haynes,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),107,75,82.7%,87.5%,1,0,0.03,0.00,0,0,0,0,-,33.3%,53.8%,50.0%,8,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7whdjeubz6xgvlxtl91z93idx,Canadian Premier League 2020 (Canada)
66,3,2o538m8209nj9p29a4ujs4jpx,443433,270,26,Goalkeeper,Jason,Beaulieu,J. Beaulieu,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),107,79,68.4%,-,0,0,0.00,0.00,0,0,0,0,-,-,80.0%,100.0%,8,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:2o538m8209nj9p29a4ujs4jpx,Canadian Premier League 2020 (Canada)
68,4,41yxh6wtv2lrs3js0y2ir7svd,223135,161,25,Central Midfielder,Bruno,Zebie,B. Zebie,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),105,77,83.1%,57.1%,0,0,0.02,0.00,0,0,0,0,-,42.9%,66.7%,0.0%,13,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:41yxh6wtv2lrs3js0y2ir7svd,Canadian Premier League 2020 (Canada)
69,3,4g57cr61ps0y0w29dv3f5s3c9,199133,202,24,Left Midfielder,Mastanabal,Kacher,M. Kacher,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),101,65,73.8%,75.9%,2,0,0.16,0.14,0,3,2,0,0.0%,0.0%,44.4%,50.0%,10,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4g57cr61ps0y0w29dv3f5s3c9,Canadian Premier League 2020 (Canada)
70,3,eyems8p1wpp6df9w1wz6rdvpx,203479,157,27,Defensive Midfielder,Ben,McKendry,B. McKendry,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),100,74,73.0%,86.7%,2,0,0.07,0.03,0,1,0,0,0.0%,69.2%,77.8%,66.7%,11,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:eyems8p1wpp6df9w1wz6rdvpx,Canadian Premier League 2020 (Canada)
71,3,7syvxffcyqbhwd42954p8ej85,159998,150,23,Left Attacking Midfielder,Hanson,Boakai,H. Boakai,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),98,58,93.1%,80.0%,1,0,0.35,0.20,0,2,2,2,100.0%,37.5%,35.0%,0.0%,12,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7syvxffcyqbhwd42954p8ej85,Canadian Premier League 2020 (Canada)
72,2,8ipv2tlducl1y5qq8c8f4pdk9,193101,140,21,Left Back,Vashon,Neufville,V. Neufville,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),97,60,68.3%,84.6%,2,1,0.52,0.00,0,0,0,0,-,50.0%,28.6%,0.0%,11,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:8ipv2tlducl1y5qq8c8f4pdk9,Canadian Premier League 2020 (Canada)
72,3,7tmc8hrkee4lo05qa26i7e5zp,173159,270,23,Goalkeeper,Marco,Carducci,M. Carducci,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),97,82,72.0%,-,0,0,0.01,0.00,0,0,0,0,-,-,100.0%,-,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7tmc8hrkee4lo05qa26i7e5zp,Canadian Premier League 2020 (Canada)
74,3,58elvwym7gnql18liaoa6zo16,481627,180,25,Defensive Midfielder,Ajay,Khabra,A. Khabra,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),95,78,87.2%,100.0%,1,0,0.05,0.06,0,1,0,0,0.0%,33.3%,36.8%,100.0%,11,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:58elvwym7gnql18liaoa6zo16,Canadian Premier League 2020 (Canada)
74,3,6oy4mzcnojabnil6u43mxal4a,478934,236,25,Centre Forward,Malcolm Isaiah,Shaw,M. Shaw,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),95,55,89.1%,81.5%,2,1,0.17,0.85,1,5,4,2,40.0%,66.7%,32.4%,35.3%,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6oy4mzcnojabnil6u43mxal4a,Canadian Premier League 2020 (Canada)
76,2,ex56fczses29ox8kg1fvaodm1,469158,180,23,Central Midfielder,Víctor,Martínez Manrique,Viti,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),94,72,76.4%,75.0%,0,0,0.03,0.06,0,1,1,0,0.0%,33.3%,53.3%,50.0%,10,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ex56fczses29ox8kg1fvaodm1,Canadian Premier League 2020 (Canada)
77,3,c8gbyfp650fgai5782915ywa1,210185,127,25,Central Midfielder,Elimane,Cissé,E. Cissé,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),93,50,88.0%,83.3%,1,0,0.08,0.29,0,4,4,2,50.0%,66.7%,73.1%,100.0%,7,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:c8gbyfp650fgai5782915ywa1,Canadian Premier League 2020 (Canada)
78,2,2xr4zmz44j3klssbanayqqy21,206339,154,29,Central Defender,Milovan,Kapor,M. Kapor,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),92,66,81.8%,-,0,0,0.00,0.00,0,0,0,0,-,33.3%,35.7%,50.0%,7,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:2xr4zmz44j3klssbanayqqy21,Canadian Premier League 2020 (Canada)
79,3,ex7za2yvl9xrcdtr60ake2bit,222921,270,27,Goalkeeper,Nathan,Ingham,N. Ingham,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),91,71,76.1%,-,0,0,0.00,0.00,0,0,0,0,-,-,66.7%,50.0%,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ex7za2yvl9xrcdtr60ake2bit,Canadian Premier League 2020 (Canada)
80,4,apavbqkzwn6ik22hi8d8mo1qt,153578,139,28,Central Midfielder,Maxim,Tissot,M. Tissot,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),90,60,80.0%,84.2%,3,0,0.21,0.12,0,3,2,1,33.3%,50.0%,26.3%,0.0%,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:apavbqkzwn6ik22hi8d8mo1qt,Canadian Premier League 2020 (Canada)
80,3,al5jt5ntx6alvfvo3tq1py6i2,483414,125,22,Central Midfielder,Zachary,Verhoven,Z. Verhoven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),90,38,78.9%,80.0%,8,1,0.49,0.16,1,3,3,2,66.7%,20.0%,41.4%,-,7,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:al5jt5ntx6alvfvo3tq1py6i2,Canadian Premier League 2020 (Canada)
82,3,db3mtdls95klppptl1n96ezf9,92442,156,30,Central Midfielder,Kyle,Porter,K. Porter,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),88,55,89.1%,84.6%,3,0,0.25,0.06,0,1,1,0,0.0%,50.0%,46.2%,33.3%,7,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:db3mtdls95klppptl1n96ezf9,Canadian Premier League 2020 (Canada)
83,3,4wg2u3zl05ijnwx0wicmwpvpx,184584,270,24,Goalkeeper,Connor,James,C. James,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),86,66,75.8%,-,0,0,0.01,0.00,0,0,0,0,-,-,100.0%,100.0%,4,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4wg2u3zl05ijnwx0wicmwpvpx,Canadian Premier League 2020 (Canada)
84,4,1mg5xen2me6dsqu3b0lktvnbp,81402,197,31,Centre Forward,Marcus,Haber,M. Haber,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),83,51,62.7%,63.6%,0,0,0.18,1.83,1,7,7,4,57.1%,0.0%,33.3%,41.7%,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1mg5xen2me6dsqu3b0lktvnbp,Canadian Premier League 2020 (Canada)
85,2,83d29e64znddf9kkyo62u4g6h,424288,128,21,Central Midfielder,Noah,Verhoeven,N. Verhoeven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),80,65,76.9%,89.5%,2,0,0.09,0.00,0,0,0,0,-,66.7%,58.3%,-,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:83d29e64znddf9kkyo62u4g6h,Canadian Premier League 2020 (Canada)
86,2,c11tg3waak6my0tyjpq9qeuzu,438073,180,18,Left Centre Back,Gianfranco,Facchineri,G. Facchineri,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),77,42,83.3%,100.0%,0,0,0.01,0.04,0,1,1,0,0.0%,75.0%,65.0%,100.0%,9,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:c11tg3waak6my0tyjpq9qeuzu,Canadian Premier League 2020 (Canada)
87,3,76lz7mhivihluvwrvf2rmdlnt,421816,102,20,Right Back,Jake,Ruby,J. Ruby,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),76,37,73.0%,60.0%,0,0,0.01,0.13,0,2,1,1,50.0%,33.3%,33.3%,66.7%,9,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:76lz7mhivihluvwrvf2rmdlnt,Canadian Premier League 2020 (Canada)
88,4,32fe58rlsvv1h3qthbhol08yy,481846,171,26,Centre Forward,Anthony,Novak,A. Novak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),74,50,80.0%,68.2%,1,0,0.05,0.29,1,3,3,2,66.7%,-,30.0%,25.0%,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:32fe58rlsvv1h3qthbhol08yy,Canadian Premier League 2020 (Canada)
89,3,4ezd4d37kbb1249qd7bvi0dzp,208512,188,31,Central Midfielder,Jamar,Dixon,J. Dixon,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),73,52,84.6%,100.0%,2,0,0.07,0.89,1,3,2,1,33.3%,50.0%,42.1%,33.3%,7,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4ezd4d37kbb1249qd7bvi0dzp,Canadian Premier League 2020 (Canada)
90,4,cfffc2qdknupbftpqye1cbf1l,224168,152,27,Centre Forward,Molham,Babouli,M. Babouli,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),70,45,62.2%,54.2%,2,1,0.29,0.11,0,2,1,1,50.0%,50.0%,52.9%,50.0%,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cfffc2qdknupbftpqye1cbf1l,Canadian Premier League 2020 (Canada)
91,3,ahyd5vf8f8cyoiefm8hsimzu1,204540,138,24,Centre Forward,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),69,45,73.3%,63.6%,0,0,0.03,0.89,1,3,2,2,66.7%,33.3%,26.1%,28.6%,8,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ahyd5vf8f8cyoiefm8hsimzu1,Canadian Premier League 2020 (Canada)
92,3,3hebpt7rddccp0powpyfwri7d,243961,166,21,Centre Forward,Terran,Campbell,T. Campbell,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),63,31,74.2%,50.0%,3,0,0.13,0.25,0,4,3,0,0.0%,60.0%,23.8%,0.0%,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3hebpt7rddccp0powpyfwri7d,Canadian Premier League 2020 (Canada)
93,2,6re26cen7xbrynezb3rerst05,112657,130,26,Centre Attacking Midfielder,Sergio,Camargo,S. Camargo,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),62,38,78.9%,87.5%,1,0,0.06,0.97,1,4,3,1,25.0%,0.0%,58.3%,0.0%,6,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6re26cen7xbrynezb3rerst05,Canadian Premier League 2020 (Canada)
93,4,c0bz7h3es1ym0n5he0l4ntzop,172568,215,23,Left Winger,Jordan,Brown,J. Brown,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),62,34,79.4%,77.8%,1,0,0.08,1.41,3,5,3,3,60.0%,50.0%,20.0%,0.0%,6,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:c0bz7h3es1ym0n5he0l4ntzop,Canadian Premier League 2020 (Canada)
93,3,9wsm9vzab3uywb8rox5go6jxm,484332,196,22,Centre Forward,Easton,Ongaro,E. Ongaro,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),62,28,82.1%,83.3%,0,0,0.06,1.14,1,4,4,1,25.0%,0.0%,29.4%,35.7%,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:9wsm9vzab3uywb8rox5go6jxm,Canadian Premier League 2020 (Canada)
96,3,8v158n3stjodma3bjlj4yg639,124576,139,30,Central Defender,Kareem,Moses,K. Moses,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),61,36,80.6%,-,0,0,0.00,0.44,0,3,3,0,0.0%,33.3%,41.7%,20.0%,4,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:8v158n3stjodma3bjlj4yg639,Canadian Premier League 2020 (Canada)
96,3,882vd5rnobx3xba2sb99k49gp,421823,169,20,Central Midfielder,Alessandro,Hojabrpour,A. Hojabrpour,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),61,44,79.5%,90.0%,1,0,0.03,0.37,0,3,3,0,0.0%,50.0%,47.1%,50.0%,7,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:882vd5rnobx3xba2sb99k49gp,Canadian Premier League 2020 (Canada)
