Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,xG,Goal,Shot,ShotExcBlk,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
103,1,9bu481g5htyonfco9whsamve2,483062,90,30,Right Attacking Midfielder,Mohamed,Kourouma,M. Kourouma,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,56,41,73.2%,100.0%,0,0,0.02,0.74,1,3,2,1,33.3%,0.0%,50.0%,0.0%,4,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,9bu481g5htyonfco9whsamve2:2126220,Y9 vs ATO (2020-08-15)
103,1,20o0wuwg7mm8ynf0msec3a06i,481560,90,28,Right Midfielder,Dean,Northover,D. Northover,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,56,34,58.8%,57.1%,0,0,0.01,0.03,0,1,0,0,0.0%,-,75.0%,66.7%,1,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,20o0wuwg7mm8ynf0msec3a06i:2126228,VAL vs CAV (2020-08-16)
103,1,4tus0wc9k482jmoncnstteelm,481577,90,25,Defensive Midfielder,Raphael,Ohin,R. Ohin,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,56,51,94.1%,66.7%,0,0,0.03,0.00,0,0,0,0,-,33.3%,80.0%,100.0%,5,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,4tus0wc9k482jmoncnstteelm:2126235,ATO vs VAL (2020-08-19)
103,1,49rr75teem0kobuhr4cesh756,484653,90,20,Left Midfielder,Mohamed,Farsi,M. Farsi,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,56,29,69.0%,62.5%,1,1,0.39,0.00,0,0,0,0,-,100.0%,57.1%,0.0%,6,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,49rr75teem0kobuhr4cesh756:2126228,VAL vs CAV (2020-08-16)
107,1,bzfamx9nfvg0cwshyldxiea5l,229907,79,21,Central Midfielder,Paolo,Sabak,P. Sabak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,55,46,87.0%,83.3%,0,0,0.09,0.05,0,1,1,0,0.0%,0.0%,50.0%,100.0%,5,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,bzfamx9nfvg0cwshyldxiea5l:2126225,FOR vs EDM (2020-08-16)
107,1,2zedqkn15thv6wx5xmgv48gd1,140123,90,29,Central Midfielder,Kyle,Bekker,K. Bekker,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,55,40,82.5%,90.9%,4,0,0.06,0.43,1,1,1,1,100.0%,0.0%,0.0%,-,8,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,2zedqkn15thv6wx5xmgv48gd1:2126242,FOR vs PAC (2020-08-22)
107,1,1yufrkhruoxnyg54sxgduilt5,423654,90,24,Right Wing Back,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,55,27,66.7%,75.0%,0,0,0.01,0.00,0,0,0,0,-,50.0%,45.5%,75.0%,8,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,1yufrkhruoxnyg54sxgduilt5:2126240,EDM vs CAV (2020-08-21)
107,1,9rwo2uejpeqqkmy6lgacm0ley,481367,90,25,Right Centre Back,Lukas,MacNaughton,L. MacNaughton,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,55,42,73.8%,100.0%,0,0,0.00,0.00,0,0,0,0,-,42.9%,69.2%,66.7%,7,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,9rwo2uejpeqqkmy6lgacm0ley:2126242,FOR vs PAC (2020-08-22)
111,1,eb8zwnam8ieg4y7xra9x5on9x,57342,74,32,Centre Attacking Midfielder,Francisco Javier,Acuña Víctor,F. Acuña,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,54,38,86.8%,84.2%,2,0,0.05,0.33,2,2,2,2,100.0%,100.0%,50.0%,-,5,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,eb8zwnam8ieg4y7xra9x5on9x:2126243,ATO vs EDM (2020-08-23)
111,1,4ux10kolns6m5lgd64wumjfth,197038,72,24,Central Midfielder,Louis,Béland-Goyette,L. Béland-Goyette,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,54,46,76.1%,54.5%,1,0,0.02,0.00,0,0,0,0,-,25.0%,44.4%,100.0%,10,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,4ux10kolns6m5lgd64wumjfth:2126238,HFX vs FOR (2020-08-20)
111,1,afbi7ba716z8at1irydcx44ix,250972,90,26,Left Winger,Ryan,Telfer,R. Telfer,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,54,23,73.9%,55.6%,2,0,0.17,0.36,0,6,6,3,50.0%,50.0%,66.7%,50.0%,5,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,afbi7ba716z8at1irydcx44ix:2126220,Y9 vs ATO (2020-08-15)
111,1,13wkddshf1c9zrygeg7r3s6w9,421818,90,19,Right Centre Back,Julian,Dunn-Johnson,J. Dunn-Johnson,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,54,49,91.8%,-,0,0,0.01,0.00,0,0,0,0,-,33.3%,75.0%,0.0%,2,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,13wkddshf1c9zrygeg7r3s6w9:2126235,ATO vs VAL (2020-08-19)
111,1,dlkpavxvjx1hy57k8sbk21lg5,88457,90,33,Goalkeeper,Ignacio,Zabal Almazán,Nacho Zabal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,54,43,60.5%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,100.0%,3,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,dlkpavxvjx1hy57k8sbk21lg5:2126220,Y9 vs ATO (2020-08-15)
111,1,4c5w90f125c6det9gu0ljmgnp,481754,90,24,Right Centre Back,Peter,Schaale,P. Schaale,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,54,38,65.8%,-,0,0,0.01,0.05,0,1,1,0,0.0%,66.7%,66.7%,50.0%,3,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,4c5w90f125c6det9gu0ljmgnp:2126221,HFX vs PAC (2020-08-15)
111,1,41yxh6wtv2lrs3js0y2ir7svd,223135,84,25,Central Midfielder,Bruno,Zebie,B. Zebie,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,54,40,87.5%,66.7%,0,0,0.01,0.00,0,0,0,0,-,33.3%,77.8%,0.0%,7,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,41yxh6wtv2lrs3js0y2ir7svd:2126228,VAL vs CAV (2020-08-16)
118,1,4g57cr61ps0y0w29dv3f5s3c9,199133,90,24,Left Midfielder,Mastanabal,Kacher,M. Kacher,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,53,38,73.7%,68.8%,0,0,0.13,0.03,0,1,1,0,0.0%,0.0%,37.5%,100.0%,4,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,4g57cr61ps0y0w29dv3f5s3c9:2126241,Y9 vs VAL (2020-08-22)
118,1,1yufrkhruoxnyg54sxgduilt5,423654,77,24,Right Midfielder,Jeannot,Esua,J. Esua,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,53,32,96.9%,100.0%,0,0,0.01,0.00,0,0,0,0,-,100.0%,77.8%,-,3,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,1yufrkhruoxnyg54sxgduilt5:2126243,ATO vs EDM (2020-08-23)
118,1,9rwo2uejpeqqkmy6lgacm0ley,481367,90,25,Right Centre Back,Lukas,MacNaughton,L. MacNaughton,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,53,37,81.1%,0.0%,1,0,0.00,0.72,1,4,4,1,25.0%,-,66.7%,60.0%,2,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,9rwo2uejpeqqkmy6lgacm0ley:2126232,PAC vs Y9 (2020-08-19)
118,1,7fcj29th1uv9jkhdh67tygeay,481562,90,24,Centre Forward,Nico,Pasquotti,N. Pasquotti,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,53,29,86.2%,90.0%,0,0,0.03,0.60,0,3,2,1,33.3%,100.0%,53.8%,40.0%,3,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,7fcj29th1uv9jkhdh67tygeay:2126240,EDM vs CAV (2020-08-21)
118,1,7z8zzlbmnxxfixcaod718ww0k,511208,70,23,Defensive Midfielder,Samuel,Gardner,S. Gardner,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,53,38,84.2%,85.7%,0,0,0.05,0.06,0,1,1,0,0.0%,100.0%,50.0%,50.0%,1,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,7z8zzlbmnxxfixcaod718ww0k:2126243,ATO vs EDM (2020-08-23)
123,1,57sscey83fcglkmcrtpp28k5,90727,90,31,Left Centre Back,Ramon,Soria,Soria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,52,41,85.4%,100.0%,1,0,0.01,0.00,0,0,0,0,-,0.0%,50.0%,100.0%,4,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,57sscey83fcglkmcrtpp28k5:2126225,FOR vs EDM (2020-08-16)
123,1,3ucemntfw84vk7op9z7wnf36d,428321,90,25,Goalkeeper,Nolan,Wirth,N. Wirth,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,52,34,61.8%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,100.0%,0,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,3ucemntfw84vk7op9z7wnf36d:2126242,FOR vs PAC (2020-08-22)
123,1,8djbjtpajhwv1falg9buuone2,481746,81,25,Defensive Midfielder,Wataru,Murofushi,W. Murofushi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,52,44,93.2%,100.0%,0,0,0.01,0.00,0,0,0,0,-,-,85.7%,-,5,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,8djbjtpajhwv1falg9buuone2:2126232,PAC vs Y9 (2020-08-19)
123,1,al5jt5ntx6alvfvo3tq1py6i2,483414,81,22,Left Midfielder,Zachary,Verhoven,Z. Verhoven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,52,24,75.0%,72.2%,6,0,0.44,0.05,0,1,1,1,100.0%,33.3%,25.0%,-,6,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,al5jt5ntx6alvfvo3tq1py6i2:2126242,FOR vs PAC (2020-08-22)
127,1,eb8zwnam8ieg4y7xra9x5on9x,57342,53,32,Centre Attacking Midfielder,Francisco Javier,Acuña Víctor,F. Acuña,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,51,40,85.0%,81.0%,1,1,0.61,0.00,0,0,0,0,-,50.0%,44.4%,-,7,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,eb8zwnam8ieg4y7xra9x5on9x:2126220,Y9 vs ATO (2020-08-15)
127,1,1i7a6katii8fnxncnyun4nyzt,243856,90,25,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,51,41,82.9%,-,0,0,0.01,0.10,0,2,2,1,50.0%,100.0%,66.7%,100.0%,4,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,1i7a6katii8fnxncnyun4nyzt:2126221,HFX vs PAC (2020-08-15)
127,1,cfx0kdkw50a9417og40fqqled,160292,90,28,Right Centre Back,Roger,Thompson,R. Thompson,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,51,44,65.9%,50.0%,1,0,0.01,0.00,0,0,0,0,-,-,77.8%,100.0%,3,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,cfx0kdkw50a9417og40fqqled:2126241,Y9 vs VAL (2020-08-22)
127,1,7yio8rqcy9vth90ps5f5j0s0l,243904,82,23,Left Back,Mateo,Restrepo,M. Restrepo,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,51,33,78.8%,100.0%,0,0,0.01,0.00,0,0,0,0,-,100.0%,33.3%,100.0%,6,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,7yio8rqcy9vth90ps5f5j0s0l:2126244,CAV vs HFX (2020-08-24)
131,1,eyems8p1wpp6df9w1wz6rdvpx,203479,90,27,Central Midfielder,Ben,McKendry,B. McKendry,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,50,36,72.2%,100.0%,1,0,0.05,0.00,0,0,0,0,-,80.0%,71.4%,-,5,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,eyems8p1wpp6df9w1wz6rdvpx:2126235,ATO vs VAL (2020-08-19)
131,1,2zedqkn15thv6wx5xmgv48gd1,140123,90,29,Central Midfielder,Kyle,Bekker,K. Bekker,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,50,37,78.4%,100.0%,0,0,0.01,0.36,1,3,2,2,66.7%,0.0%,54.5%,50.0%,8,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,2zedqkn15thv6wx5xmgv48gd1:2126218,FOR vs CAV (2020-08-14)
131,1,1i7a6katii8fnxncnyun4nyzt,243856,90,25,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,50,41,90.2%,-,0,0,0.00,0.00,0,0,0,0,-,0.0%,83.3%,66.7%,4,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,1i7a6katii8fnxncnyun4nyzt:2126244,CAV vs HFX (2020-08-24)
134,1,8ad2vcq9xcul0kkfms8qo0wk5,183434,90,24,Central Midfielder,Alexander,Achinioti-Jönsson,A. Achinioti-Jönsson,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,49,40,80.0%,100.0%,0,0,0.01,0.00,0,0,0,0,-,-,77.8%,66.7%,6,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,8ad2vcq9xcul0kkfms8qo0wk5:2126218,FOR vs CAV (2020-08-14)
134,1,8ipv2tlducl1y5qq8c8f4pdk9,193101,90,21,Left Back,Vashon,Neufville,V. Neufville,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,49,28,71.4%,100.0%,1,0,0.08,0.00,0,0,0,0,-,50.0%,37.5%,0.0%,4,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,8ipv2tlducl1y5qq8c8f4pdk9:2126243,ATO vs EDM (2020-08-23)
134,1,4ux10kolns6m5lgd64wumjfth,197038,81,24,Defensive Midfielder,Louis,Béland-Goyette,L. Béland-Goyette,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,49,30,86.7%,100.0%,1,0,0.02,0.03,0,1,0,0,0.0%,50.0%,42.9%,-,5,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,4ux10kolns6m5lgd64wumjfth:2126221,HFX vs PAC (2020-08-15)
134,1,c71o8hujd9joixq9ge68i4qg9,156664,90,24,Left Midfielder,Nathan,Mavila,N. Mavila,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,49,27,77.8%,100.0%,1,0,0.06,0.79,1,1,1,1,100.0%,50.0%,50.0%,50.0%,6,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,c71o8hujd9joixq9ge68i4qg9:2126218,FOR vs CAV (2020-08-14)
134,1,653qyopyxl1qrfmul2n3m5g16,481743,90,26,Right Back,Morey,Doner,M. Doner,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,49,25,80.0%,88.9%,0,0,0.02,0.00,0,0,0,0,-,0.0%,50.0%,100.0%,4,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,653qyopyxl1qrfmul2n3m5g16:2126232,PAC vs Y9 (2020-08-19)
134,1,7yfwpe3tltsxez80puqy7hoet,95575,90,28,Central Midfielder,Joseph,Di Chiara,J. Di Chiara,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,49,34,82.4%,85.7%,1,0,0.15,0.09,0,1,1,0,0.0%,-,45.5%,0.0%,5,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,7yfwpe3tltsxez80puqy7hoet:2126241,Y9 vs VAL (2020-08-22)
134,1,8djbjtpajhwv1falg9buuone2,481746,85,25,Central Midfielder,Wataru,Murofushi,W. Murofushi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,49,45,91.1%,88.9%,2,0,0.03,0.04,0,1,0,0,0.0%,-,40.0%,-,2,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,8djbjtpajhwv1falg9buuone2:2126241,Y9 vs VAL (2020-08-22)
141,1,8ipv2tlducl1y5qq8c8f4pdk9,193101,50,21,Left Back,Vashon,Neufville,V. Neufville,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,48,32,65.6%,75.0%,1,1,0.44,0.00,0,0,0,0,-,-,16.7%,0.0%,7,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,8ipv2tlducl1y5qq8c8f4pdk9:2126220,Y9 vs ATO (2020-08-15)
141,1,afbi7ba716z8at1irydcx44ix,250972,90,26,Left Winger,Ryan,Telfer,R. Telfer,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,48,27,55.6%,45.5%,2,0,0.09,0.24,0,4,1,1,25.0%,0.0%,70.0%,100.0%,2,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,afbi7ba716z8at1irydcx44ix:2126241,Y9 vs VAL (2020-08-22)
141,1,7ehcrcdv82ib5fkpo3498gpgp,244929,90,24,Left Back,Kwame,Awuah,K. Awuah,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,48,30,66.7%,40.0%,0,0,0.01,0.05,0,1,1,1,100.0%,75.0%,85.7%,100.0%,5,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,7ehcrcdv82ib5fkpo3498gpgp:2126242,FOR vs PAC (2020-08-22)
141,1,c11tg3waak6my0tyjpq9qeuzu,438073,90,18,Left Centre Back,Gianfranco,Facchineri,G. Facchineri,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,48,24,87.5%,100.0%,0,0,0.01,0.04,0,1,1,0,0.0%,70.0%,64.3%,-,7,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,c11tg3waak6my0tyjpq9qeuzu:2126235,ATO vs VAL (2020-08-19)
141,1,ex56fczses29ox8kg1fvaodm1,469158,90,23,Defensive Midfielder,Víctor,Martínez Manrique,Viti,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,48,38,73.7%,0.0%,0,0,0.01,0.00,0,0,0,0,-,100.0%,57.1%,100.0%,8,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,ex56fczses29ox8kg1fvaodm1:2126220,Y9 vs ATO (2020-08-15)
146,1,etxxyk4izi97gchj7fo58ogd1,110665,90,28,Left Centre Back,Andrew,Jean-Baptiste,A. Jean-Baptiste,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,47,35,82.9%,100.0%,0,0,0.01,0.00,0,0,0,0,-,-,40.0%,40.0%,1,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,etxxyk4izi97gchj7fo58ogd1:2126228,VAL vs CAV (2020-08-16)
146,1,6o11en42rzgf741oqqlu9a47p,159509,90,25,Left Centre Back,Luca,Gasparotto,L. Gasparotto,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,47,37,89.2%,100.0%,0,0,0.01,0.00,0,0,0,0,-,100.0%,66.7%,100.0%,3,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,6o11en42rzgf741oqqlu9a47p:2126241,Y9 vs VAL (2020-08-22)
146,1,br7fuyg4h8gseboweg8wjujft,225054,90,22,Central Defender,Thomas,Meilleur-Giguère,T. Meilleur-Giguère,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,47,39,94.9%,100.0%,0,0,0.01,0.20,0,1,1,1,100.0%,-,33.3%,33.3%,4,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,br7fuyg4h8gseboweg8wjujft:2126232,PAC vs Y9 (2020-08-19)
146,1,8xiikcvufow3u6jo0opzhtip5,243903,45,22,Left Centre Back,Robert,Boskovic,R. Boskovic,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,47,42,81.0%,50.0%,0,0,0.01,0.00,0,0,0,0,-,-,42.9%,50.0%,5,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,8xiikcvufow3u6jo0opzhtip5:2126244,CAV vs HFX (2020-08-24)
146,1,cdaayu6d9xzn4gyn5jg5p6vl6,481567,90,26,Goalkeeper,Triston,Henry,T. Henry,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,47,32,84.4%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,-,0,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,cdaayu6d9xzn4gyn5jg5p6vl6:2126242,FOR vs PAC (2020-08-22)
151,1,bzfamx9nfvg0cwshyldxiea5l,229907,80,21,Central Midfielder,Paolo,Sabak,P. Sabak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,46,33,81.8%,57.1%,2,0,0.05,0.04,0,1,1,0,0.0%,0.0%,54.5%,0.0%,2,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,bzfamx9nfvg0cwshyldxiea5l:2126218,FOR vs CAV (2020-08-14)
151,1,83d29e64znddf9kkyo62u4g6h,424288,64,21,Central Midfielder,Noah,Verhoeven,N. Verhoeven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,46,36,77.8%,90.9%,2,0,0.07,0.00,0,0,0,0,-,66.7%,55.6%,-,2,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,83d29e64znddf9kkyo62u4g6h:2126242,FOR vs PAC (2020-08-22)
151,1,3ucemntfw84vk7op9z7wnf36d,428321,90,25,Goalkeeper,Nolan,Wirth,N. Wirth,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,46,36,69.4%,-,0,0,0.00,0.00,0,0,0,0,-,-,0.0%,-,1,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,3ucemntfw84vk7op9z7wnf36d:2126221,HFX vs PAC (2020-08-15)
151,1,ex56fczses29ox8kg1fvaodm1,469158,90,23,Central Midfielder,Víctor,Martínez Manrique,Viti,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,46,34,79.4%,100.0%,0,0,0.03,0.06,0,1,1,0,0.0%,0.0%,50.0%,0.0%,2,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,ex56fczses29ox8kg1fvaodm1:2126235,ATO vs VAL (2020-08-19)
