Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,xG,Goal,Shot,ShotExcBlk,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
260,1,6r8emgp7oeom6yyibdb4g77c9,227780,71,23,Right Winger,David,Choinière,D. Choinière,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,25,15,73.3%,71.4%,0,0,0.41,0.00,0,0,0,0,-,0.0%,42.9%,-,3,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,6r8emgp7oeom6yyibdb4g77c9:2126242,FOR vs PAC (2020-08-22)
260,1,3hebpt7rddccp0powpyfwri7d,243961,72,21,Centre Forward,Terran,Campbell,T. Campbell,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,25,11,72.7%,75.0%,2,0,0.06,0.17,0,2,2,0,0.0%,0.0%,11.1%,0.0%,1,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,3hebpt7rddccp0powpyfwri7d:2126221,HFX vs PAC (2020-08-15)
260,1,6pi1u2mdt56ns3pqkdjp772s5,245004,45,25,Left Winger,Christopher,Nanco,C. Nanco,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,25,20,80.0%,71.4%,0,0,0.02,0.02,0,1,0,0,0.0%,0.0%,0.0%,0.0%,1,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,6pi1u2mdt56ns3pqkdjp772s5:2126225,FOR vs EDM (2020-08-16)
260,1,6re5keaha87h6kc01848h53ah,243956,25,26,Right Attacking Midfielder,Victor,Blasco,Victor Blasco,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,25,14,78.6%,83.3%,0,0,0.05,0.19,0,3,1,0,0.0%,0.0%,20.0%,0.0%,1,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,6re5keaha87h6kc01848h53ah:2126242,FOR vs PAC (2020-08-22)
260,1,882vd5rnobx3xba2sb99k49gp,421823,64,20,Central Midfielder,Alessandro,Hojabrpour,A. Hojabrpour,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,25,20,75.0%,100.0%,0,0,0.01,0.00,0,0,0,0,-,66.7%,57.1%,100.0%,5,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,882vd5rnobx3xba2sb99k49gp:2126221,HFX vs PAC (2020-08-15)
265,1,ex7za2yvl9xrcdtr60ake2bit,222921,90,27,Goalkeeper,Nathan,Ingham,N. Ingham,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,24,21,85.7%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,0,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,ex7za2yvl9xrcdtr60ake2bit:2126220,Y9 vs ATO (2020-08-15)
265,1,6r8emgp7oeom6yyibdb4g77c9,227780,45,23,Right Attacking Midfielder,David,Choinière,D. Choinière,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,24,12,91.7%,100.0%,1,1,0.14,0.08,0,1,0,0,0.0%,0.0%,50.0%,-,0,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,6r8emgp7oeom6yyibdb4g77c9:2126218,FOR vs CAV (2020-08-14)
265,1,6r8emgp7oeom6yyibdb4g77c9,227780,27,23,Right Winger,David,Choinière,D. Choinière,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,24,13,92.3%,100.0%,0,0,0.01,0.00,0,0,0,0,-,-,16.7%,-,2,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,6r8emgp7oeom6yyibdb4g77c9:2126238,HFX vs FOR (2020-08-20)
268,1,eyems8p1wpp6df9w1wz6rdvpx,203479,40,27,Defensive Midfielder,Ben,McKendry,B. McKendry,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,23,18,88.9%,100.0%,1,0,0.02,0.03,0,1,0,0,0.0%,75.0%,83.3%,50.0%,3,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,eyems8p1wpp6df9w1wz6rdvpx:2126243,ATO vs EDM (2020-08-23)
268,1,bwozu57m3yt2hypmbqe1hlbyt,210152,58,23,Central Midfielder,Moses,Dyer,M. Dyer,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,23,13,92.3%,100.0%,1,0,0.00,0.21,0,1,1,0,0.0%,-,62.5%,100.0%,2,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,bwozu57m3yt2hypmbqe1hlbyt:2126241,Y9 vs VAL (2020-08-22)
268,1,afbi7ba716z8at1irydcx44ix,250972,80,26,Centre Forward,Ryan,Telfer,R. Telfer,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,23,11,72.7%,60.0%,2,0,0.26,0.00,0,0,0,0,-,0.0%,33.3%,66.7%,1,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,afbi7ba716z8at1irydcx44ix:2126232,PAC vs Y9 (2020-08-19)
268,1,6pi1u2mdt56ns3pqkdjp772s5,245004,56,25,Left Winger,Christopher,Nanco,C. Nanco,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,23,7,57.1%,33.3%,0,0,0.00,0.05,1,1,1,1,100.0%,33.3%,27.3%,-,3,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,6pi1u2mdt56ns3pqkdjp772s5:2126242,FOR vs PAC (2020-08-22)
268,1,6v3jzhrpgs47rzoyw6b8lz6ui,507378,49,20,Right Attacking Midfielder,Max,Ferrari,M. Ferrari,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,23,11,90.9%,87.5%,0,0,0.01,0.15,0,3,3,1,33.3%,100.0%,18.2%,0.0%,4,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,6v3jzhrpgs47rzoyw6b8lz6ui:2126241,Y9 vs VAL (2020-08-22)
273,1,1mg5xen2me6dsqu3b0lktvnbp,81402,65,31,Centre Forward,Marcus,Haber,M. Haber,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,22,11,54.5%,50.0%,0,0,0.03,0.55,1,2,2,1,50.0%,-,46.7%,55.6%,2,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,1mg5xen2me6dsqu3b0lktvnbp:2126228,VAL vs CAV (2020-08-16)
273,1,8v158n3stjodma3bjlj4yg639,124576,29,30,Central Defender,Kareem,Moses,K. Moses,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,22,14,85.7%,-,0,0,0.00,0.33,0,1,1,0,0.0%,50.0%,33.3%,0.0%,2,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,8v158n3stjodma3bjlj4yg639:2126225,FOR vs EDM (2020-08-16)
273,1,16q3kpp7uxqjn9993xd5woauh,213571,18,23,Central Midfielder,Diego,Gutiérrez,D. Gutiérrez,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,22,16,81.3%,60.0%,0,0,0.01,0.00,0,0,0,0,-,0.0%,50.0%,100.0%,1,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,16q3kpp7uxqjn9993xd5woauh:2126228,VAL vs CAV (2020-08-16)
273,1,3hebpt7rddccp0powpyfwri7d,243961,68,21,Centre Forward,Terran,Campbell,T. Campbell,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,22,12,75.0%,0.0%,0,0,0.00,0.03,0,1,0,0,0.0%,75.0%,50.0%,0.0%,2,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,3hebpt7rddccp0powpyfwri7d:2126232,PAC vs Y9 (2020-08-19)
273,1,7whdjeubz6xgvlxtl91z93idx,173167,19,24,Left Centre Back,Jordan,Haynes,J. Haynes,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,22,16,87.5%,100.0%,0,0,0.01,0.00,0,0,0,0,-,-,-,-,2,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,7whdjeubz6xgvlxtl91z93idx:2126232,PAC vs Y9 (2020-08-19)
273,1,7fcj29th1uv9jkhdh67tygeay,481562,45,24,Right Winger,Nico,Pasquotti,N. Pasquotti,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,22,8,100.0%,100.0%,0,0,0.01,0.08,0,1,0,0,0.0%,100.0%,55.6%,-,1,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,7fcj29th1uv9jkhdh67tygeay:2126228,VAL vs CAV (2020-08-16)
273,1,9wsm9vzab3uywb8rox5go6jxm,484332,90,22,Right Winger,Easton,Ongaro,E. Ongaro,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,22,6,100.0%,100.0%,0,0,0.02,0.98,1,1,1,1,100.0%,-,18.2%,0.0%,2,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,9wsm9vzab3uywb8rox5go6jxm:2126243,ATO vs EDM (2020-08-23)
273,1,6oy4mzcnojabnil6u43mxal4a,478934,56,25,Centre Forward,Malcolm Isaiah,Shaw,M. Shaw,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,22,16,87.5%,77.8%,0,0,0.02,0.61,1,1,1,1,100.0%,0.0%,8.3%,0.0%,1,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,6oy4mzcnojabnil6u43mxal4a:2126220,Y9 vs ATO (2020-08-15)
273,1,6v3jzhrpgs47rzoyw6b8lz6ui,507378,37,20,Right Midfielder,Max,Ferrari,M. Ferrari,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,22,13,69.2%,60.0%,0,0,0.02,0.11,0,1,0,0,0.0%,-,40.0%,100.0%,2,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,6v3jzhrpgs47rzoyw6b8lz6ui:2126220,Y9 vs ATO (2020-08-15)
282,1,c8gbyfp650fgai5782915ywa1,210185,26,25,Left Winger,Elimane,Cissé,E. Cissé,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,21,12,83.3%,83.3%,0,0,0.04,0.04,0,1,1,1,100.0%,-,75.0%,-,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,c8gbyfp650fgai5782915ywa1:2126238,HFX vs FOR (2020-08-20)
282,1,db3mtdls95klppptl1n96ezf9,92442,61,30,Defensive Midfielder,Kyle,Porter,K. Porter,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,21,12,66.7%,50.0%,0,0,0.04,0.06,0,1,1,0,0.0%,-,25.0%,50.0%,2,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,db3mtdls95klppptl1n96ezf9:2126232,PAC vs Y9 (2020-08-19)
282,1,b6aw65sbptx2dlqsfx64x59m1,423281,78,24,Centre Forward,Austin,Ricci,A. Ricci,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,21,8,75.0%,66.7%,0,0,0.02,0.62,0,4,3,3,75.0%,-,28.6%,-,1,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,b6aw65sbptx2dlqsfx64x59m1:2126235,ATO vs VAL (2020-08-19)
282,1,549bk4ar8s05kzy78wi86one2,425739,45,22,Right Attacking Midfielder,Alex,Marshall,A. Marshsall,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,21,12,100.0%,100.0%,1,1,0.29,0.08,0,2,1,0,0.0%,0.0%,33.3%,-,2,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,549bk4ar8s05kzy78wi86one2:2126238,HFX vs FOR (2020-08-20)
282,1,26zoncn0ilfvg5gwn91dkqmt,481764,86,23,Centre Forward,Akeem,Garcia,A. Garcia,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,21,11,81.8%,50.0%,1,0,0.01,0.12,1,1,1,1,100.0%,0.0%,62.5%,-,1,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,26zoncn0ilfvg5gwn91dkqmt:2126238,HFX vs FOR (2020-08-20)
282,1,dl4wkt9bhput0z1sikhu15562,483117,24,21,Right Back,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,21,13,92.3%,100.0%,0,0,0.24,0.00,0,0,0,0,-,100.0%,33.3%,-,1,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,dl4wkt9bhput0z1sikhu15562:2126235,ATO vs VAL (2020-08-19)
282,1,4t92bvofxxvfqe6f2w9gs8t0p,200948,70,23,Right Midfielder,Cory,Bent,C. Bent,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,21,9,44.4%,60.0%,0,0,0.00,0.00,0,0,0,0,-,0.0%,50.0%,50.0%,0,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,4t92bvofxxvfqe6f2w9gs8t0p:2126244,CAV vs HFX (2020-08-24)
289,1,al5jt5ntx6alvfvo3tq1py6i2,483414,26,22,Right Attacking Midfielder,Zachary,Verhoven,Z. Verhoven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,20,9,88.9%,100.0%,2,1,0.04,0.11,1,2,2,1,50.0%,0.0%,57.1%,-,1,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,al5jt5ntx6alvfvo3tq1py6i2:2126221,HFX vs PAC (2020-08-15)
289,1,3e7gd7j0811kh4ibwd2wfr84p,484575,34,29,Centre Forward,Maksym,Kowal,M. Kowal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,20,10,70.0%,66.7%,0,0,0.00,0.00,0,0,0,0,-,-,33.3%,28.6%,1,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,3e7gd7j0811kh4ibwd2wfr84p:2126220,Y9 vs ATO (2020-08-15)
289,1,759r7l0y8jofaf394tnc7ytt6,481629,13,19,Right Wing Back,Prince,Amanda,P. Amanda,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,20,10,100.0%,-,0,0,0.00,0.00,0,0,0,0,-,-,40.0%,50.0%,1,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,759r7l0y8jofaf394tnc7ytt6:2126243,ATO vs EDM (2020-08-23)
292,1,dpee0p2qzqrzcefewdtey4vyt,31866,45,33,Central Midfielder,Daryl,Fordyce,D. Fordyce,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,19,13,61.5%,0.0%,0,0,0.00,0.05,0,2,2,0,0.0%,-,100.0%,100.0%,1,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,dpee0p2qzqrzcefewdtey4vyt:2126228,VAL vs CAV (2020-08-16)
292,1,b6aw65sbptx2dlqsfx64x59m1,423281,76,24,Centre Forward,Austin,Ricci,A. Ricci,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,19,11,54.5%,33.3%,0,0,0.01,0.00,0,0,0,0,-,100.0%,20.0%,-,2,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,b6aw65sbptx2dlqsfx64x59m1:2126241,Y9 vs VAL (2020-08-22)
292,1,28s4e8xbplnxxbi8dx7544g2y,425652,56,22,Centre Forward,Gabriel,Wiethaeuper-Balbinotti,G. Wiethaeuper-Balbinotti,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,19,12,58.3%,25.0%,0,0,0.01,0.07,0,1,1,0,0.0%,-,37.5%,50.0%,0,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,28s4e8xbplnxxbi8dx7544g2y:2126242,FOR vs PAC (2020-08-22)
295,1,614w28s7cigyjam7f10hz9gwl,45750,63,32,Centre Forward,Tomi,Ameobi,T. Ameobi,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,18,10,60.0%,50.0%,0,0,0.00,0.00,0,0,0,0,-,0.0%,33.3%,80.0%,2,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,614w28s7cigyjam7f10hz9gwl:2126240,EDM vs CAV (2020-08-21)
295,1,62nti15up6a14yi1featiyhd6,425640,45,21,Left Midfielder,Daniel,Kinumbe,D. Kinumbe,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,18,8,62.5%,0.0%,0,0,0.00,0.00,0,0,0,0,-,50.0%,66.7%,-,3,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,62nti15up6a14yi1featiyhd6:2126238,HFX vs FOR (2020-08-20)
295,1,al5jt5ntx6alvfvo3tq1py6i2,483414,18,22,Central Midfielder,Zachary,Verhoven,Z. Verhoven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,18,5,80.0%,100.0%,0,0,0.01,0.00,0,0,0,0,-,-,66.7%,-,0,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,al5jt5ntx6alvfvo3tq1py6i2:2126232,PAC vs Y9 (2020-08-19)
295,1,dl4wkt9bhput0z1sikhu15562,483117,41,21,Left Back,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,18,5,100.0%,100.0%,0,0,0.01,0.04,0,1,0,0,0.0%,20.0%,71.4%,0.0%,2,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,dl4wkt9bhput0z1sikhu15562:2126241,Y9 vs VAL (2020-08-22)
299,1,cfffc2qdknupbftpqye1cbf1l,224168,34,27,Centre Forward,Molham,Babouli,M. Babouli,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,17,10,60.0%,50.0%,1,1,0.24,0.03,0,1,0,0,0.0%,-,60.0%,50.0%,1,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,cfffc2qdknupbftpqye1cbf1l:2126242,FOR vs PAC (2020-08-22)
299,1,32fe58rlsvv1h3qthbhol08yy,481846,22,26,Centre Forward,Anthony,Novak,A. Novak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,17,14,92.9%,87.5%,1,0,0.04,0.00,0,0,0,0,-,-,42.9%,25.0%,0,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,32fe58rlsvv1h3qthbhol08yy:2126225,FOR vs EDM (2020-08-16)
299,1,3p86lh50rfrmmlrnxsq17dwtm,484562,37,25,Left Back,Jarred,Phillips,J. Phillips,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,17,7,57.1%,100.0%,0,0,0.00,0.00,0,0,0,0,-,75.0%,57.1%,0.0%,0,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,3p86lh50rfrmmlrnxsq17dwtm:2126220,Y9 vs ATO (2020-08-15)
299,1,bh7fb8v7o5wynmapdhlth594a,486673,50,16,Central Midfielder,Antoine,Coupland,A. Coupland,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,17,6,50.0%,50.0%,0,0,0.00,0.00,0,0,0,0,-,75.0%,55.6%,100.0%,1,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,bh7fb8v7o5wynmapdhlth594a:2126243,ATO vs EDM (2020-08-23)
299,1,70nre4jhk68koi0istju9v9ey,501440,45,26,Centre Forward,Ibrahima,Sanoh,I. Sanoh,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,17,7,57.1%,33.3%,1,0,0.01,0.00,0,0,0,0,-,0.0%,42.9%,66.7%,3,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,70nre4jhk68koi0istju9v9ey:2126244,CAV vs HFX (2020-08-24)
304,1,3hebpt7rddccp0powpyfwri7d,243961,26,21,Left Midfielder,Terran,Campbell,T. Campbell,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,16,8,75.0%,50.0%,1,0,0.06,0.05,0,1,1,0,0.0%,-,0.0%,-,2,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,3hebpt7rddccp0powpyfwri7d:2126242,FOR vs PAC (2020-08-22)
304,1,4bc5n4bry6a5wswiwzq8d9oq2,481569,24,23,Second Striker,Kadell,Thomas,K. Thomas,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,16,7,85.7%,100.0%,1,0,0.01,0.08,0,1,1,0,0.0%,0.0%,37.5%,33.3%,2,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,4bc5n4bry6a5wswiwzq8d9oq2:2126218,FOR vs CAV (2020-08-14)
304,1,bpxxztlpukizv1d2a5506ilbe,481568,45,22,Right Winger,Marcel,Zajac,M. Zajac,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,16,7,71.4%,100.0%,0,0,0.00,0.13,0,1,0,0,0.0%,-,50.0%,33.3%,1,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,bpxxztlpukizv1d2a5506ilbe:2126218,FOR vs CAV (2020-08-14)
304,1,c0bz7h3es1ym0n5he0l4ntzop,172568,66,23,Centre Forward,Jordan,Brown,J. Brown,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,16,10,60.0%,60.0%,1,0,0.05,0.05,0,1,0,0,0.0%,-,0.0%,-,2,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,c0bz7h3es1ym0n5he0l4ntzop:2126218,FOR vs CAV (2020-08-14)
304,1,7syvxffcyqbhwd42954p8ej85,159998,45,23,Left Midfielder,Hanson,Boakai,H. Boakai,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,16,7,100.0%,100.0%,0,0,0.00,0.00,0,0,0,0,-,0.0%,40.0%,-,3,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,7syvxffcyqbhwd42954p8ej85:2126240,EDM vs CAV (2020-08-21)
309,1,86tz9u1o9o5u0lbyycyd3df4l,37057,19,35,Central Midfielder,Nikolas,Ledgerwood,N. Ledgerwood,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,15,11,54.5%,66.7%,0,0,0.01,0.00,0,0,0,0,-,0.0%,50.0%,-,1,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,86tz9u1o9o5u0lbyycyd3df4l:2126244,CAV vs HFX (2020-08-24)
309,1,6ptroe7b9vgzimcvzo2fehcr9,167890,37,25,Right Winger,Michael,Petrasso,M. Petrasso,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,15,9,100.0%,100.0%,0,0,0.01,0.08,0,1,1,0,0.0%,-,75.0%,50.0%,0,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,6ptroe7b9vgzimcvzo2fehcr9:2126241,Y9 vs VAL (2020-08-22)
309,1,cfffc2qdknupbftpqye1cbf1l,224168,26,27,Centre Forward,Molham,Babouli,M. Babouli,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,15,11,72.7%,60.0%,1,0,0.01,0.00,0,0,0,0,-,-,75.0%,-,1,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,cfffc2qdknupbftpqye1cbf1l:2126238,HFX vs FOR (2020-08-20)
