game,team,position,number,name,first,last,minutes,touches,passes,pass accuracy,crosses,cross accuracy,assists,chances,goals,shots,shots on target,shots in box,shots outside box,tackles,tackles won,duels,duels won,clearances,interceptions,yellow,red,fouls won,fouls conceded,shots faced,saves,claimed crosses,clean sheets
I52,FC Edmonton,m,23,Ajay Khabra,Ajay,Khabra,76.00,51.00,40.00,0.85,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,10.00,7.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,f,9,Ajeej Sarkaria,Ajeej,Sarkaria,5.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,d,4,Allan Zebie,Allan,Zebie,90.00,63.00,40.00,0.75,2.00,0.50,0.00,1.00,0.00,1.00,0.00,0.00,1.00,4.00,4.00,10.00,5.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,d,55,Amer Didic,Amer,Đidić,90.00,66.00,59.00,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,4.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,m,20,Bruno Zebie,Bruno,Zebie,90.00,47.00,24.00,0.88,1.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,11.00,3.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,g,13,Dylon Powley,Dylon,Powley,90.00,37.00,33.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,1.00
I52,FC Edmonton,f,19,Easton Ongaro,Easton,Ongaro,90.00,29.00,14.00,0.86,1.00,0.00,0.00,0.00,1.00,4.00,2.00,4.00,0.00,1.00,1.00,15.00,6.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,m,6,Edem Mortotsi,Edem,Mortotsi,25.00,15.00,11.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,d,3,Jeannot Esua,Jeannot,Esua,90.00,61.00,36.00,0.83,4.00,0.25,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,d,8,Mélé Temguia,Mélé,Temguia,90.00,63.00,54.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,16.00,5.00,1.00,2.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,f,45,Oumar Diouck,Oumar,Diouck,85.00,50.00,34.00,0.88,1.00,1.00,0.00,1.00,0.00,2.00,0.00,1.00,1.00,3.00,2.00,14.00,6.00,1.00,1.00,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,d,5,Ramón Soria,Ramón,Soria,90.00,60.00,49.00,0.74,3.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,f,11,Randy Edwini-Bonsu,Randy,Edwini-Bonsu,14.00,18.00,8.00,0.38,2.00,1.00,0.00,2.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,5.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I52,FC Edmonton,f,18,Tomi Ameobi,Tomi,Ameobi,65.00,27.00,17.00,0.53,0.00,0.00,0.00,1.00,1.00,2.00,2.00,2.00,0.00,0.00,0.00,12.00,6.00,2.00,0.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,m,11,Akeem Garcia,Akeem,Garcia,90.00,28.00,16.00,0.94,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,7.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,d,24,Alex De Carolis,Alex,De Carolis,8.00,8.00,4.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,m,18,Andre Rampersad,Andre,Rampersad,63.00,39.00,33.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,5.00,4.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,d,3,André Bona,André,Bona,90.00,71.00,41.00,0.66,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,16.00,9.00,3.00,1.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,d,4,Chakib Hocine,Chakib,Hocine,82.00,43.00,36.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,d,6,Chrisnovic N'sa,Chrisnovic,N'sa,90.00,67.00,39.00,0.77,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,9.00,5.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,g,50,Christian Oxner,Christian,Oxner,90.00,40.00,30.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00
I52,HFX Wanderers FC,m,8,Elliot Simmons,Elliot,Simmons,27.00,21.00,19.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,m,7,Juan Diego Gutiérrez,Juan,Diego Gutiérrez,63.00,32.00,23.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,7.00,3.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,f,10,Luis Alberto Perea,Luis,Alberto Perea,90.00,38.00,31.00,0.77,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,f,12,Mohamed Kourouma,Mohamed,Kourouma,27.00,15.00,7.00,0.57,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,d,2,Peter Schaale,Peter,Schaale,90.00,62.00,46.00,0.65,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,4.00,18.00,9.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,m,15,Scott Firth,Scott,Firth,90.00,51.00,38.00,0.90,4.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,4.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I52,HFX Wanderers FC,f,17,Tomasz Skublak,Tomasz,Skublak,90.00,44.00,26.00,0.69,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,27.00,17.00,0.00,1.00,0.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,m,11,Akeem Garcia,Akeem,Garcia,90.00,44.00,23.00,0.87,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,16.00,6.00,1.00,1.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,m,18,Andre Rampersad,Andre,Rampersad,90.00,59.00,47.00,0.87,0.00,0.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,3.00,1.00,13.00,8.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,d,3,André Bona,André,Bona,77.00,56.00,31.00,0.84,2.00,0.50,0.00,1.00,0.00,2.00,0.00,1.00,1.00,1.00,1.00,13.00,7.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,d,6,Chrisnovic N'sa,Chrisnovic,N'sa,13.00,12.00,6.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,g,50,Christian Oxner,Christian,Oxner,90.00,27.00,18.00,0.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00
I53,HFX Wanderers FC,m,8,Elliot Simmons,Elliot,Simmons,90.00,56.00,46.00,0.80,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,10.00,5.00,1.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,f,10,Luis Alberto Perea,Luis,Alberto Perea,90.00,47.00,33.00,0.73,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00,1.00,15.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,d,23,Matthew Arnone,Matthew,Arnone,90.00,51.00,35.00,0.83,0.00,0.00,0.00,0.00,1.00,2.00,1.00,2.00,0.00,1.00,1.00,6.00,6.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,f,12,Mohamed Kourouma,Mohamed,Kourouma,90.00,60.00,33.00,0.70,9.00,0.44,0.00,3.00,0.00,4.00,1.00,1.00,3.00,5.00,3.00,11.00,5.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,d,20,Ndzemdzela Langwa,Ndzemdzela,Langwa,90.00,65.00,33.00,0.61,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,20.00,9.00,2.00,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,d,2,Peter Schaale,Peter,Schaale,90.00,36.00,24.00,0.58,0.00,0.00,1.00,1.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,6.00,6.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I53,HFX Wanderers FC,f,17,Tomasz Skublak,Tomasz,Skublak,90.00,52.00,26.00,0.81,0.00,0.00,0.00,4.00,0.00,2.00,0.00,1.00,1.00,2.00,0.00,21.00,10.00,0.00,1.00,1.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00
I53,Valour FC,d,15,Adam Mitter,Adam,Mitter,83.00,49.00,37.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,10.00,5.00,6.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I53,Valour FC,m,8,Diego Gutiérrez,Diego,Gutiérrez,22.00,19.00,15.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00,4.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I53,Valour FC,m,10,Dylan Carreiro,Dylan,Carreiro,64.00,24.00,16.00,0.88,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I53,Valour FC,m,11,Glenn Muenkat,Glenn,Muenkat,7.00,6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I53,Valour FC,d,4,Jordan Murrell,Jordan,Murrell,89.00,50.00,29.00,0.83,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,2.00,1.00,8.00,4.00,3.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
I53,Valour FC,m,21,José Antonio Galán Pedrosa,José,Antonio Galán Pedrosa,68.00,58.00,45.00,0.80,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,3.00,0.00,13.00,6.00,2.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I53,Valour FC,m,22,Marco Bustos,Marco,Bustos,90.00,61.00,35.00,0.71,6.00,0.33,0.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,17.00,8.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I53,Valour FC,d,6,Martín Arguiñarena,Martín,Arguiñarena,90.00,63.00,31.00,0.77,5.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,5.00,5.00,12.00,9.00,4.00,4.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I53,Valour FC,g,26,Mathias Janssens,Mathias,Janssens,90.00,41.00,29.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,0.00,0.00
I53,Valour FC,m,9,Michael Petrasso,Michael,Petrasso,90.00,63.00,26.00,0.89,8.00,0.13,0.00,0.00,0.00,2.00,0.00,1.00,1.00,1.00,1.00,18.00,10.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I53,Valour FC,f,17,Michele Paolucci,Michele,Paolucci,90.00,17.00,8.00,0.75,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,11.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I53,Valour FC,m,27,Raphael Ohin,Raphael,Ohin,90.00,71.00,49.00,0.76,2.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,1.00,2.00,1.00,17.00,6.00,2.00,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
I53,Valour FC,d,3,Skylar Thomas,Skylar,Thomas,90.00,66.00,52.00,0.77,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,10.00,4.00,7.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I53,Valour FC,f,16,Tyler Attardo,Tyler,Attardo,26.00,11.00,6.00,0.50,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,m,18,Andre Rampersad,Andre,Rampersad,90.00,71.00,52.00,0.90,0.00,0.00,0.00,3.00,0.00,2.00,1.00,1.00,1.00,1.00,1.00,9.00,5.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,d,6,Chrisnovic N'sa,Chrisnovic,N'sa,90.00,53.00,31.00,0.68,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,13.00,8.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,g,50,Christian Oxner,Christian,Oxner,90.00,26.00,19.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00
I54,HFX Wanderers FC,m,8,Elliot Simmons,Elliot,Simmons,81.00,66.00,52.00,0.83,2.00,0.50,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,1.00,1.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,m,7,Juan Diego Gutiérrez,Juan,Diego Gutiérrez,24.00,9.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,m,9,Kodai Iida,Kodai,Iida,24.00,7.00,4.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,m,13,Kouamé Ouattara,Kouamé,Ouattara,9.00,11.00,9.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,f,10,Luis Alberto Perea,Luis,Alberto Perea,66.00,27.00,22.00,0.73,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,d,23,Matthew Arnone,Matthew,Arnone,90.00,54.00,45.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,f,12,Mohamed Kourouma,Mohamed,Kourouma,90.00,49.00,32.00,0.81,4.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,2.00,1.00,1.00,7.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,d,20,Ndzemdzela Langwa,Ndzemdzela,Langwa,90.00,94.00,45.00,0.78,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,5.00,31.00,23.00,2.00,1.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,d,2,Peter Schaale,Peter,Schaale,90.00,45.00,32.00,0.72,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,4.00,4.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,f,17,Tomasz Skublak,Tomasz,Skublak,90.00,43.00,31.00,0.71,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,12.00,6.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00
I54,HFX Wanderers FC,d,25,Zachary Sukunda,Zachary,Sukunda,66.00,21.00,13.00,0.85,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,f,24,Aribim Pepple,Aribim,Pepple,24.00,11.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,m,20,Carlos Patiño,Carlos,Patiño,11.00,15.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,7.00,5.00,1.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,d,4,Dominick Zator,Dominick,Zator,90.00,92.00,81.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,1.00,2.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,f,19,Dominique Malonga,Dominique,Malonga,90.00,45.00,36.00,0.81,0.00,0.00,0.00,1.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,6.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,m,16,Elijah Adekugbe,Elijah,Adekugbe,90.00,73.00,63.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,8.00,6.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,d,14,Jonathan Wheeldon,Jonathan,Wheeldon,90.00,79.00,74.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,f,9,Jordan Brown,Jordan,Brown,66.00,29.00,16.00,0.81,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,10.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,m,11,José Escalante,José,Escalante,90.00,59.00,44.00,0.73,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,1.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,f,21,Malyk Hamilton,Malyk,Hamilton,90.00,57.00,35.00,0.86,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,9.00,4.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,g,1,Marco Carducci,Marco,Carducci,90.00,33.00,23.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00
I54,Cavalry FC,d,5,Mason Trafford,Mason,Trafford,90.00,80.00,74.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,m,18,Mauro Eustaquio,Mauro,Eustaquio,90.00,94.00,75.00,0.81,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,12.00,8.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
I54,Cavalry FC,f,7,Oliver Minatel,Oliver,Minatel,79.00,42.00,16.00,0.88,4.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,25.00,9.00,1.00,2.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
I55,York9 FC,d,2,Daniel Gogarty,Daniel,Gogarty,53.00,40.00,37.00,0.95,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I55,York9 FC,d,20,Diyaeddine Abzi,Diyaeddine,Abzi,90.00,86.00,48.00,0.79,7.00,0.14,0.00,1.00,0.00,2.00,0.00,1.00,1.00,3.00,2.00,10.00,6.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I55,York9 FC,m,14,Emmanuel Zambazis,Emmanuel,Zambazis,90.00,99.00,90.00,0.93,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,10.00,6.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I55,York9 FC,m,11,Emilio Estevez,Estevez,Emilio,18.00,14.00,11.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I55,York9 FC,m,8,Joseph Di Chiara,Joseph,Di Chiara,90.00,64.00,46.00,0.87,0.00,0.00,0.00,4.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,13.00,5.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
I55,York9 FC,m,19,Kyle Porter,Kyle,Porter,79.00,39.00,27.00,0.82,3.00,0.33,0.00,1.00,0.00,3.00,3.00,2.00,1.00,0.00,0.00,11.00,5.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
I55,York9 FC,d,13,Luca Gasparotto,Luca,Gasparotto,90.00,87.00,72.00,0.93,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,10.00,5.00,2.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I55,York9 FC,d,3,Morey Doner,Morey,Doner,90.00,85.00,56.00,0.88,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,9.00,6.00,1.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I55,York9 FC,g,1,Nathan Ingham,Nathan,Ingham,90.00,38.00,27.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00
I55,York9 FC,f,22,Rodrigo Gattas,Rodrigo,Gattas,90.00,66.00,36.00,0.72,4.00,0.50,0.00,1.00,0.00,7.00,3.00,4.00,3.00,1.00,1.00,11.00,3.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I55,York9 FC,d,6,Roger Thompson,Roger,Thompson,37.00,26.00,24.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I55,York9 FC,m,18,Ryan Telfer,Ryan,Telfer,90.00,58.00,25.00,0.68,14.00,0.29,0.00,3.00,0.00,4.00,2.00,3.00,1.00,1.00,1.00,17.00,12.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00
I55,York9 FC,f,12,Simon Karlsson Adjei,Simon,Karlsson Adjei,11.00,5.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I55,York9 FC,m,23,Wataru Murofushi,Wataru,Murofushi,72.00,43.00,39.00,0.87,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I55,Valour FC,d,15,Adam Mitter,Adam,Mitter,90.00,30.00,19.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,8.00,5.00,5.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
