Rank,GM,optaTeamId,team,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
67,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,4,2,0,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,5,3,50,28,428,193,157,0.99,0,0,0.48,2,1,1,6,7,23,2,2,60,11,0,0,652,58,5,14,11,57,54.30%,25,16,63,4,2,4,2,1,8,1,1,0,0,1,0,0,0,0,0,0,6,0,0,2,1,1,0,4,4,2,1,3,0,2,3,0,0,1,1,4,13,151,229,272,26,44.40%,81.80%,180,60,110,142,212,0,19,16,65.50%,29,0.92,HFX vs VAL,2019-09-21,5enhkotsmczkzt7pdnznb6zxm,15378,5gmx3o5y2oc0i6rowjwtu7jvu:1052454,HFX vs VAL (2019-09-21)
68,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,49,22,437,214,152,0.69,0,0,0.64,1,1,3,5,8,23,1,0,61,15,0,0,651,52,10,13,12,49,71.90%,14,6,63,2,2,7,4,4,9,2,0,0,0,0,0,0,1,1,0,0,4,0,0,2,2,1,0,3,0,4,0,2,0,2,0,0,0,1,0,0,21,127,221,303,15,33.60%,83.80%,184,61,121,148,219,0,17.6,9,61.50%,13,0.9,VAL vs HFX,2019-05-11,4lvxdock0f516s8sxjqnjyfl6,15378,5gmx3o5y2oc0i6rowjwtu7jvu:1052383,VAL vs HFX (2019-05-11)
69,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,4,0,4,2,5,3,0,0,0,0,0,0,0,0,2,1,0,0,3,3,61,12,436,226,137,1.58,0,0,1.33,2,2,5,4,9,18,3,3,63,9,0,0,646,54,5,14,7,37,57.60%,11,5,49,3,3,7,4,6,7,5,0,0,0,0,0,1,2,2,0,0,2,0,0,1,0,0,0,2,2,0,0,1,0,0,2,0,0,1,2,4,5,161,232,253,19,35.60%,83.30%,157,65,141,164,191,0,21.8,14,52.60%,38,1.94,HFX vs VAL,2019-06-26,4wnipio218ipvoim5zm3ozq0a,15376,dd2vf0yzjm7jm7cak9tf11sa2:1052404,HFX vs VAL (2019-06-26)
70,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,5,0,1,3,10,4,0,0,2,0,1,0,1,1,3,3,0,0,3,6,60,32,395,180,123,1.73,1,0,0.74,1,0,2,9,11,15,3,0,78,8,1,1,643,50,6,16,16,60,71.00%,22,9,69,4,3,4,2,5,12,1,0,0,0,0,0,0,2,1,1,0,2,0,0,0,2,0,0,2,1,1,0,2,0,0,0,0,0,1,2,2,16,130,247,266,21,40.50%,76.70%,151,33,119,161,189,0,20.7,9,76.30%,38,1.89,PAC vs VAL,2019-05-02,4j6hzym2ji5zgrm0w0nzugmzu,15378,b3436h8h14zw7f1uv6w9vqf6y:1052377,PAC vs VAL (2019-05-02)
71,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,51,26,455,250,128,1.05,1,0,0.29,1,0,1,3,4,22,1,0,38,10,0,0,642,56,5,6,10,43,39.30%,21,4,51,6,2,4,2,3,4,2,0,0,0,0,0,1,3,3,0,0,10,2,1,5,4,0,0,8,6,4,2,2,0,4,2,0,0,0,7,14,11,109,268,265,15,36.70%,83.10%,183,39,156,186,219,0,18,17,45.50%,22,3.68,EDM vs PAC,2019-08-10,56rc1pqth0zz4z61i5tjx282y,6925,b3436h8h14zw7f1uv6w9vqf6y:1052432,EDM vs PAC (2019-08-10)
72,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,1,4,2,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,63,15,452,182,192,0.9,1,1,0.78,0,0,0,8,8,30,1,0,52,9,0,0,640,61,9,20,15,57,65.90%,13,5,59,4,4,9,2,1,6,2,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,3,2,1,0,1,0,0,0,0,0,2,1,4,4,155,175,310,11,35.20%,82.70%,201,68,105,129,239,0,19.8,15,38.50%,13,0.69,VAL vs HFX,2019-05-11,4lvxdock0f516s8sxjqnjyfl6,15376,dd2vf0yzjm7jm7cak9tf11sa2:1052383,VAL vs HFX (2019-05-11)
73,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,1,1,4,3,0,0,0,0,1,0,1,0,0,0,1,0,4,3,85,35,436,171,145,1.2,1,1,1.04,1,1,0,6,6,9,2,0,40,1,0,0,639,44,5,14,24,69,90.50%,25,13,63,5,4,4,1,6,4,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,2,1,1,0,0,0,1,1,0,0,0,1,4,8,120,204,315,12,33.70%,72.50%,171,55,90,120,244,0,18.9,2,33.30%,27,0.9,EDM vs FOR,2019-07-27,53g0lnf436lqjdeojawdin2i2,6925,c2pdzdl3dgf5b0siidn2ay5ii:1052424,EDM vs FOR (2019-07-27)
73,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,1,2,1,0,8,3,0,0,3,1,0,1,0,0,0,0,1,0,4,7,86,21,437,224,106,1.06,1,0,0.17,1,0,2,2,4,15,2,1,61,6,0,0,639,46,7,12,9,38,79.20%,8,3,55,4,4,7,7,3,6,5,1,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,4,2,2,0,3,0,0,1,0,0,3,0,8,7,125,234,280,16,37.10%,75.50%,157,33,140,174,209,0,20.7,5,58.80%,34,0.35,CAV vs VAL,2019-05-09,4lfui87m3zeqqeec2n1i4huui,15378,41ewt71n8fqwy6trsqta1bjvu:1052382,CAV vs VAL (2019-05-09)
75,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,4,0,1,0,6,5,0,0,2,0,2,0,2,0,0,0,2,0,2,8,74,27,467,191,175,1.74,2,2,1.57,2,2,0,7,7,8,2,1,45,5,1,1,638,48,9,12,19,48,75.00%,8,1,66,4,3,10,4,2,6,2,1,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,3,3,0,1,0,2,0,0,0,0,2,3,2,11,151,190,297,23,38.30%,78.40%,188,71,107,132,237,0,20.8,7,36.80%,19,1.37,VAL vs HFX,2019-08-29,5baupxq5dl73qe6ul59gyjucq,15376,dd2vf0yzjm7jm7cak9tf11sa2:1052443,VAL vs HFX (2019-08-29)
75,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,2,4,76,22,419,185,136,0.52,0,0,0.3,0,0,2,4,6,20,1,0,60,14,0,0,638,63,4,12,8,43,53.30%,19,8,46,6,2,7,2,6,10,1,1,0,0,0,0,0,0,0,0,0,8,0,2,3,1,0,0,8,5,3,2,1,0,3,4,0,0,1,3,4,4,139,225,274,15,45.60%,76.60%,155,44,122,154,199,0,22.8,14,29.50%,44,1.93,CAV vs EDM,2019-08-17,56zs7u4qj42915nt1cp8grucq,6925,41ewt71n8fqwy6trsqta1bjvu:1052433,CAV vs EDM (2019-08-17)
75,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,3,3,1,1,7,1,0,0,1,0,1,0,0,0,4,2,1,0,3,4,73,15,411,179,144,2.29,1,1,2.18,3,4,7,5,12,21,2,1,63,10,1,1,638,61,7,10,14,54,65.40%,23,8,54,6,0,4,5,5,6,1,0,1,1,0,1,0,1,1,0,0,5,0,0,4,3,0,0,5,2,3,0,1,0,1,1,0,0,0,1,4,6,179,216,243,36,38.20%,78.60%,152,60,111,143,182,2,22.1,9,41.70%,48,1.02,CAV vs PAC,2019-08-29,5biy9aa4r6bw4jex62d7bi25m,15380,41ewt71n8fqwy6trsqta1bjvu:1052444,CAV vs PAC (2019-08-29)
78,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,7,7,0,2,1,2,1,0,0,0,0,2,0,1,0,1,0,1,1,4,4,55,25,452,242,130,1.5,2,2,1.14,1,1,2,6,8,10,2,2,54,6,0,0,637,52,7,14,11,54,70.00%,19,2,52,5,4,7,4,5,7,6,0,1,0,0,0,1,2,1,1,0,4,0,0,0,1,0,0,4,2,2,1,3,2,1,0,0,0,2,2,0,8,117,276,244,22,33.60%,82.30%,157,55,160,197,189,0,18.3,9,41.40%,29,1.56,EDM vs YK9,2019-08-25,5aoowrl9kk9cw97nk27elvjoq,15382,73xrv2025rnj0t3y9ayp83bec:1052441,EDM vs YK9 (2019-08-25)
78,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,4,1,4,1,4,2,0,0,0,0,1,0,0,0,0,1,0,1,2,6,61,15,451,194,181,1.61,1,1,0.59,1,0,5,4,9,23,6,3,57,9,0,0,637,63,9,11,5,34,64.50%,6,2,58,8,2,8,2,3,8,0,0,0,2,0,0,0,3,3,0,0,3,0,1,1,1,1,0,2,1,2,1,0,0,1,1,0,0,2,2,12,15,166,178,293,35,33.30%,83.10%,203,56,116,131,244,0,20,11,50.00%,34,1.57,EDM vs YK9,2019-09-21,5f1r9xf57ykmnmfv1i1oqtw8a,15382,73xrv2025rnj0t3y9ayp83bec:1052455,EDM vs YK9 (2019-09-21)
78,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,2,3,2,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,56,33,447,198,160,0.97,0,0,0.88,1,1,1,13,14,19,0,0,57,8,0,0,637,52,9,6,8,31,93.80%,4,2,43,6,2,10,0,5,12,2,0,0,0,0,0,2,2,0,2,0,3,0,0,2,1,1,0,2,2,1,0,1,0,1,1,0,0,2,1,8,13,113,215,309,21,43.00%,80.10%,194,39,125,160,234,0,20.4,1,54.80%,31,1.2,YK9 vs CAV,2019-06-26,4x5d9c3op0jd4zd5tk7w0lylm,15381,cqthcpums3aas2tdy0qhlkuwa:1052405,YK9 vs CAV (2019-06-26)
81,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,1,0,0,0,10,5,0,0,0,0,1,0,1,0,2,0,1,0,5,4,60,19,461,184,198,1.12,1,1,1,1,1,1,7,8,18,1,0,58,12,0,0,636,53,4,13,6,37,63.00%,12,9,54,2,5,7,2,1,9,2,0,0,0,0,1,0,3,2,1,0,3,0,0,3,1,0,0,3,0,3,0,0,1,1,0,0,0,1,1,6,13,147,175,314,19,34.90%,82.90%,222,64,96,121,262,1,18.8,10,54.50%,33,1.36,VAL vs EDM,2019-08-20,592lweqfjtzxi567zh14vv6ne,15378,73xrv2025rnj0t3y9ayp83bec:1052438,VAL vs EDM (2019-08-20)
81,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,5,2,3,5,0,9,3,0,0,0,0,1,0,1,0,4,0,0,1,2,8,65,32,416,170,149,2.19,1,1,1.8,2,2,5,9,14,33,4,3,70,18,0,0,636,67,2,9,9,31,57.90%,11,3,51,6,4,6,1,7,9,5,0,1,0,0,0,0,1,1,0,0,3,1,1,0,3,0,0,2,2,1,1,1,0,0,0,0,0,2,1,10,14,143,209,284,29,42.30%,76.70%,170,43,106,148,211,0,22,8,54.30%,46,1.1,YK9 vs CAV,2019-09-28,5hmjvfnz6s1yxo8yewvda00ve,15381,cqthcpums3aas2tdy0qhlkuwa:1052459,YK9 vs CAV (2019-09-28)
81,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,5,1,1,3,6,5,0,0,0,0,2,0,2,0,0,1,0,2,4,7,67,23,443,167,186,1.82,2,2,1.35,3,2,0,11,11,18,2,0,47,6,1,1,636,61,7,16,11,51,67.60%,16,6,59,5,7,6,1,4,5,1,1,1,0,0,1,0,0,0,0,0,6,0,0,6,2,0,0,6,2,4,0,0,0,1,3,0,0,3,0,8,7,156,220,260,20,41.10%,79.70%,176,63,114,152,206,0,19.8,11,34.60%,26,0.57,PAC vs VAL,2019-10-19,5opkqc01qgmjdcbho8rkmjzvu,15378,b3436h8h14zw7f1uv6w9vqf6y:1052471,PAC vs VAL (2019-10-19)
84,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,10,6,4,5,0,5,2,1,0,2,1,0,2,0,0,1,0,1,1,7,7,61,17,454,178,198,2.46,2,0,1.34,3,2,2,10,12,14,3,1,36,3,0,0,634,59,4,11,7,38,71.40%,15,4,51,5,3,9,3,4,3,2,1,0,0,0,0,0,0,0,0,1,3,1,0,1,2,0,0,2,2,1,2,0,0,0,1,0,0,2,1,6,18,191,172,271,37,31.30%,82.80%,195,83,98,124,227,0,19.1,6,42.10%,19,0.77,FOR vs HFX,2019-07-17,50lvb1tu0w2o89aadta8zhn56,15376,c2pdzdl3dgf5b0siidn2ay5ii:1052417,FOR vs HFX (2019-07-17)
84,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,69,41,470,225,135,0.76,0,0,0.32,1,0,2,2,4,6,0,0,42,4,1,0,634,58,3,13,9,38,53.30%,13,5,83,3,1,9,4,2,3,5,0,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,10,108,223,303,11,38.50%,76.60%,183,45,132,172,242,1,18.7,14,41.20%,34,1.08,EDM vs HFX,2019-07-01,4xl9k0k5zmput7d3mb348balm,6925,5gmx3o5y2oc0i6rowjwtu7jvu:1052407,EDM vs HFX (2019-07-01)
84,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,7,1,6,1,0,5,2,0,0,2,1,0,3,2,0,1,0,0,3,2,9,43,20,420,241,116,1.73,3,1,0.97,2,1,1,6,7,34,4,1,61,18,3,0,634,47,5,15,11,63,76.90%,28,13,39,4,5,4,2,4,8,0,0,0,0,0,0,2,1,1,0,0,7,0,2,2,3,1,0,6,4,3,1,2,0,2,2,0,1,1,8,6,9,138,287,209,16,36.70%,85.00%,151,42,164,195,168,0,16.6,6,56.30%,16,4.3,PAC vs CAV,2019-07-01,4y80wf71m0f30yb3hu1lw0lt6,15381,b3436h8h14zw7f1uv6w9vqf6y:1052408,PAC vs CAV (2019-07-01)
87,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,3,2,2,1,6,4,0,0,1,0,1,0,1,0,0,0,0,1,3,8,66,15,441,174,186,1.87,1,1,1.39,2,1,1,8,9,19,1,1,45,8,1,1,632,54,4,11,5,33,78.90%,9,5,48,8,0,6,4,5,4,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,0,3,2,2,0,3,1,1,0,0,0,2,2,2,13,173,176,283,19,34.90%,81.60%,200,66,94,121,233,0,18.9,4,39.10%,23,1.59,EDM vs VAL,2019-06-02,4rnwigdpceglolacgssquoaqy,6925,dd2vf0yzjm7jm7cak9tf11sa2:1052395,EDM vs VAL (2019-06-02)
88,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,2,1,0,0,2,1,0,0,0,0,2,1,3,0,2,0,1,2,1,2,41,21,464,239,163,0.63,3,3,0.63,1,1,1,4,5,14,2,1,52,7,0,0,629,44,9,17,6,50,68.40%,18,10,54,2,4,7,0,1,5,2,0,0,0,0,0,0,1,0,1,0,2,0,0,2,1,0,0,2,0,2,0,0,0,0,1,0,0,2,0,4,12,106,258,265,11,31.30%,86.60%,183,55,164,193,209,0,19.7,12,76.50%,17,0.32,PAC vs EDM,2019-06-23,4wd6d6al3htq8jwxk4z9b2e0a,15380,73xrv2025rnj0t3y9ayp83bec:1052403,PAC vs EDM (2019-06-23)
88,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,4,1,1,1,9,4,1,0,0,0,0,0,0,0,3,0,0,0,4,7,60,27,440,161,192,2.3,0,0,1.28,2,1,1,11,12,20,3,2,53,10,1,1,629,41,8,13,18,46,72.40%,7,5,59,0,4,11,3,3,7,4,0,0,0,0,0,1,1,1,0,1,2,0,0,1,0,0,0,2,2,0,0,1,0,2,0,0,0,2,1,4,5,150,184,295,27,43.20%,80.20%,206,56,91,127,236,1,19,8,56.30%,16,1.18,FOR vs YK9,2019-10-06,5lomje72gq8r3x9xte5tduwru,15377,cqthcpums3aas2tdy0qhlkuwa:1052465,FOR vs YK9 (2019-10-06)
90,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,5,4,1,2,3,5,2,0,0,0,0,0,0,0,0,1,1,0,0,3,5,62,21,425,171,171,1.24,0,0,1.03,1,1,2,8,10,22,2,0,54,12,1,0,628,41,6,11,7,44,63.00%,18,9,51,1,4,5,2,3,8,2,0,0,0,0,0,0,1,1,0,0,3,0,0,2,1,0,0,3,2,1,1,0,0,1,1,0,0,1,1,6,6,142,203,283,22,38.10%,80.50%,178,49,115,136,224,1,17.6,10,60.00%,20,1.13,CAV vs YK9,2019-07-21,52so1blu4db5n9tx8m6lq2noq,15381,cqthcpums3aas2tdy0qhlkuwa:1052421,CAV vs YK9 (2019-07-21)
90,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,8,4,4,0,0,6,6,0,0,2,1,2,1,1,0,0,1,2,1,7,6,57,24,450,263,106,2.11,3,1,1.4,3,2,1,6,7,18,2,1,43,8,0,0,628,61,1,10,7,41,57.90%,23,10,39,2,4,10,4,3,6,1,0,1,0,0,1,0,1,1,0,0,5,0,0,3,1,0,0,5,2,3,0,2,0,2,2,0,0,2,1,2,9,104,308,216,11,34.70%,82.00%,140,35,194,233,173,0,22,8,37.50%,32,1.51,PAC vs HFX,2019-07-20,52jsbc4wgu4ddcx6sah2u40oa,15376,b3436h8h14zw7f1uv6w9vqf6y:1052420,PAC vs HFX (2019-07-20)
92,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,2,4,3,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,5,4,68,19,416,207,122,0.57,0,0,0.44,0,0,0,7,7,22,1,1,61,11,0,0,623,47,5,10,12,46,71.40%,17,9,58,4,1,5,7,5,6,8,0,0,0,0,0,0,2,2,0,0,3,0,0,2,1,0,0,3,2,1,0,1,0,1,1,0,0,2,3,10,17,127,242,254,19,39.70%,79.10%,146,43,140,170,186,0,20,6,65.40%,26,1.82,PAC vs VAL,2019-10-19,5opkqc01qgmjdcbho8rkmjzvu,15380,dd2vf0yzjm7jm7cak9tf11sa2:1052471,PAC vs VAL (2019-10-19)
92,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,0,2,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,67,24,418,183,144,0.27,0,0,0.22,0,0,0,3,3,19,1,0,54,6,2,0,623,55,8,20,10,50,77.80%,12,2,53,4,2,9,1,5,8,4,0,0,0,0,1,0,1,1,0,0,4,0,0,1,3,0,0,4,1,3,1,2,0,1,0,0,0,1,1,2,12,129,201,293,12,38.30%,78.20%,185,42,100,130,231,0,19.6,8,37.50%,16,1.02,FOR vs CAV,2019-08-25,5a9bdy2gwxymhiu0vyvisb88a,15377,41ewt71n8fqwy6trsqta1bjvu:1052440,FOR vs CAV (2019-08-25)
94,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,1,4,52,39,425,203,131,1.08,1,1,1.03,1,1,0,6,6,23,3,0,55,11,3,1,622,62,8,11,7,34,55.90%,8,3,49,2,2,5,1,3,10,4,0,0,0,0,0,0,3,3,0,0,2,0,1,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,7,2,15,108,208,306,15,39.80%,78.60%,193,39,102,137,236,0,17,15,45.80%,24,3.74,FOR vs VAL,2019-07-20,52d0pvo9gg6dznd76vvhc68ve,15377,dd2vf0yzjm7jm7cak9tf11sa2:1052419,FOR vs VAL (2019-07-20)
95,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,1,2,1,0,6,6,1,0,1,0,0,0,0,0,0,0,0,0,3,6,62,38,426,219,107,1.15,0,0,0.22,1,0,0,6,6,16,1,1,63,11,0,0,621,46,7,15,16,54,71.00%,16,6,56,1,3,8,3,6,4,3,0,1,0,0,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,11,96,261,264,8,37.10%,76.50%,157,38,131,178,197,0,18.9,9,64.50%,31,1.88,FOR vs PAC,2019-09-28,5h1oq9agzghyfb9760q0xsd4a,15377,b3436h8h14zw7f1uv6w9vqf6y:1052458,FOR vs PAC (2019-09-28)
96,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,3,1,1,3,1,1,0,0,0,0,1,1,2,0,0,0,2,0,3,2,71,34,391,138,148,1.71,2,2,1.58,2,2,2,4,6,38,5,3,57,19,1,1,619,75,8,14,19,64,55.00%,22,12,73,2,2,11,4,2,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,0,1,1,0,0,1,0,0,2,1,14,12,165,197,257,22,37.90%,73.10%,153,63,70,116,185,0,18.4,18,30.80%,26,1.08,VAL vs FOR,2019-05-17,4ntsd8m3ui3jxf14iv0ah2f6y,15378,c2pdzdl3dgf5b0siidn2ay5ii:1052386,VAL vs FOR (2019-05-17)
96,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,66,28,395,172,129,2.3,0,0,1.46,3,2,1,6,7,14,0,0,65,6,0,0,619,77,11,21,9,54,60.40%,11,2,66,2,4,8,4,3,7,3,0,0,0,0,1,0,1,1,0,1,6,0,0,2,3,1,0,5,4,2,1,3,0,2,1,0,0,2,1,4,20,104,233,282,17,42.50%,76.20%,149,35,117,159,184,0,20.1,21,45.20%,31,0.88,YK9 vs PAC,2019-06-15,4s2bhlyuzkp953p3w0mdoqdey,15382,b3436h8h14zw7f1uv6w9vqf6y:1052396,YK9 vs PAC (2019-06-15)
98,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,3,3,0,1,0,6,3,0,0,0,0,2,0,2,0,0,1,1,1,5,3,73,34,408,178,123,1.52,2,0,0.3,2,0,0,7,7,26,3,1,74,13,0,0,618,73,12,9,7,54,48.80%,22,11,63,3,1,9,6,3,8,0,1,2,0,0,0,0,0,0,0,0,4,0,0,3,2,0,0,4,3,1,1,0,0,2,0,0,0,1,1,8,13,116,258,244,17,45.80%,73.80%,140,42,119,170,175,0,20.3,22,59.50%,42,1.07,PAC vs YK9,2019-09-12,5d9hwavq8j3gubsel8yg8797u,15380,cqthcpums3aas2tdy0qhlkuwa:1052449,PAC vs YK9 (2019-09-12)
99,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,6,0,3,1,5,2,1,1,0,0,3,0,2,0,1,0,0,3,1,9,72,21,411,159,159,3.74,3,1,1.79,7,4,1,9,10,18,6,6,62,15,0,0,617,55,11,15,12,49,70.30%,10,6,58,4,1,10,2,2,5,3,0,1,0,0,0,1,1,1,0,1,2,0,0,2,1,0,0,2,1,1,0,0,0,0,1,0,0,3,1,0,16,171,149,297,40,35.30%,77.40%,183,61,74,100,223,1,17.4,11,54.20%,24,1.08,FOR vs VAL,2019-07-20,52d0pvo9gg6dznd76vvhc68ve,15378,c2pdzdl3dgf5b0siidn2ay5ii:1052419,FOR vs VAL (2019-07-20)
99,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,3,2,1,2,2,3,0,0,0,0,0,2,0,1,1,0,1,1,0,5,0,60,17,426,219,130,1.84,2,2,1.65,3,3,1,6,7,29,3,1,51,16,0,0,617,56,3,14,4,50,65.40%,28,17,38,4,4,9,1,3,5,3,0,0,0,0,0,1,2,2,0,0,3,0,0,1,2,0,0,3,2,1,1,1,0,0,1,0,0,2,2,10,9,103,217,297,20,35.20%,81.90%,195,32,122,148,232,0,19.6,9,43.50%,23,2.15,VAL vs PAC,2019-08-01,54mahj8dskbuvxhxkg9wqcv3e,15378,b3436h8h14zw7f1uv6w9vqf6y:1052426,VAL vs PAC (2019-08-01)
101,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,3,1,3,1,9,4,1,1,1,0,1,0,0,0,0,1,0,1,5,7,56,27,413,180,150,2.35,1,0,0.98,3,1,3,10,13,21,3,2,60,15,0,0,612,42,8,20,7,48,73.70%,13,5,63,3,3,5,2,4,7,4,0,0,0,1,0,0,3,3,0,1,6,0,0,1,4,1,0,5,4,2,2,3,0,0,2,0,0,0,4,8,13,139,223,250,28,35.40%,79.90%,162,57,111,143,199,0,18.8,10,30.80%,13,2.05,VAL vs FOR,2019-08-17,57rql8kxq24o9lgw5g5zs7cdm,15377,dd2vf0yzjm7jm7cak9tf11sa2:1052435,VAL vs FOR (2019-08-17)
