Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,season,seasonId,scatterId,scatterExtra
71,3,20o0wuwg7mm8ynf0msec3a06i,481560,270,28,Right Midfielder,Dean,Northover,D. Northover,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,112,35,32,0.03,0,0,0.27,0,1,0,1,1,5,0,0,19,1,0,0,182,14,4,2,6,15,85.7%,3,1,13,4,1,1,4,5,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,50,66,66,1,51.8%,59.8%,23,19,25,24,46,42,0,20.6,1,33.3%,9,0.00,0,0,0,0,2,2,39.7%,10,1,4,0.00,0.03,0.03,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:20o0wuwg7mm8ynf0msec3a06i,Canadian Premier League 2020 (Canada)
71,5,7yio8rqcy9vth90ps5f5j0s0l,243904,283,23,Left Back,Mateo,Restrepo,M. Restrepo,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,111,47,36,0.00,0,0,0.00,0,0,0,0,0,2,0,0,19,0,0,0,182,9,3,12,10,36,88.2%,6,2,17,1,1,3,0,0,1,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,27,73,82,0,34.2%,74.8%,46,14,23,16,33,62,0,17.4,2,100.0%,3,0.00,0,0,0,0,2,2,50.0%,30,5,1,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7yio8rqcy9vth90ps5f5j0s0l,Canadian Premier League 2020 (Canada)
73,6,4g57cr61ps0y0w29dv3f5s3c9,199133,360,24,Central Midfielder,Mastanabal,Kacher,M. Kacher,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,1,1,1,0,2,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,26,6,120,35,53,0.30,1,0,0.39,0,0,2,4,6,10,2,0,11,3,0,0,180,14,0,1,2,3,33.3%,0,0,17,0,1,1,2,3,1,1,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,5,86,21,73,11,26.7%,73.3%,41,36,11,45,15,60,0,17.1,2,50.0%,2,0.00,21,0,0,0,3,10,53.1%,1,1,1,0.22,0.07,0.30,6,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4g57cr61ps0y0w29dv3f5s3c9,Canadian Premier League 2020 (Canada)
74,6,4ezd4d37kbb1249qd7bvi0dzp,208512,410,31,Central Midfielder,Jamar,Dixon,J. Dixon,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,2,1,1,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,20,5,132,37,70,1.38,1,0,0.22,2,0,0,4,4,5,1,1,18,3,0,0,179,24,6,5,2,17,84.6%,4,2,22,2,4,8,1,0,1,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,46,28,105,7,34.8%,81.1%,75,23,9,30,16,86,0,19.3,2,40.0%,5,0.00,20,0,2,1,0,0,71.7%,7,7,3,0.52,0.86,1.38,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4ezd4d37kbb1249qd7bvi0dzp,Canadian Premier League 2020 (Canada)
74,5,7tmc8hrkee4lo05qa26i7e5zp,173159,450,23,Goalkeeper,Marco,Carducci,M. Carducci,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,151,95,14,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,179,0,0,0,0,1,-,1,0,6,0,0,0,0,2,0,0,2,0,0,0,1,0,6,5,1,0,3,0,0,1,2,0,0,3,0,3,1,1,0,1,0,0,0,0,4,0,0,0,178,1,0,62.3%,72.2%,0,0,109,0,150,1,0,32.3,0,-,0,3.33,0,0,0,0,0,0,56.4%,1,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7tmc8hrkee4lo05qa26i7e5zp,Canadian Premier League 2020 (Canada)
76,5,86tz9u1o9o5u0lbyycyd3df4l,37057,276,35,Central Midfielder,Nikolas,Ledgerwood,N. Ledgerwood,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,4,120,39,48,0.12,0,1,0.63,0,1,7,0,7,3,0,0,16,1,0,0,170,17,4,5,2,13,81.8%,2,0,20,4,1,3,1,1,3,0,1,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,61,20,89,3,37.5%,72.5%,62,16,9,30,13,77,0,21.9,2,16.7%,6,0.00,21,0,0,0,3,17,51.1%,6,5,2,0.12,0.00,0.12,6,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:86tz9u1o9o5u0lbyycyd3df4l,Canadian Premier League 2020 (Canada)
77,6,apavbqkzwn6ik22hi8d8mo1qt,153578,242,28,Central Midfielder,Maxim,Tissot,M. Tissot,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,4,0,1,0,1,0,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,14,7,112,49,42,0.29,0,1,1.49,0,2,4,2,6,3,0,0,11,0,0,0,168,18,0,5,3,11,55.6%,3,1,9,0,0,2,0,0,2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,52,34,82,4,28.6%,81.3%,54,19,18,23,25,64,0,18.8,4,44.4%,9,0.00,24,0,0,0,5,15,62.5%,5,6,0,0.03,0.26,0.29,5,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:apavbqkzwn6ik22hi8d8mo1qt,Canadian Premier League 2020 (Canada)
78,6,6rj6gpjhz8sk2405943kpii1h,167886,313,25,Central Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,3,1,2,1,2,2,0,2,1,0,0,0,0,1,1,0,0,0,1,0,4,1,17,4,108,32,55,1.64,1,0,0.34,2,0,3,4,7,5,0,0,19,4,0,0,167,8,3,1,0,5,80.0%,0,0,9,1,0,0,4,3,4,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,4,73,21,73,8,36.1%,80.6%,48,29,10,39,14,55,0,20.4,1,0.0%,2,0.00,19,0,2,0,5,16,66.7%,2,2,1,0.85,0.79,0.85,7,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6rj6gpjhz8sk2405943kpii1h,Canadian Premier League 2020 (Canada)
79,6,41yxh6wtv2lrs3js0y2ir7svd,223135,258,25,Central Midfielder,Bruno,Zebie,B. Zebie,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,4,108,66,27,0.09,0,0,0.00,0,0,0,0,0,9,0,0,21,4,0,0,162,13,3,7,2,14,76.9%,2,0,20,2,0,1,3,0,4,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,29,40,93,4,25.0%,86.1%,61,9,23,12,28,68,0,16.9,3,0.0%,2,0.00,20,0,0,0,3,3,59.3%,5,6,3,0.04,0.05,0.09,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:41yxh6wtv2lrs3js0y2ir7svd,Canadian Premier League 2020 (Canada)
79,6,4t92bvofxxvfqe6f2w9gs8t0p,200948,337,23,Right Midfielder,Cory,Bent,C. Bent,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,1,1,0,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3,25,8,90,17,40,0.17,1,0,0.54,0,1,2,4,6,9,0,0,23,4,1,0,162,28,4,2,3,11,40.0%,1,0,21,5,1,2,4,4,3,4,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,80,32,50,11,27.8%,63.3%,23,27,7,38,15,37,1,18.3,9,25.0%,8,0.00,18,1,0,0,8,18,36.0%,7,2,2,0.17,0.00,0.17,6,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4t92bvofxxvfqe6f2w9gs8t0p,Canadian Premier League 2020 (Canada)
81,6,549bk4ar8s05kzy78wi86one2,425739,339,22,Left Attacking Midfielder,Alex,Marshall,A. Marshsall,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,2,89,26,43,0.11,0,1,0.64,0,1,0,3,3,10,0,0,30,8,1,1,159,26,3,4,2,10,77.8%,1,0,16,4,2,2,2,2,3,1,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,74,23,62,7,33.7%,77.5%,36,24,9,35,11,43,1,17.6,2,66.7%,12,0.00,23,1,0,0,1,9,70.0%,5,1,4,0.11,0.00,0.11,2,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:549bk4ar8s05kzy78wi86one2,Canadian Premier League 2020 (Canada)
82,5,4wg2u3zl05ijnwx0wicmwpvpx,184584,450,24,Goalkeeper,Connor,James,C. James,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,123,76,18,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,158,0,0,0,0,4,-,4,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,11,10,1,0,10,0,0,7,6,1,0,9,5,5,2,1,0,4,0,0,0,0,11,0,0,0,158,0,0,58.5%,76.4%,0,0,94,0,123,0,0,33.1,0,100.0%,3,5.89,0,0,0,0,0,0,59.7%,4,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4wg2u3zl05ijnwx0wicmwpvpx,Canadian Premier League 2020 (Canada)
83,6,6r8emgp7oeom6yyibdb4g77c9,227780,289,23,Right Winger,David,Choinière,D. Choinière,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,14,0,84,18,52,0.63,1,1,0.39,1,1,0,2,2,13,4,2,18,4,0,0,154,25,1,4,1,8,41.7%,2,0,9,2,1,1,2,4,3,3,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,87,17,50,17,17.9%,83.3%,28,39,3,45,4,35,0,15.3,7,-,0,0.00,10,0,1,1,11,11,66.7%,4,1,3,0.63,0.00,0.63,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6r8emgp7oeom6yyibdb4g77c9,Canadian Premier League 2020 (Canada)
84,3,exgvhzo1zgo07og3rsnjv13v9,112996,270,27,Goalkeeper,Callum,Irving,C. Irving,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,101,59,7,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,150,0,1,0,0,3,100.0%,2,0,4,0,0,0,0,2,0,0,1,1,0,0,0,3,2,2,0,0,15,0,0,9,6,1,0,14,11,4,3,3,0,3,5,0,0,1,7,0,0,0,150,0,0,54.5%,65.3%,0,0,66,0,101,0,0,37.4,0,100.0%,3,4.97,0,0,0,0,0,0,43.6%,3,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:exgvhzo1zgo07og3rsnjv13v9,Canadian Premier League 2020 (Canada)
85,5,58elvwym7gnql18liaoa6zo16,481627,289,25,Defensive Midfielder,Ajay,Khabra,A. Khabra,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,125,50,56,0.06,0,0,0.05,0,0,0,1,1,0,0,0,8,0,0,0,146,19,1,2,0,6,50.0%,3,1,17,1,2,6,0,3,0,0,1,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,3,24,35,87,1,35.2%,84.8%,67,19,20,20,24,81,0,14.4,3,33.3%,6,0.00,15,0,0,0,1,1,65.9%,4,0,2,0.06,0.00,0.06,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:58elvwym7gnql18liaoa6zo16,Canadian Premier League 2020 (Canada)
85,6,9wsm9vzab3uywb8rox5go6jxm,484332,405,22,Centre Forward,Easton,Ongaro,E. Ongaro,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,2,2,0,2,0,5,2,2,0,0,1,0,2,0,2,1,1,1,1,0,5,0,14,3,73,18,38,1.58,2,0,0.19,2,0,1,3,4,16,4,2,25,6,0,0,146,40,1,2,0,3,60.0%,0,0,14,2,0,2,3,0,1,1,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,89,4,53,21,15.1%,76.7%,27,28,1,36,1,36,0,14.4,2,41.4%,29,0.00,13,0,2,2,6,6,45.5%,1,0,2,1.45,0.13,1.58,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:9wsm9vzab3uywb8rox5go6jxm,Canadian Premier League 2020 (Canada)
87,4,cu34wwcs8ozsglt7gew3p7sh5,421817,214,20,Left Back,Terique,Mohammed,T. Mohammed,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,5,69,25,26,0.04,0,1,0.22,0,1,0,1,1,5,1,0,18,1,1,0,145,17,2,7,1,18,69.2%,7,3,11,2,1,2,1,5,1,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,32,60,53,3,42.0%,73.9%,26,11,14,14,22,33,0,21.0,4,33.3%,3,0.00,0,0,0,0,6,6,58.6%,17,1,0,0.00,0.04,0.04,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cu34wwcs8ozsglt7gew3p7sh5,Canadian Premier League 2020 (Canada)
87,4,3p86lh50rfrmmlrnxsq17dwtm,484562,245,25,Left Back,Jarred,Phillips,J. Phillips,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,66,25,16,0.00,0,0,0.00,0,0,0,0,0,5,0,0,13,2,0,0,145,15,1,6,6,19,50.0%,4,2,9,0,2,0,0,3,1,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,27,72,46,0,51.5%,62.1%,23,6,12,8,27,31,0,19.4,7,0.0%,2,0.00,0,0,0,0,5,5,41.2%,17,2,0,0.00,0.00,0.00,0,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3p86lh50rfrmmlrnxsq17dwtm,Canadian Premier League 2020 (Canada)
89,5,ex7za2yvl9xrcdtr60ake2bit,222921,450,27,Goalkeeper,Nathan,Ingham,N. Ingham,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,106,66,15,0.00,0,0,0.03,0,0,0,1,1,0,0,0,2,0,0,0,143,2,0,0,0,2,-,2,0,4,0,0,0,0,1,0,0,2,1,0,0,0,0,5,5,0,0,10,0,1,2,8,1,0,9,7,3,3,4,0,2,0,0,0,0,7,0,0,0,142,1,0,59.4%,76.4%,1,0,80,0,105,1,0,33.7,0,33.3%,3,6.36,0,0,0,0,0,0,60.3%,2,0,0,0.00,0.00,0.00,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ex7za2yvl9xrcdtr60ake2bit,Canadian Premier League 2020 (Canada)
90,6,26zoncn0ilfvg5gwn91dkqmt,481764,433,23,Centre Forward,Akeem,Garcia,A. Garcia,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,7,7,0,0,1,3,0,3,1,1,0,0,3,0,2,0,0,1,0,3,2,7,13,1,78,23,41,2.66,3,0,0.12,6,0,0,3,3,6,0,0,23,4,0,0,138,24,4,0,0,5,100.0%,1,0,10,6,0,3,3,0,11,8,1,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,65,2,71,20,20.5%,82.1%,37,27,0,34,0,44,0,12.9,0,12.5%,8,0.00,12,0,6,2,1,1,68.8%,2,1,2,1.66,1.00,1.87,3,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:26zoncn0ilfvg5gwn91dkqmt,Canadian Premier League 2020 (Canada)
91,5,ahyd5vf8f8cyoiefm8hsimzu1,204540,238,24,Centre Forward,João,Morelli Neto,João Morelli,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,1,5,4,1,1,1,0,0,0,1,1,0,0,3,0,2,0,0,1,1,2,1,3,25,0,85,27,33,1.49,3,0,0.13,2,0,1,1,2,8,0,0,14,3,0,0,136,25,1,4,2,8,62.5%,1,0,9,3,2,2,0,2,1,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,5,59,12,65,7,30.6%,70.6%,35,22,3,33,3,49,0,16.7,3,33.3%,9,0.00,15,0,2,2,0,5,46.2%,3,4,1,0.70,0.79,0.70,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ahyd5vf8f8cyoiefm8hsimzu1,Canadian Premier League 2020 (Canada)
92,3,3ucemntfw84vk7op9z7wnf36d,428321,270,25,Goalkeeper,Nolan,Wirth,N. Wirth,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,96,60,8,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,132,1,0,0,0,1,-,1,0,3,0,1,0,0,3,0,0,0,2,1,0,0,0,5,5,0,0,7,0,0,6,0,0,0,7,5,2,0,1,1,4,2,0,0,0,5,0,0,0,132,0,0,39.6%,70.8%,0,0,68,0,96,0,0,33.4,0,100.0%,2,3.77,0,0,0,0,0,0,39.5%,1,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3ucemntfw84vk7op9z7wnf36d,Canadian Premier League 2020 (Canada)
93,4,bewzox1rnh1n28tkj5k0rmrqh,224756,179,21,Right Back,Dante,Campbell,D. Campbell,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,81,27,33,0.00,0,0,0.04,0,0,0,1,1,2,0,0,9,0,0,0,127,14,1,3,4,11,44.4%,2,1,16,1,0,3,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,28,35,64,2,46.9%,74.1%,33,14,13,16,21,44,0,17.8,5,33.3%,3,0.00,0,0,0,0,1,1,55.3%,6,3,2,0.00,0.00,0.00,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bewzox1rnh1n28tkj5k0rmrqh,Canadian Premier League 2020 (Canada)
94,5,dl4wkt9bhput0z1sikhu15562,483117,237,21,Left Back,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,69,32,28,0.05,0,0,0.00,0,0,0,0,0,2,0,0,14,1,0,0,126,13,6,4,4,18,66.7%,2,1,12,4,0,0,0,2,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,32,48,46,3,33.3%,87.0%,25,16,19,16,23,30,0,17.1,5,50.0%,4,0.00,20,0,0,0,4,4,69.6%,13,5,0,0.04,0.02,0.05,0,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dl4wkt9bhput0z1sikhu15562,Canadian Premier League 2020 (Canada)
95,2,79pboh9mzuchik3r2027wntgp,233807,151,25,Central Defender,Amer,Didic,A. Didic,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,104,68,25,0.13,0,0,0.00,0,0,0,0,0,0,0,0,10,0,0,0,125,2,0,3,1,12,75.0%,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,64,57,2,36.5%,89.4%,48,2,43,2,48,54,0,23.2,1,100.0%,7,0.00,0,0,0,0,0,0,76.3%,11,1,0,0.00,0.13,0.13,0,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:79pboh9mzuchik3r2027wntgp,Canadian Premier League 2020 (Canada)
